"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"trapbath.ru","2.8610718409715e-06",1719,"bad",1,0.00952380952380952,0.000189252133139537
"trapbath.ru","4.71281996217575e-06",4830,"bad",2,0.019047619047619,0.00053224405275723
"trapbath.ru","4.74752520938664e-06",4894,"bad",3,0.0285714285714286,0.000539192120582283
"trapbath.ru","5.08711594106757e-06",5554,"bad",4,0.0380952380952381,0.000611871115768155
"trapbath.ru","5.08711594518544e-06",5555,"bad",5,0.0476190476190476,0.000611871115768155
"61.178.77.169","7.94271293319281e-06",10988,"bad",6,0.0571428571428571,0.00121094896379494
"trapbath.ru","8.31289871331782e-06",11656,"bad",7,0.0666666666666667,0.0012845102533078
"vcvcvcvc.dyndns.org ","9.29492881298642e-06",13442,"bad",8,0.0761904761904762,0.00148137217501764
"vcvcvcvc.dyndns.org ","9.31030727001655e-06",13463,"bad",9,0.0857142857142857,0.00148357791083511
"nginx/0.7.67\r\n","1.56722041812354e-05",24331,"bad",10,0.0952380952380952,0.00268206446726131
"nginx/0.7.67\r\n","1.56883016902152e-05",24352,"bad",11,0.104761904761905,0.00268427020307879
"rwyngtbvunfpk.org\r\n","1.56975315739824e-05",24367,"bad",12,0.114285714285714,0.00268581421815102
"rwyngtbvunfpk.org\r\n","1.56975315739824e-05",24368,"bad",13,0.123809523809524,0.00268581421815102
"rwyngtbvunfpk.org\r\n","1.56975315739824e-05",24369,"bad",14,0.133333333333333,0.00268581421815102
"takeinfo.ru\r\n","1.56975315739824e-05",24370,"bad",15,0.142857142857143,0.00268581421815102
"dgyqimolcqm.cm\r\n","1.56975315739824e-05",24371,"bad",16,0.152380952380952,0.00268581421815102
"dgyqimolcqm.cm\r\n","1.56975315739824e-05",24372,"bad",17,0.161904761904762,0.00268581421815102
"dgyqimolcqm.cm\r\n","1.56975315739824e-05",24373,"bad",18,0.171428571428571,0.00268581421815102
"dgyqimolcqm.cm\r\n","1.56975315739824e-05",24374,"bad",19,0.180952380952381,0.00268581421815102
"vcvcvcvc.dyndns.org ","1.8340983239294e-05",28508,"bad",20,0.19047619047619,0.00314162952483267
"vcvcvcvc.dyndns.org ","1.83409834441414e-05",28509,"bad",21,0.2,0.00314162952483267
"vcvcvcvc.dyndns.org ","1.86052455777893e-05",28913,"bad",22,0.20952380952381,0.00318607510155483
"vcvcvcvc.dyndns.org ","1.86052457350991e-05",28914,"bad",23,0.219047619047619,0.00318607510155483
"146.185.213.35","1.87329390541138e-05",29132,"bad",24,0.228571428571429,0.00321000733517446
"64.235.43.131","1.92988147359867e-05",30134,"bad",25,0.238095238095238,0.00332040441283919
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.93036772199382e-05",30139,"bad",26,0.247619047619048,0.00332084556000269
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.93036772199382e-05",30140,"bad",27,0.257142857142857,0.00332084556000269
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.93036772199382e-05",30141,"bad",28,0.266666666666667,0.00332084556000269
