Nov 26, 2016 8:12:31 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:12:31 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:12:31 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:12:31 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 16 ms. row count = 105
www.redlinesys.net,3.850002354360822E-5,199521
www.redlinesys.net,3.8848650600063E-5,200986
firewall.happytohell.com,7.731313699281734E-5,342578
firewall.happytohell.com,9.150220198842927E-5,388118
trapbath.ru,2.1639973174798016E-7,116
trapbath.ru,2.1847008600512507E-7,121
trapbath.ru,2.1847008600512507E-7,122
trapbath.ru,2.209718050879908E-7,128
trapbath.ru,3.8176896675730946E-7,949
trapbath.ru,4.4214271333488634E-7,1468
61.178.77.170,4.757881403232857E-7,1931
61.178.77.169,5.490685132926052E-7,2882
nginx/0.7.67\r\n,5.915741950728271E-7,3353
nginx/0.7.67\r\n,5.921682918217774E-7,3365
rwyngtbvunfpk.org\r\n,5.924976861477239E-7,3380
rwyngtbvunfpk.org\r\n,5.924976861477239E-7,3381
rwyngtbvunfpk.org\r\n,5.924976861477239E-7,3382
takeinfo.ru\r\n,5.924976861477239E-7,3383
dgyqimolcqm.cm\r\n,5.924976861477239E-7,3384
dgyqimolcqm.cm\r\n,5.924976861477239E-7,3385
dgyqimolcqm.cm\r\n,5.924976861477239E-7,3386
dgyqimolcqm.cm\r\n,5.924976861477239E-7,3387
61.178.77.169,5.925362897754718E-7,3388
vcvcvcvc.dyndns.org ,6.673277705617898E-7,3879
vcvcvcvc.dyndns.org ,6.676921856791639E-7,3882
vcvcvcvc.dyndns.org ,6.677689867577985E-7,3884
vcvcvcvc.dyndns.org ,7.240611322231731E-7,4289
64.235.43.131,7.241585230300197E-7,4291
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.243859609887857E-7,4309
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.243859609887857E-7,4310
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.243859609887857E-7,4311
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.243859609887857E-7,4312
trapbath.ru,7.243859609887857E-7,4313
trapbath.ru,7.243859609887857E-7,4314
trapbath.ru,7.243859609887857E-7,4315
sgb-sy.com,7.243859609887857E-7,4316
sgb-sy.com,7.243859609887857E-7,4317
sgb-sy.com,7.243859609887857E-7,4318
sgb-sy.com,7.243859609887857E-7,4319
telecrop.com,7.243859609887857E-7,4320
telecrop.com,7.243859609887857E-7,4321
telecrop.com,7.243859609887857E-7,4322
telecrop.com,7.243859609887857E-7,4323
nginx,7.243859609887857E-7,4324
nginx,7.243859609887857E-7,4325
www.download.windowsupdate.com,7.243859609887857E-7,4326
www.download.windowsupdate.com,7.243859609887857E-7,4327
www.download.windowsupdate.com,7.243859609887857E-7,4328
www.download.windowsupdate.com,7.243859609887857E-7,4329
www.download.windowsupdate.com,7.243859609887857E-7,4330
vcvcvcvc.dyndns.org ,7.244176672869679E-7,4339
64.235.43.131,7.250146950200421E-7,4352
rwyngtbvunfpk.org\r\n,1.184997378596465E-6,8154
rwyngtbvunfpk.org\r\n,1.184997378596465E-6,8155
64.235.43.131,1.184997378596465E-6,8156
64.235.43.131,1.184997378596465E-6,8157
64.235.43.131,1.184997378596465E-6,8158
takeinfo.ru\r\n,1.184997378596465E-6,8159
takeinfo.ru\r\n,1.184997378596465E-6,8160
takeinfo.ru\r\n,1.184997378596465E-6,8161
takeinfo.ru\r\n,1.184997378596465E-6,8162
nginx/0.7.67\r\n,1.184997378596465E-6,8163
vcvcvcvc.dyndns.org ,1.448133219684805E-6,10168
vcvcvcvc.dyndns.org ,1.448133219684805E-6,10169
trapbath.ru,1.4487729719873671E-6,10188
trapbath.ru,1.4487729719873671E-6,10189
64.235.43.131,1.4487729719873671E-6,10190
64.235.43.131,1.4487729719873671E-6,10191
sgb-sy.com,1.4487729719873671E-6,10192
sgb-sy.com,1.4487729719873671E-6,10193
telecrop.com,1.4487729719873671E-6,10194
telecrop.com,1.4487729719873671E-6,10195
nginx,1.4487729719873671E-6,10196
nginx,1.4487729719873671E-6,10197
vcvcvcvc.dyndns.org ,1.4488458195801986E-6,10208
vcvcvcvc.dyndns.org ,1.4488458195801986E-6,10209
64.235.43.131,1.4503149511906953E-6,10228
64.235.43.131,1.4503149511906953E-6,10229
nginx,2.1731599833359604E-6,15546
nginx,2.1731599833359604E-6,15547
nginx,2.1731599833359604E-6,15548
nginx,2.1731599833359604E-6,15549
nginx,2.1731599833359604E-6,15550
nginx,2.1731599833359604E-6,15551
64.235.43.131,2.3704606011784577E-6,17045
64.235.43.131,2.3704606011784577E-6,17046
nginx/0.7.67\r\n,2.3704606011784577E-6,17047
nginx/0.7.67\r\n,2.3704606011784577E-6,17048
www.dnswatch.info,5.271751005364447E-6,35970
omegaartworld.com,3.968924358919996E-5,205114
omegaartworld.com,4.28685639566608E-5,220093
firewall.happytohell.com,1.4496194755784847E-4,538301
firewall.happytohell.com,1.9703276985320197E-4,673273
firewall.happytohell.com,1.0025713980430824E-4,414197
firewall.happytohell.com,1.0047474887721339E-4,414703
146.185.213.35,7.362518498888118E-6,48159
146.185.213.35,8.469333665472935E-6,54102
mugspade.ru,9.20613821609793E-6,57892
www.dnswatch.info,1.0862737555132139E-5,66683
mugspade.ru,1.1305924890118029E-5,69106
mugspade.ru,1.239025272631241E-5,74847
www.dnswatch.info,1.2535061077268956E-5,75661
www.redlinesys.net,4.792742893701726E-5,239513
omegaartworld.com,5.084793352441844E-5,251212
146.185.213.35,5.310287612846487E-5,259377
