"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"vcvcvcvc.dyndns.org ","5.56195162974422e-06",6430,"bad",1,0.00952380952380952,0.000708813204946274
"61.178.77.170","6.71658524979028e-06",8550,"bad",2,0.019047619047619,0.000942510914807976
"vcvcvcvc.dyndns.org ","7.04633693808743e-06",9117,"bad",3,0.0285714285714286,0.00100493323844258
"vcvcvcvc.dyndns.org ","7.04633693808751e-06",9118,"bad",4,0.0380952380952381,0.00100493323844258
"vcvcvcvc.dyndns.org ","7.04633693808784e-06",9119,"bad",5,0.0476190476190476,0.00100493323844258
"trapbath.ru","9.94726189171134e-06",14565,"bad",6,0.0571428571428571,0.00160544481475073
"trapbath.ru","9.94726189517225e-06",14566,"bad",7,0.0666666666666667,0.00160544481475073
"vcvcvcvc.dyndns.org ","1.03089257745676e-05",15232,"bad",8,0.0761904761904762,0.00167878553068184
"vcvcvcvc.dyndns.org ","1.03089257915252e-05",15233,"bad",9,0.0857142857142857,0.00167878553068184
"64.235.43.131","1.1529315866766e-05",17462,"bad",10,0.0952380952380952,0.00192450450074879
"64.235.43.131","1.15546616394789e-05",17510,"bad",11,0.104761904761905,0.00192968797991986
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.155670280247e-05",17513,"bad",12,0.114285714285714,0.00192990855350161
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.155670280247e-05",17514,"bad",13,0.123809523809524,0.00192990855350161
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.155670280247e-05",17515,"bad",14,0.133333333333333,0.00192990855350161
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.155670280247e-05",17516,"bad",15,0.142857142857143,0.00192990855350161
"trapbath.ru","1.155670280247e-05",17517,"bad",16,0.152380952380952,0.00192990855350161
