Nov 26, 2016 8:23:42 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:23:42 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:23:42 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:23:42 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 21 ms. row count = 105
omegaartworld.com,1.934632399181462E-5,132424
omegaartworld.com,5.07235806662857E-5,295007
146.185.213.35,5.6865262633303226E-5,321642
firewall.happytohell.com,5.75896833131059E-5,325356
firewall.happytohell.com,1.032913146265538E-4,504875
mugspade.ru,5.648239677885958E-6,43672
www.dnswatch.info,6.767403340536844E-6,51743
www.dnswatch.info,7.73682186084734E-6,58214
www.dnswatch.info,8.850066393670445E-6,65524
146.185.213.35,2.4812671552590364E-5,165177
firewall.happytohell.com,2.5191296178161108E-5,167635
omegaartworld.com,2.9842822634830898E-5,195166
firewall.happytohell.com,6.25154412737709E-5,346598
firewall.happytohell.com,6.381067471786136E-5,351849
www.redlinesys.net,3.7550012853077094E-5,236153
www.redlinesys.net,3.911885549231045E-5,243068
firewall.happytohell.com,1.8526975941492288E-4,804791
www.redlinesys.net,7.037465254815649E-5,379185
trapbath.ru,2.9929940390957367E-7,793
trapbath.ru,3.059256301385647E-7,850
trapbath.ru,3.491650329569797E-7,1186
trapbath.ru,3.577560482551993E-7,1244
64.235.43.131,3.7865924966507916E-7,1597
64.235.43.131,3.797268696927233E-7,1660
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7990719154894166E-7,1704
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7990719154894166E-7,1705
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7990719154894166E-7,1706
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7990719154894166E-7,1707
trapbath.ru,3.7990719154894166E-7,1708
trapbath.ru,3.7990719154894166E-7,1709
trapbath.ru,3.7990719154894166E-7,1710
sgb-sy.com,3.7990719154894166E-7,1711
sgb-sy.com,3.7990719154894166E-7,1712
sgb-sy.com,3.7990719154894166E-7,1713
sgb-sy.com,3.7990719154894166E-7,1714
telecrop.com,3.7990719154894166E-7,1715
telecrop.com,3.7990719154894166E-7,1716
telecrop.com,3.7990719154894166E-7,1717
telecrop.com,3.7990719154894166E-7,1718
nginx,3.7990719154894166E-7,1719
nginx,3.7990719154894166E-7,1720
www.download.windowsupdate.com,3.7990719154894166E-7,1721
www.download.windowsupdate.com,3.7990719154894166E-7,1722
www.download.windowsupdate.com,3.7990719154894166E-7,1723
www.download.windowsupdate.com,3.7990719154894166E-7,1724
www.download.windowsupdate.com,3.7990719154894166E-7,1725
vcvcvcvc.dyndns.org ,4.015757211644062E-7,2065
vcvcvcvc.dyndns.org ,4.015757211666114E-7,2066
vcvcvcvc.dyndns.org ,4.0157572117262385E-7,2067
61.178.77.170,4.450809726559097E-7,2581
trapbath.ru,4.5851572693095217E-7,2732
trapbath.ru,4.585157269366559E-7,2733
61.178.77.169,7.429038779303102E-7,5285
vcvcvcvc.dyndns.org ,7.506721395078423E-7,5404
vcvcvcvc.dyndns.org ,7.5091371356381E-7,5405
61.178.77.169,7.514892981120221E-7,5417
rwyngtbvunfpk.org\r\n,7.515183005862171E-7,5418
rwyngtbvunfpk.org\r\n,7.515183005862171E-7,5419
rwyngtbvunfpk.org\r\n,7.515183005862171E-7,5420
takeinfo.ru\r\n,7.515183005862171E-7,5421
dgyqimolcqm.cm\r\n,7.515183005862171E-7,5422
dgyqimolcqm.cm\r\n,7.515183005862171E-7,5423
dgyqimolcqm.cm\r\n,7.515183005862171E-7,5424
dgyqimolcqm.cm\r\n,7.515183005862171E-7,5425
nginx/0.7.67\r\n,7.518678007313723E-7,5438
nginx/0.7.67\r\n,7.521851341016473E-7,5445
64.235.43.131,7.598106067817345E-7,5633
64.235.43.131,7.598106067817345E-7,5634
trapbath.ru,7.598157677827499E-7,5636
trapbath.ru,7.598157677827499E-7,5637
64.235.43.131,7.598157677827499E-7,5638
64.235.43.131,7.598157677827499E-7,5639
sgb-sy.com,7.598157677827499E-7,5640
sgb-sy.com,7.598157677827499E-7,5641
telecrop.com,7.598157677827499E-7,5642
telecrop.com,7.598157677827499E-7,5643
nginx,7.598157677827499E-7,5644
nginx,7.598157677827499E-7,5645
nginx,1.1397243444784155E-6,9126
nginx,1.1397243444784155E-6,9127
nginx,1.1397243444784155E-6,9128
nginx,1.1397243444784155E-6,9129
