Nov 26, 2016 8:18:09 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:18:10 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:18:10 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:18:10 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 28 ms. row count = 105
mugspade.ru,1.5996877520370395E-5,93517
mugspade.ru,1.7995039081951366E-5,103357
mugspade.ru,2.0207690231067456E-5,115014
firewall.happytohell.com,1.0571649487143699E-4,423048
firewall.happytohell.com,1.0592779437184291E-4,423489
146.185.213.35,1.0593065232089046E-4,423543
www.redlinesys.net,1.2173921294475839E-4,468701
firewall.happytohell.com,1.3085107578980786E-4,493664
146.185.213.35,6.94729461881335E-6,45621
firewall.happytohell.com,2.13726002238987E-4,711091
trapbath.ru,1.7556854665502156E-7,101
trapbath.ru,2.0440681196243008E-7,167
trapbath.ru,3.130545085861745E-7,566
vcvcvcvc.dyndns.org ,3.311126095105456E-7,643
trapbath.ru,3.481783875298823E-7,761
vcvcvcvc.dyndns.org ,4.212063919362378E-7,1327
vcvcvcvc.dyndns.org ,4.865793676246035E-7,2276
vcvcvcvc.dyndns.org ,4.865793676246035E-7,2277
vcvcvcvc.dyndns.org ,4.865793676246035E-7,2278
61.178.77.170,4.927816773662516E-7,2386
trapbath.ru,4.928627296425342E-7,2424
trapbath.ru,4.928627296425342E-7,2425
nginx/0.7.67\r\n,5.430231039053445E-7,2953
nginx/0.7.67\r\n,5.435656323046812E-7,2968
rwyngtbvunfpk.org\r\n,5.438625419412617E-7,2974
rwyngtbvunfpk.org\r\n,5.438625419412617E-7,2975
rwyngtbvunfpk.org\r\n,5.438625419412617E-7,2976
takeinfo.ru\r\n,5.438625419412617E-7,2977
dgyqimolcqm.cm\r\n,5.438625419412617E-7,2978
dgyqimolcqm.cm\r\n,5.438625419412617E-7,2979
dgyqimolcqm.cm\r\n,5.438625419412617E-7,2980
dgyqimolcqm.cm\r\n,5.438625419412617E-7,2981
61.178.77.169,5.438868016141797E-7,2983
64.235.43.131,6.488946007633827E-7,3805
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,6.491152685494156E-7,3814
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,6.491152685494156E-7,3815
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,6.491152685494156E-7,3816
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,6.491152685494156E-7,3817
trapbath.ru,6.491152685494156E-7,3818
trapbath.ru,6.491152685494156E-7,3819
