Nov 26, 2016 8:06:54 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:06:54 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:06:54 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:06:54 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 24 ms. row count = 105
www.redlinesys.net,6.717325716057058E-5,362565
firewall.happytohell.com,1.291674391565762E-4,587614
firewall.happytohell.com,8.957758230192165E-5,450341
firewall.happytohell.com,9.068608891609646E-5,453600
146.185.213.35,9.107649682336688E-5,454871
firewall.happytohell.com,9.713791997065188E-5,476056
trapbath.ru,1.493478038975796E-7,109
trapbath.ru,1.5897798760561084E-7,122
trapbath.ru,2.6243497760177255E-7,562
trapbath.ru,2.6243697159815967E-7,563
trapbath.ru,2.864468604697908E-7,711
trapbath.ru,3.1803515438476874E-7,927
64.235.43.131,3.753434540227685E-7,1569
64.235.43.131,3.76390162580058E-7,1605
61.178.77.169,3.765366825320575E-7,1623
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7656640493901344E-7,1630
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7656640493901344E-7,1631
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7656640493901344E-7,1632
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.7656640493901344E-7,1633
trapbath.ru,3.7656640493901344E-7,1634
trapbath.ru,3.7656640493901344E-7,1635
trapbath.ru,3.7656640493901344E-7,1636
sgb-sy.com,3.7656640493901344E-7,1637
sgb-sy.com,3.7656640493901344E-7,1638
sgb-sy.com,3.7656640493901344E-7,1639
sgb-sy.com,3.7656640493901344E-7,1640
telecrop.com,3.7656640493901344E-7,1641
telecrop.com,3.7656640493901344E-7,1642
telecrop.com,3.7656640493901344E-7,1643
telecrop.com,3.7656640493901344E-7,1644
nginx,3.7656640493901344E-7,1645
nginx,3.7656640493901344E-7,1646
www.download.windowsupdate.com,3.7656640493901344E-7,1647
www.download.windowsupdate.com,3.7656640493901344E-7,1648
www.download.windowsupdate.com,3.7656640493901344E-7,1649
www.download.windowsupdate.com,3.7656640493901344E-7,1650
www.download.windowsupdate.com,3.7656640493901344E-7,1651
61.178.77.170,4.867461851593347E-7,2779
www.dnswatch.info,5.316993967349997E-7,3250
vcvcvcvc.dyndns.org ,6.114257469758186E-7,3894
vcvcvcvc.dyndns.org ,6.114257469758186E-7,3895
vcvcvcvc.dyndns.org ,6.114257469758186E-7,3896
vcvcvcvc.dyndns.org ,6.472068929984848E-7,4187
vcvcvcvc.dyndns.org ,6.474700124636042E-7,4198
61.178.77.169,6.481509865611686E-7,4215
64.235.43.131,7.531302563650555E-7,5410
64.235.43.131,7.531302563650555E-7,5411
trapbath.ru,7.531341472367908E-7,5413
trapbath.ru,7.531341472367908E-7,5414
64.235.43.131,7.531341472367908E-7,5415
64.235.43.131,7.531341472367908E-7,5416
sgb-sy.com,7.531341472367908E-7,5417
sgb-sy.com,7.531341472367908E-7,5418
telecrop.com,7.531341472367908E-7,5419
telecrop.com,7.531341472367908E-7,5420
nginx,7.531341472367908E-7,5421
nginx,7.531341472367908E-7,5422
rwyngtbvunfpk.org\r\n,7.634607389082173E-7,5563
rwyngtbvunfpk.org\r\n,7.634607389082173E-7,5564
rwyngtbvunfpk.org\r\n,7.634607389082173E-7,5565
takeinfo.ru\r\n,7.634607389082173E-7,5566
dgyqimolcqm.cm\r\n,7.634607389082173E-7,5567
dgyqimolcqm.cm\r\n,7.634607389082173E-7,5568
dgyqimolcqm.cm\r\n,7.634607389082173E-7,5569
dgyqimolcqm.cm\r\n,7.634607389082173E-7,5570
nginx/0.7.67\r\n,7.638182623141078E-7,5579
nginx/0.7.67\r\n,7.641390003681345E-7,5584
nginx,1.1297018899806595E-6,8831
nginx,1.1297018899806595E-6,8832
nginx,1.1297018899806595E-6,8833
nginx,1.1297018899806595E-6,8834
nginx,1.1297018899806595E-6,8835
nginx,1.1297018899806595E-6,8836
vcvcvcvc.dyndns.org ,1.294426091446563E-6,10207
vcvcvcvc.dyndns.org ,1.294426091446563E-6,10208
vcvcvcvc.dyndns.org ,1.294951996184957E-6,10218
vcvcvcvc.dyndns.org ,1.294951996184957E-6,10219
rwyngtbvunfpk.org\r\n,1.5269233362404041E-6,12370
rwyngtbvunfpk.org\r\n,1.5269233362404041E-6,12371
64.235.43.131,1.5269233362404041E-6,12372
64.235.43.131,1.5269233362404041E-6,12373
64.235.43.131,1.5269233362404041E-6,12374
takeinfo.ru\r\n,1.5269233362404041E-6,12375
takeinfo.ru\r\n,1.5269233362404041E-6,12376
takeinfo.ru\r\n,1.5269233362404041E-6,12377
takeinfo.ru\r\n,1.5269233362404041E-6,12378
nginx/0.7.67\r\n,1.5269233362404041E-6,12379
64.235.43.131,3.0575216288797806E-6,24613
64.235.43.131,3.0575216288797806E-6,24614
nginx/0.7.67\r\n,3.0575216288797806E-6,24615
nginx/0.7.67\r\n,3.0575216288797806E-6,24616
www.dnswatch.info,4.254830252678798E-6,33643
146.185.213.35,1.5079271044505412E-5,102708
www.redlinesys.net,4.517559384931738E-5,266772
omegaartworld.com,4.5739196297414464E-5,269187
www.redlinesys.net,4.834847290723852E-5,281073
omegaartworld.com,4.898256459553491E-5,283829
firewall.happytohell.com,1.4545477975930733E-4,640187
