"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.43402361387939e-06",3941,"bad",1,0.00952380952380952,0.000434309382461246
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.43402361387939e-06",3942,"bad",2,0.019047619047619,0.000434309382461246
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.43402361387939e-06",3943,"bad",3,0.0285714285714286,0.000434309382461246
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.43402361387939e-06",3944,"bad",4,0.0380952380952381,0.000434309382461246
"trapbath.ru","4.43402361387939e-06",3945,"bad",5,0.0476190476190476,0.000434309382461246
"trapbath.ru","4.43402361387939e-06",3946,"bad",6,0.0571428571428571,0.000434309382461246
"trapbath.ru","4.43402361387939e-06",3947,"bad",7,0.0666666666666667,0.000434309382461246
"sgb-sy.com","4.43402361387939e-06",3948,"bad",8,0.0761904761904762,0.000434309382461246
"sgb-sy.com","4.43402361387939e-06",3949,"bad",9,0.0857142857142857,0.000434309382461246
"sgb-sy.com","4.43402361387939e-06",3950,"bad",10,0.0952380952380952,0.000434309382461246
"sgb-sy.com","4.43402361387939e-06",3951,"bad",11,0.104761904761905,0.000434309382461246
"telecrop.com","4.43402361387939e-06",3952,"bad",12,0.114285714285714,0.000434309382461246
"telecrop.com","4.43402361387939e-06",3953,"bad",13,0.123809523809524,0.000434309382461246
"telecrop.com","4.43402361387939e-06",3954,"bad",14,0.133333333333333,0.000434309382461246
"telecrop.com","4.43402361387939e-06",3955,"bad",15,0.142857142857143,0.000434309382461246
"nginx","4.43402361387939e-06",3956,"bad",16,0.152380952380952,0.000434309382461246
"nginx","4.43402361387939e-06",3957,"bad",17,0.161904761904762,0.000434309382461246
"www.download.windowsupdate.com","4.43402361387939e-06",3958,"bad",18,0.171428571428571,0.000434309382461246
"www.download.windowsupdate.com","4.43402361387939e-06",3959,"bad",19,0.180952380952381,0.000434309382461246
"www.download.windowsupdate.com","4.43402361387939e-06",3960,"bad",20,0.19047619047619,0.000434309382461246
"www.download.windowsupdate.com","4.43402361387939e-06",3961,"bad",21,0.2,0.000434309382461246
"www.download.windowsupdate.com","4.43402361387939e-06",3962,"bad",22,0.20952380952381,0.000434309382461246
"64.235.43.131","5.49214485672919e-06",5957,"bad",23,0.219047619047619,0.000654221243463716
"61.178.77.169","5.84907152547444e-06",6655,"bad",24,0.228571428571429,0.000731091136702793
"trapbath.ru","7.05293418476891e-06",9049,"bad",25,0.238095238095238,0.000995007427263931
"146.185.213.35","8.29852200191548e-06",11364,"bad",26,0.247619047619048,0.00125021106134603
"trapbath.ru","8.87020214972292e-06",12406,"bad",27,0.257142857142857,0.00136501961064572
"trapbath.ru","8.87020214972292e-06",12407,"bad",28,0.266666666666667,0.00136501961064572
"64.235.43.131","8.87020214972292e-06",12408,"bad",29,0.276190476190476,0.00136501961064572
"64.235.43.131","8.87020214972292e-06",12409,"bad",30,0.285714285714286,0.00136501961064572
"sgb-sy.com","8.87020214972292e-06",12410,"bad",31,0.295238095238095,0.00136501961064572
"sgb-sy.com","8.87020214972292e-06",12411,"bad",32,0.304761904761905,0.00136501961064572
"telecrop.com","8.87020214972292e-06",12412,"bad",33,0.314285714285714,0.00136501961064572
"telecrop.com","8.87020214972292e-06",12413,"bad",34,0.323809523809524,0.00136501961064572
"nginx","8.87020214972292e-06",12414,"bad",35,0.333333333333333,0.00136501961064572
"nginx","8.87020214972292e-06",12415,"bad",36,0.342857142857143,0.00136501961064572
