Nov 26, 2016 8:48:50 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:48:50 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:48:50 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:48:50 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 17 ms. row count = 105
mugspade.ru,4.088734473022155E-5,160369
146.185.213.35,9.589459221501341E-5,317939
firewall.happytohell.com,9.893002199110035E-5,326690
www.redlinesys.net,1.5796721742294243E-4,460674
trapbath.ru,3.8790434481038004E-7,402
trapbath.ru,7.049511777041445E-7,1912
rwyngtbvunfpk.org\r\n,7.053594418584764E-7,1955
rwyngtbvunfpk.org\r\n,7.053594418584764E-7,1956
rwyngtbvunfpk.org\r\n,7.053594418584764E-7,1957
takeinfo.ru\r\n,7.053594418584764E-7,1958
dgyqimolcqm.cm\r\n,7.053594418584764E-7,1959
dgyqimolcqm.cm\r\n,7.053594418584764E-7,1960
dgyqimolcqm.cm\r\n,7.053594418584764E-7,1961
dgyqimolcqm.cm\r\n,7.053594418584764E-7,1962
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.053651979715717E-7,1965
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.053651979715717E-7,1966
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.053651979715717E-7,1967
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,7.053651979715717E-7,1968
trapbath.ru,7.053651979715717E-7,1969
trapbath.ru,7.053651979715717E-7,1970
trapbath.ru,7.053651979715717E-7,1971
sgb-sy.com,7.053651979715717E-7,1972
sgb-sy.com,7.053651979715717E-7,1973
sgb-sy.com,7.053651979715717E-7,1974
sgb-sy.com,7.053651979715717E-7,1975
telecrop.com,7.053651979715717E-7,1976
telecrop.com,7.053651979715717E-7,1977
telecrop.com,7.053651979715717E-7,1978
telecrop.com,7.053651979715717E-7,1979
nginx,7.053651979715717E-7,1980
nginx,7.053651979715717E-7,1981
www.download.windowsupdate.com,7.053651979715717E-7,1982
www.download.windowsupdate.com,7.053651979715717E-7,1983
www.download.windowsupdate.com,7.053651979715717E-7,1984
www.download.windowsupdate.com,7.053651979715717E-7,1985
www.download.windowsupdate.com,7.053651979715717E-7,1986
trapbath.ru,8.120909794493926E-7,2678
trapbath.ru,8.120909794631678E-7,2679
vcvcvcvc.dyndns.org ,8.632615223504206E-7,2966
vcvcvcvc.dyndns.org ,8.633024507574546E-7,2967
trapbath.ru,1.0086911590944662E-6,3933
www.dnswatch.info,1.2273215069904307E-6,5379
vcvcvcvc.dyndns.org ,1.2306088397251173E-6,5399
vcvcvcvc.dyndns.org ,1.2306088398866153E-6,5400
vcvcvcvc.dyndns.org ,1.230608839918512E-6,5401
61.178.77.170,1.239912421430419E-6,5481
trapbath.ru,1.4094214603664687E-6,6681
rwyngtbvunfpk.org\r\n,1.4107280846542753E-6,6726
rwyngtbvunfpk.org\r\n,1.4107280846542753E-6,6727
64.235.43.131,1.4107280846542753E-6,6728
64.235.43.131,1.4107280846542753E-6,6729
64.235.43.131,1.4107280846542753E-6,6730
takeinfo.ru\r\n,1.4107280846542753E-6,6731
takeinfo.ru\r\n,1.4107280846542753E-6,6732
takeinfo.ru\r\n,1.4107280846542753E-6,6733
takeinfo.ru\r\n,1.4107280846542753E-6,6734
nginx/0.7.67\r\n,1.4107280846542753E-6,6735
nginx/0.7.67\r\n,1.4107300591112616E-6,6736
64.235.43.131,1.4107336800115701E-6,6737
trapbath.ru,1.4107356532057805E-6,6740
trapbath.ru,1.4107356532057805E-6,6741
64.235.43.131,1.4107356532057805E-6,6742
64.235.43.131,1.4107356532057805E-6,6743
sgb-sy.com,1.4107356532057805E-6,6744
sgb-sy.com,1.4107356532057805E-6,6745
telecrop.com,1.4107356532057805E-6,6746
telecrop.com,1.4107356532057805E-6,6747
nginx,1.4107356532057805E-6,6748
nginx,1.4107356532057805E-6,6749
61.178.77.169,1.450237491784766E-6,6987
61.178.77.169,1.7190245242982013E-6,8566
vcvcvcvc.dyndns.org ,1.726863888544275E-6,8620
vcvcvcvc.dyndns.org ,1.72686388862344E-6,8621
vcvcvcvc.dyndns.org ,1.7269253704636862E-6,8622
vcvcvcvc.dyndns.org ,1.7269253705425077E-6,8623
nginx/0.7.67\r\n,2.116099363287332E-6,10979
64.235.43.131,2.116104794651177E-6,10981
64.235.43.131,2.116104794651177E-6,10982
nginx,2.116106110193475E-6,10983
nginx,2.116106110193475E-6,10984
nginx,2.116106110193475E-6,10985
nginx,2.116106110193475E-6,10986
nginx,2.116106110193475E-6,10987
nginx,2.116106110193475E-6,10988
www.dnswatch.info,2.7513347142365155E-6,14604
www.dnswatch.info,3.3791131725472556E-6,17953
64.235.43.131,3.5268348142705166E-6,18833
64.235.43.131,3.5268348142705166E-6,18834
nginx/0.7.67\r\n,3.5268348142705166E-6,18835
