Nov 26, 2016 9:52:58 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 9:52:58 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 9:52:58 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 9:52:58 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 22 ms. row count = 105
www.dnswatch.info,1.0384863930655133E-5,38224
www.dnswatch.info,1.0816792765230746E-5,39734
nginx/0.7.67\r\n,1.152805024977688E-5,42080
64.235.43.131,1.152807375040786E-5,42081
64.235.43.131,1.152807375040786E-5,42082
nginx,1.1528079444737898E-5,42083
nginx,1.1528079444737898E-5,42084
nginx,1.1528079444737898E-5,42085
nginx,1.1528079444737898E-5,42086
nginx,1.1528079444737898E-5,42087
nginx,1.1528079444737898E-5,42088
146.185.213.35,1.610596932871394E-5,56539
64.235.43.131,1.921342809434429E-5,66251
64.235.43.131,1.921342809434429E-5,66252
nginx/0.7.67\r\n,1.921342809434429E-5,66253
nginx/0.7.67\r\n,1.921342809434429E-5,66254
64.235.43.131,1.921346726208635E-5,66255
firewall.happytohell.com,2.2593051069883102E-4,472943
firewall.happytohell.com,3.828892631176058E-4,683744
firewall.happytohell.com,4.4032003461239255E-4,753957
firewall.happytohell.com,4.8068389816359155E-4,803473
firewall.happytohell.com,2.1617882624141286E-4,457527
firewall.happytohell.com,2.2018357316664968E-4,463995
omegaartworld.com,1.4960077164774516E-4,350169
omegaartworld.com,1.1343189708579961E-4,285976
www.redlinesys.net,1.145361547952462E-4,287752
www.dnswatch.info,2.3944054371015644E-5,79268
146.185.213.35,2.810770257784813E-5,91210
mugspade.ru,2.9968347151727143E-5,96497
mugspade.ru,3.3674698625849774E-5,106172
mugspade.ru,3.800691184407875E-5,117322
www.redlinesys.net,1.7833521830014316E-4,397861
omegaartworld.com,1.8272815668542562E-4,405166
www.redlinesys.net,1.8280354538984916E-4,405244
vcvcvcvc.dyndns.org ,8.774985696939708E-7,1097
61.178.77.169,1.2258675978091573E-6,2577
trapbath.ru,1.6349945752922329E-6,4230
trapbath.ru,1.634994575292587E-6,4231
trapbath.ru,1.635407439527951E-6,4236
trapbath.ru,1.648293716969474E-6,4292
61.178.77.169,2.0914098286929382E-6,6372
vcvcvcvc.dyndns.org ,2.6472160169887783E-6,9066
vcvcvcvc.dyndns.org ,2.695889938077603E-6,9273
vcvcvcvc.dyndns.org ,2.695889938077603E-6,9274
vcvcvcvc.dyndns.org ,2.695889938077603E-6,9275
61.178.77.170,2.8949069911702893E-6,10138
trapbath.ru,3.2715103973644853E-6,11864
trapbath.ru,3.298219418755148E-6,11963
vcvcvcvc.dyndns.org ,3.521775693535002E-6,12943
vcvcvcvc.dyndns.org ,3.5220993097780528E-6,12954
146.185.213.35,3.833124154737885E-6,14307
rwyngtbvunfpk.org\r\n,3.842653061573385E-6,14348
rwyngtbvunfpk.org\r\n,3.842653061573385E-6,14349
rwyngtbvunfpk.org\r\n,3.842653061573385E-6,14350
takeinfo.ru\r\n,3.842653061573385E-6,14351
dgyqimolcqm.cm\r\n,3.842653061573385E-6,14352
dgyqimolcqm.cm\r\n,3.842653061573385E-6,14353
dgyqimolcqm.cm\r\n,3.842653061573385E-6,14354
dgyqimolcqm.cm\r\n,3.842653061573385E-6,14355
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.842677969639949E-6,14357
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.842677969639949E-6,14358
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.842677969639949E-6,14359
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.842677969639949E-6,14360
trapbath.ru,3.842677969639949E-6,14361
trapbath.ru,3.842677969639949E-6,14362
trapbath.ru,3.842677969639949E-6,14363
sgb-sy.com,3.842677969639949E-6,14364
sgb-sy.com,3.842677969639949E-6,14365
sgb-sy.com,3.842677969639949E-6,14366
sgb-sy.com,3.842677969639949E-6,14367
telecrop.com,3.842677969639949E-6,14368
telecrop.com,3.842677969639949E-6,14369
telecrop.com,3.842677969639949E-6,14370
telecrop.com,3.842677969639949E-6,14371
nginx,3.842677969639949E-6,14372
nginx,3.842677969639949E-6,14373
www.download.windowsupdate.com,3.842677969639949E-6,14374
www.download.windowsupdate.com,3.842677969639949E-6,14375
www.download.windowsupdate.com,3.842677969639949E-6,14376
www.download.windowsupdate.com,3.842677969639949E-6,14377
www.download.windowsupdate.com,3.842677969639949E-6,14378
vcvcvcvc.dyndns.org ,5.288347482512851E-6,19994
vcvcvcvc.dyndns.org ,5.289284317710322E-6,19998
