Nov 26, 2016 8:34:59 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:34:59 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:34:59 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:34:59 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 17 ms. row count = 105
www.redlinesys.net,1.0740136202760911E-4,328555
omegaartworld.com,1.0911988326309366E-4,332400
firewall.happytohell.com,1.512749412806528E-4,425818
omegaartworld.com,1.5959429460894303E-4,441364
firewall.happytohell.com,1.6861442655958633E-4,458868
firewall.happytohell.com,1.6862568646669357E-4,458878
146.185.213.35,1.6866097989126007E-4,458946
mugspade.ru,2.1167900808032665E-5,91076
mugspade.ru,2.765834249583433E-5,113414
mugspade.ru,3.253098016074029E-5,130054
firewall.happytohell.com,6.823919170393558E-5,232830
146.185.213.35,1.11030668298435E-5,53217
trapbath.ru,4.781757081976946E-7,734
trapbath.ru,4.839904565628083E-7,757
vcvcvcvc.dyndns.org ,7.661271243152058E-7,2291
vcvcvcvc.dyndns.org ,7.661271243152126E-7,2292
vcvcvcvc.dyndns.org ,7.661271243156413E-7,2293
61.178.77.170,7.930098742836697E-7,2577
trapbath.ru,7.934049838430415E-7,2594
trapbath.ru,7.934049838430415E-7,2595
vcvcvcvc.dyndns.org ,8.981448786998827E-7,3336
64.235.43.131,9.142668212762817E-7,3467
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,9.159615914539722E-7,3479
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,9.159615914539722E-7,3480
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,9.159615914539722E-7,3481
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,9.159615914539722E-7,3482
trapbath.ru,9.159615914539722E-7,3483
trapbath.ru,9.159615914539722E-7,3484
trapbath.ru,9.159615914539722E-7,3485
sgb-sy.com,9.159615914539722E-7,3486
sgb-sy.com,9.159615914539722E-7,3487
sgb-sy.com,9.159615914539722E-7,3488
sgb-sy.com,9.159615914539722E-7,3489
telecrop.com,9.159615914539722E-7,3490
telecrop.com,9.159615914539722E-7,3491
telecrop.com,9.159615914539722E-7,3492
telecrop.com,9.159615914539722E-7,3493
nginx,9.159615914539722E-7,3494
nginx,9.159615914539722E-7,3495
www.download.windowsupdate.com,9.159615914539722E-7,3496
www.download.windowsupdate.com,9.159615914539722E-7,3497
www.download.windowsupdate.com,9.159615914539722E-7,3498
www.download.windowsupdate.com,9.159615914539722E-7,3499
www.download.windowsupdate.com,9.159615914539722E-7,3500
64.235.43.131,9.160268497278174E-7,3504
vcvcvcvc.dyndns.org ,9.460198695445485E-7,3684
