"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"vcvcvcvc.dyndns.org ","4.00243920704626e-06",3162,"bad",1,0.00952380952380952,0.000348395972370512
"vcvcvcvc.dyndns.org ","4.1787787898238e-06",3448,"bad",2,0.019047619047619,0.000379827707769561
"vcvcvcvc.dyndns.org ","8.02109050761983e-06",10341,"bad",3,0.0285714285714286,0.00113992427047218
"vcvcvcvc.dyndns.org ","8.02109065766992e-06",10342,"bad",4,0.0380952380952381,0.00113992427047218
"vcvcvcvc.dyndns.org ","8.36842982679374e-06",10951,"bad",5,0.0476190476190476,0.00120697863932348
"vcvcvcvc.dyndns.org ","8.36843004666686e-06",10952,"bad",6,0.0571428571428571,0.00120697863932348
"146.185.213.35","1.11146626685277e-05",15713,"bad",7,0.0666666666666667,0.00173194376388304
"61.178.77.169","1.44136792116522e-05",21034,"bad",8,0.0761904761904762,0.00231866949133195
"64.235.43.131","1.85454145690893e-05",27594,"bad",9,0.0857142857142857,0.00304204055267358
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.85777831396745e-05",27634,"bad",10,0.0952380952380952,0.00304634173751766
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.85777831396745e-05",27635,"bad",11,0.104761904761905,0.00304634173751766
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.85777831396745e-05",27636,"bad",12,0.114285714285714,0.00304634173751766
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","1.85777831396745e-05",27637,"bad",13,0.123809523809524,0.00304634173751766
"trapbath.ru","1.85777831396745e-05",27638,"bad",14,0.133333333333333,0.00304634173751766
"trapbath.ru","1.85777831396745e-05",27639,"bad",15,0.142857142857143,0.00304634173751766
"trapbath.ru","1.85777831396745e-05",27640,"bad",16,0.152380952380952,0.00304634173751766
"sgb-sy.com","1.85777831396745e-05",27641,"bad",17,0.161904761904762,0.00304634173751766
"sgb-sy.com","1.85777831396745e-05",27642,"bad",18,0.171428571428571,0.00304634173751766
"sgb-sy.com","1.85777831396745e-05",27643,"bad",19,0.180952380952381,0.00304634173751766
"sgb-sy.com","1.85777831396745e-05",27644,"bad",20,0.19047619047619,0.00304634173751766
"telecrop.com","1.85777831396745e-05",27645,"bad",21,0.2,0.00304634173751766
"telecrop.com","1.85777831396745e-05",27646,"bad",22,0.20952380952381,0.00304634173751766
"telecrop.com","1.85777831396745e-05",27647,"bad",23,0.219047619047619,0.00304634173751766
"telecrop.com","1.85777831396745e-05",27648,"bad",24,0.228571428571429,0.00304634173751766
"nginx","1.85777831396745e-05",27649,"bad",25,0.238095238095238,0.00304634173751766
"nginx","1.85777831396745e-05",27650,"bad",26,0.247619047619048,0.00304634173751766
"www.download.windowsupdate.com","1.85777831396745e-05",27651,"bad",27,0.257142857142857,0.00304634173751766
"www.download.windowsupdate.com","1.85777831396745e-05",27652,"bad",28,0.266666666666667,0.00304634173751766
"www.download.windowsupdate.com","1.85777831396745e-05",27653,"bad",29,0.276190476190476,0.00304634173751766
"www.download.windowsupdate.com","1.85777831396745e-05",27654,"bad",30,0.285714285714286,0.00304634173751766
"www.download.windowsupdate.com","1.85777831396745e-05",27655,"bad",31,0.295238095238095,0.00304634173751766
"64.235.43.131","1.85798210229224e-05",27658,"bad",32,0.304761904761905,0.00304656231109941
"vcvcvcvc.dyndns.org ","1.93939404863351e-05",28923,"bad",33,0.314285714285714,0.00318596481476396
"vcvcvcvc.dyndns.org ","1.93939404863351e-05",28924,"bad",34,0.323809523809524,0.00318596481476396
"vcvcvcvc.dyndns.org ","1.93939404863351e-05",28925,"bad",35,0.333333333333333,0.00318596481476396
"www.dnswatch.info","1.93948011437044e-05",28927,"bad",36,0.342857142857143,0.00318607510155483
"61.178.77.169","2.03605182163099e-05",30507,"bad",37,0.352380952380952,0.00336021794434465
"trapbath.ru","2.0916015300577e-05",31365,"bad",38,0.361904761904762,0.00345473372412355
"trapbath.ru","2.38813803000681e-05",35839,"bad",39,0.371428571428571,0.00394804653970231
"nginx/0.7.67\r\n","2.52064230847454e-05",37636,"bad",40,0.380952380952381,0.00414612161611175
"rwyngtbvunfpk.org\r\n","2.52191890955266e-05",37669,"bad",41,0.39047619047619,0.00414965079341972
"rwyngtbvunfpk.org\r\n","2.52191890955266e-05",37670,"bad",42,0.4,0.00414965079341972
"rwyngtbvunfpk.org\r\n","2.52191890955266e-05",37671,"bad",43,0.40952380952381,0.00414965079341972
"takeinfo.ru\r\n","2.52191890955266e-05",37672,"bad",44,0.419047619047619,0.00414965079341972
"dgyqimolcqm.cm\r\n","2.52191890955266e-05",37673,"bad",45,0.428571428571429,0.00414965079341972
"dgyqimolcqm.cm\r\n","2.52191890955266e-05",37674,"bad",46,0.438095238095238,0.00414965079341972
"dgyqimolcqm.cm\r\n","2.52191890955266e-05",37675,"bad",47,0.447619047619048,0.00414965079341972
"dgyqimolcqm.cm\r\n","2.52191890955266e-05",37676,"bad",48,0.457142857142857,0.00414965079341972
"nginx/0.7.67\r\n","2.52224836983122e-05",37678,"bad",49,0.466666666666667,0.00414976108021059
"www.dnswatch.info","2.57167991495707e-05",38348,"bad",50,0.476190476190476,0.0042235429433052
"trapbath.ru","2.99630409417751e-05",44135,"bad",51,0.485714285714286,0.00486166231530133
"trapbath.ru","2.99630409477133e-05",44136,"bad",52,0.495238095238095,0.00486166231530133
"www.dnswatch.info","3.24609505390577e-05",47283,"bad",53,0.504761904761905,0.00520862455939048
"trapbath.ru","3.71563127755228e-05",53623,"bad",54,0.514285714285714,0.00590773252673986
"trapbath.ru","3.71563127755228e-05",53624,"bad",55,0.523809523809524,0.00590773252673986
"64.235.43.131","3.71563127755228e-05",53625,"bad",56,0.533333333333333,0.00590773252673986
"64.235.43.131","3.71563127755228e-05",53626,"bad",57,0.542857142857143,0.00590773252673986
"sgb-sy.com","3.71563127755228e-05",53627,"bad",58,0.552380952380952,0.00590773252673986
"sgb-sy.com","3.71563127755228e-05",53628,"bad",59,0.561904761904762,0.00590773252673986
"telecrop.com","3.71563127755228e-05",53629,"bad",60,0.571428571428571,0.00590773252673986
"telecrop.com","3.71563127755228e-05",53630,"bad",61,0.580952380952381,0.00590773252673986
"nginx","3.71563127755228e-05",53631,"bad",62,0.59047619047619,0.00590773252673986
"nginx","3.71563127755228e-05",53632,"bad",63,0.6,0.00590773252673986
