Nov 26, 2016 8:37:48 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:37:48 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:37:48 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:37:48 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 25 ms. row count = 105
mugspade.ru,1.275861448810345E-5,59645
mugspade.ru,1.6948103136524235E-5,76213
146.185.213.35,1.751338203091457E-5,78199
firewall.happytohell.com,1.226512485533249E-4,373557
trapbath.ru,2.9328540192043263E-7,143
trapbath.ru,3.2618122344566264E-7,198
trapbath.ru,3.9382643179877314E-7,362
trapbath.ru,4.2840463656161136E-7,447
trapbath.ru,5.326007832277472E-7,876
trapbath.ru,5.326007832277472E-7,877
nginx/0.7.67\r\n,6.865216594849628E-7,1782
nginx/0.7.67\r\n,6.877927840344399E-7,1791
rwyngtbvunfpk.org\r\n,6.88915114434074E-7,1811
rwyngtbvunfpk.org\r\n,6.88915114434074E-7,1812
rwyngtbvunfpk.org\r\n,6.88915114434074E-7,1813
takeinfo.ru\r\n,6.88915114434074E-7,1814
dgyqimolcqm.cm\r\n,6.88915114434074E-7,1815
dgyqimolcqm.cm\r\n,6.88915114434074E-7,1816
dgyqimolcqm.cm\r\n,6.88915114434074E-7,1817
dgyqimolcqm.cm\r\n,6.88915114434074E-7,1818
61.178.77.170,7.438981598475999E-7,2266
vcvcvcvc.dyndns.org ,7.700756149140761E-7,2423
vcvcvcvc.dyndns.org ,7.701043491561428E-7,2424
vcvcvcvc.dyndns.org ,1.1510588311570564E-6,4703
vcvcvcvc.dyndns.org ,1.1510640737743864E-6,4704
vcvcvcvc.dyndns.org ,1.1511913783451377E-6,4706
61.178.77.169,1.3585254431497265E-6,6202
rwyngtbvunfpk.org\r\n,1.3778402255701157E-6,6389
rwyngtbvunfpk.org\r\n,1.3778402255701157E-6,6390
64.235.43.131,1.3778402255701157E-6,6391
64.235.43.131,1.3778402255701157E-6,6392
64.235.43.131,1.3778402255701157E-6,6393
takeinfo.ru\r\n,1.3778402255701157E-6,6394
takeinfo.ru\r\n,1.3778402255701157E-6,6395
takeinfo.ru\r\n,1.3778402255701157E-6,6396
takeinfo.ru\r\n,1.3778402255701157E-6,6397
nginx/0.7.67\r\n,1.3778402255701157E-6,6398
146.185.213.35,1.5130387580031829E-6,7342
vcvcvcvc.dyndns.org ,1.5405055004029854E-6,7479
vcvcvcvc.dyndns.org ,1.540505500403677E-6,7480
vcvcvcvc.dyndns.org ,1.5405685032709064E-6,7481
vcvcvcvc.dyndns.org ,1.540568503271593E-6,7482
61.178.77.169,1.6569843007442283E-6,8176
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.6573388058857341E-6,8182
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.6573388058857341E-6,8183
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.6573388058857341E-6,8184
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.6573388058857341E-6,8185
trapbath.ru,1.6573388058857341E-6,8186
trapbath.ru,1.6573388058857341E-6,8187
trapbath.ru,1.6573388058857341E-6,8188
sgb-sy.com,1.6573388058857341E-6,8189
sgb-sy.com,1.6573388058857341E-6,8190
sgb-sy.com,1.6573388058857341E-6,8191
sgb-sy.com,1.6573388058857341E-6,8192
telecrop.com,1.6573388058857341E-6,8193
telecrop.com,1.6573388058857341E-6,8194
telecrop.com,1.6573388058857341E-6,8195
telecrop.com,1.6573388058857341E-6,8196
nginx,1.6573388058857341E-6,8197
nginx,1.6573388058857341E-6,8198
www.download.windowsupdate.com,1.6573388058857341E-6,8199
www.download.windowsupdate.com,1.6573388058857341E-6,8200
www.download.windowsupdate.com,1.6573388058857341E-6,8201
www.download.windowsupdate.com,1.6573388058857341E-6,8202
www.download.windowsupdate.com,1.6573388058857341E-6,8203
64.235.43.131,1.6611249254629481E-6,8222
64.235.43.131,1.662136326810502E-6,8224
64.235.43.131,2.7550146772073283E-6,14272
64.235.43.131,2.7550146772073283E-6,14273
nginx/0.7.67\r\n,2.7550146772073283E-6,14274
nginx/0.7.67\r\n,2.7550146772073283E-6,14275
www.dnswatch.info,2.859562666266224E-6,14823
trapbath.ru,3.3146825887507344E-6,17172
