"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"vcvcvcvc.dyndns.org ","4.96445262605198e-06",4793,"bad",1,0.00952380952380952,0.000528273728285772
"vcvcvcvc.dyndns.org ","4.96456321521625e-06",4794,"bad",2,0.019047619047619,0.000528273728285772
"vcvcvcvc.dyndns.org ","4.96552952531084e-06",4795,"bad",3,0.0285714285714286,0.000528273728285772
"www.dnswatch.info","5.16185811017117e-06",5189,"bad",4,0.0380952380952381,0.000571616437099197
"61.178.77.169","8.30961904657865e-06",11124,"bad",5,0.0476190476190476,0.00122605825414466
"64.235.43.131","8.76689150116641e-06",11889,"bad",6,0.0571428571428571,0.00131031736237229
"64.235.43.131","8.8173661828812e-06",11978,"bad",7,0.0666666666666667,0.00132002259996919
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","8.83219999228526e-06",12012,"bad",8,0.0761904761904762,0.00132366206406802
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","8.83219999228526e-06",12013,"bad",9,0.0857142857142857,0.00132366206406802
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","8.83219999228526e-06",12014,"bad",10,0.0952380952380952,0.00132366206406802
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","8.83219999228526e-06",12015,"bad",11,0.104761904761905,0.00132366206406802
"trapbath.ru","8.83219999228526e-06",12016,"bad",12,0.114285714285714,0.00132366206406802
"trapbath.ru","8.83219999228526e-06",12017,"bad",13,0.123809523809524,0.00132366206406802
"trapbath.ru","8.83219999228526e-06",12018,"bad",14,0.133333333333333,0.00132366206406802
"sgb-sy.com","8.83219999228526e-06",12019,"bad",15,0.142857142857143,0.00132366206406802
"sgb-sy.com","8.83219999228526e-06",12020,"bad",16,0.152380952380952,0.00132366206406802
"sgb-sy.com","8.83219999228526e-06",12021,"bad",17,0.161904761904762,0.00132366206406802
"sgb-sy.com","8.83219999228526e-06",12022,"bad",18,0.171428571428571,0.00132366206406802
"telecrop.com","8.83219999228526e-06",12023,"bad",19,0.180952380952381,0.00132366206406802
"telecrop.com","8.83219999228526e-06",12024,"bad",20,0.19047619047619,0.00132366206406802
"telecrop.com","8.83219999228526e-06",12025,"bad",21,0.2,0.00132366206406802
"telecrop.com","8.83219999228526e-06",12026,"bad",22,0.20952380952381,0.00132366206406802
"nginx","8.83219999228526e-06",12027,"bad",23,0.219047619047619,0.00132366206406802
"nginx","8.83219999228526e-06",12028,"bad",24,0.228571428571429,0.00132366206406802
"www.download.windowsupdate.com","8.83219999228526e-06",12029,"bad",25,0.238095238095238,0.00132366206406802
"www.download.windowsupdate.com","8.83219999228526e-06",12030,"bad",26,0.247619047619048,0.00132366206406802
"www.download.windowsupdate.com","8.83219999228526e-06",12031,"bad",27,0.257142857142857,0.00132366206406802
"www.download.windowsupdate.com","8.83219999228526e-06",12032,"bad",28,0.266666666666667,0.00132366206406802
"www.download.windowsupdate.com","8.83219999228526e-06",12033,"bad",29,0.276190476190476,0.00132366206406802
"trapbath.ru","9.3441575383045e-06",12938,"bad",30,0.285714285714286,0.00142336132301799
"trapbath.ru","9.35367112994623e-06",12961,"bad",31,0.295238095238095,0.00142578763241721
"vcvcvcvc.dyndns.org ","1.24534282095084e-05",18312,"bad",32,0.304761904761905,0.00201582196359235
"vcvcvcvc.dyndns.org ","1.24546133217495e-05",18316,"bad",33,0.314285714285714,0.00201615282396497
"61.178.77.170","1.51704384808052e-05",22720,"bad",34,0.323809523809524,0.00250174556418256
"146.185.213.35","1.52891927800734e-05",22899,"bad",35,0.333333333333333,0.0025213766129581
"64.235.43.131","1.76524039862193e-05",26598,"bad",36,0.342857142857143,0.00292921716560962
"64.235.43.131","1.76524039862193e-05",26599,"bad",37,0.352380952380952,0.00292921716560962
"trapbath.ru","1.76652736037323e-05",26616,"bad",38,0.361904761904762,0.0029309817542636
"trapbath.ru","1.76652736037323e-05",26617,"bad",39,0.371428571428571,0.0029309817542636
"64.235.43.131","1.76652736037323e-05",26618,"bad",40,0.380952380952381,0.0029309817542636
"64.235.43.131","1.76652736037323e-05",26619,"bad",41,0.39047619047619,0.0029309817542636
"sgb-sy.com","1.76652736037323e-05",26620,"bad",42,0.4,0.0029309817542636
"sgb-sy.com","1.76652736037323e-05",26621,"bad",43,0.40952380952381,0.0029309817542636
"telecrop.com","1.76652736037323e-05",26622,"bad",44,0.419047619047619,0.0029309817542636
"telecrop.com","1.76652736037323e-05",26623,"bad",45,0.428571428571429,0.0029309817542636
"nginx","1.76652736037323e-05",26624,"bad",46,0.438095238095238,0.0029309817542636
"nginx","1.76652736037323e-05",26625,"bad",47,0.447619047619048,0.0029309817542636
"trapbath.ru","1.86236284752668e-05",28082,"bad",48,0.457142857142857,0.00309155932177594
"trapbath.ru","1.86712798972633e-05",28171,"bad",49,0.466666666666667,0.00310126455937284
"vcvcvcvc.dyndns.org ","2.49195481381026e-05",37622,"bad",50,0.476190476190476,0.00414347473313078
"vcvcvcvc.dyndns.org ","2.4919548144518e-05",37623,"bad",51,0.485714285714286,0.00414347473313078
"vcvcvcvc.dyndns.org ","2.49219269580192e-05",37624,"bad",52,0.495238095238095,0.00414347473313078
"vcvcvcvc.dyndns.org ","2.49219269644478e-05",37625,"bad",53,0.504761904761905,0.00414347473313078
"nginx","2.64983475071978e-05",39878,"bad",54,0.514285714285714,0.0043918405861787
"nginx","2.64983475071978e-05",39879,"bad",55,0.523809523809524,0.0043918405861787
"nginx","2.64983475071978e-05",39880,"bad",56,0.533333333333333,0.0043918405861787
"nginx","2.64983475071978e-05",39881,"bad",57,0.542857142857143,0.0043918405861787
"nginx","2.64983475071978e-05",39882,"bad",58,0.552380952380952,0.0043918405861787
"nginx","2.64983475071978e-05",39883,"bad",59,0.561904761904762,0.0043918405861787
