Nov 26, 2016 9:08:10 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 9:08:10 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 9:08:10 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 9:08:10 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 20 ms. row count = 105
omegaartworld.com,7.121028440776754E-5,211623
firewall.happytohell.com,1.5277829700329778E-4,385491
www.redlinesys.net,1.5391129575029124E-4,387650
mugspade.ru,2.304785675534528E-5,85814
firewall.happytohell.com,1.559388018222852E-4,391688
www.dnswatch.info,3.153388655636073E-5,111276
firewall.happytohell.com,2.1611665415306492E-4,495615
omegaartworld.com,5.57234865940943E-5,175271
www.redlinesys.net,5.7246782278182194E-5,179125
www.redlinesys.net,6.24793590306437E-5,191532
omegaartworld.com,6.3916118172087E-5,194738
trapbath.ru,4.213088621223259E-7,291
trapbath.ru,4.6809845667445816E-7,441
64.235.43.131,5.600084616598843E-7,810
61.178.77.169,5.620696025115596E-7,836
64.235.43.131,5.624219923537382E-7,845
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.630667650242527E-7,869
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.630667650242527E-7,870
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.630667650242527E-7,871
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.630667650242527E-7,872
trapbath.ru,5.630667650242527E-7,873
trapbath.ru,5.630667650242527E-7,874
trapbath.ru,5.630667650242527E-7,875
sgb-sy.com,5.630667650242527E-7,876
sgb-sy.com,5.630667650242527E-7,877
sgb-sy.com,5.630667650242527E-7,878
sgb-sy.com,5.630667650242527E-7,879
telecrop.com,5.630667650242527E-7,880
telecrop.com,5.630667650242527E-7,881
telecrop.com,5.630667650242527E-7,882
telecrop.com,5.630667650242527E-7,883
nginx,5.630667650242527E-7,884
nginx,5.630667650242527E-7,885
www.download.windowsupdate.com,5.630667650242527E-7,886
www.download.windowsupdate.com,5.630667650242527E-7,887
www.download.windowsupdate.com,5.630667650242527E-7,888
www.download.windowsupdate.com,5.630667650242527E-7,889
www.download.windowsupdate.com,5.630667650242527E-7,890
trapbath.ru,5.735810310497307E-7,960
www.dnswatch.info,6.012391679382587E-7,1037
trapbath.ru,6.018409328746123E-7,1039
64.235.43.131,1.1256624771574836E-6,3221
64.235.43.131,1.1256624771574836E-6,3222
trapbath.ru,1.1261479404655627E-6,3236
trapbath.ru,1.1261479404655627E-6,3237
64.235.43.131,1.1261479404655627E-6,3238
64.235.43.131,1.1261479404655627E-6,3239
sgb-sy.com,1.1261479404655627E-6,3240
sgb-sy.com,1.1261479404655627E-6,3241
telecrop.com,1.1261479404655627E-6,3242
telecrop.com,1.1261479404655627E-6,3243
nginx,1.1261479404655627E-6,3244
nginx,1.1261479404655627E-6,3245
vcvcvcvc.dyndns.org ,1.1337758571926606E-6,3308
vcvcvcvc.dyndns.org ,1.1702864474878905E-6,3490
vcvcvcvc.dyndns.org ,1.177364456736979E-6,3519
61.178.77.169,1.4478665528532929E-6,4898
nginx,1.6892291207200591E-6,6344
nginx,1.6892291207200591E-6,6345
nginx,1.6892291207200591E-6,6346
nginx,1.6892291207200591E-6,6347
nginx,1.6892291207200591E-6,6348
nginx,1.6892291207200591E-6,6349
trapbath.ru,1.7115896064749649E-6,6512
trapbath.ru,1.7115897466800494E-6,6513
vcvcvcvc.dyndns.org ,1.7518146284394058E-6,6758
vcvcvcvc.dyndns.org ,1.752560759407268E-6,6760
rwyngtbvunfpk.org\r\n,1.7534522417391715E-6,6763
rwyngtbvunfpk.org\r\n,1.7534522417391715E-6,6764
rwyngtbvunfpk.org\r\n,1.7534522417391715E-6,6765
takeinfo.ru\r\n,1.7534522417391715E-6,6766
dgyqimolcqm.cm\r\n,1.7534522417391715E-6,6767
dgyqimolcqm.cm\r\n,1.7534522417391715E-6,6768
dgyqimolcqm.cm\r\n,1.7534522417391715E-6,6769
dgyqimolcqm.cm\r\n,1.7534522417391715E-6,6770
nginx/0.7.67\r\n,1.7570572189926319E-6,6792
nginx/0.7.67\r\n,1.7575272215516176E-6,6795
61.178.77.170,3.245250987309782E-6,14060
vcvcvcvc.dyndns.org ,3.503770619989782E-6,15290
vcvcvcvc.dyndns.org ,3.503770619989782E-6,15291
vcvcvcvc.dyndns.org ,3.505261063849975E-6,15299
vcvcvcvc.dyndns.org ,3.505261063849975E-6,15300
rwyngtbvunfpk.org\r\n,3.506927731754978E-6,15314
rwyngtbvunfpk.org\r\n,3.506927731754978E-6,15315
64.235.43.131,3.506927731754978E-6,15316
64.235.43.131,3.506927731754978E-6,15317
64.235.43.131,3.506927731754978E-6,15318
takeinfo.ru\r\n,3.506927731754978E-6,15319
takeinfo.ru\r\n,3.506927731754978E-6,15320
takeinfo.ru\r\n,3.506927731754978E-6,15321
takeinfo.ru\r\n,3.506927731754978E-6,15322
nginx/0.7.67\r\n,3.506927731754978E-6,15323
146.185.213.35,4.8103098181147985E-6,21365
64.235.43.131,7.031577670147327E-6,30837
64.235.43.131,7.031577670147327E-6,30838
nginx/0.7.67\r\n,7.031577670147327E-6,30839
nginx/0.7.67\r\n,7.031577670147327E-6,30840
firewall.happytohell.com,2.3200903970935802E-4,521050
146.185.213.35,2.3385630646617254E-4,523906
146.185.213.35,1.1785803809057189E-5,48465
mugspade.ru,1.4892484481214682E-5,59206
www.dnswatch.info,1.5771817204270923E-5,62300
mugspade.ru,1.8732606441105578E-5,72185
firewall.happytohell.com,6.707077767888183E-4,1111409
firewall.happytohell.com,1.0427989392964622E-4,286916
