Nov 26, 2016 9:55:45 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 9:55:45 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 9:55:45 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 9:55:45 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 22 ms. row count = 105
vcvcvcvc.dyndns.org ,4.0929369096042586E-7,31
vcvcvcvc.dyndns.org ,4.092936909830179E-7,32
vcvcvcvc.dyndns.org ,4.0929369107284534E-7,33
www.dnswatch.info,4.098023863001794E-7,34
trapbath.ru,2.1306671582470523E-6,4093
trapbath.ru,2.1306671582470523E-6,4094
64.235.43.131,2.1473450988723487E-6,4165
64.235.43.131,2.15609155890081E-6,4201
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,2.158318146136096E-6,4210
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,2.158318146136096E-6,4211
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,2.158318146136096E-6,4212
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,2.158318146136096E-6,4213
trapbath.ru,2.158318146136096E-6,4214
trapbath.ru,2.158318146136096E-6,4215
trapbath.ru,2.158318146136096E-6,4216
sgb-sy.com,2.158318146136096E-6,4217
sgb-sy.com,2.158318146136096E-6,4218
sgb-sy.com,2.158318146136096E-6,4219
sgb-sy.com,2.158318146136096E-6,4220
telecrop.com,2.158318146136096E-6,4221
telecrop.com,2.158318146136096E-6,4222
telecrop.com,2.158318146136096E-6,4223
telecrop.com,2.158318146136096E-6,4224
nginx,2.158318146136096E-6,4225
nginx,2.158318146136096E-6,4226
