Nov 26, 2016 9:44:30 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 9:44:31 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 9:44:31 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 9:44:31 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 20 ms. row count = 105
www.dnswatch.info,1.3049070699994292E-5,44924
nginx,1.4552175047368887E-5,49468
nginx,1.4552175047368887E-5,49469
nginx,1.4552175047368887E-5,49470
nginx,1.4552175047368887E-5,49471
nginx,1.4552175047368887E-5,49472
nginx,1.4552175047368887E-5,49473
www.dnswatch.info,1.4707828570172971E-5,49891
146.185.213.35,1.4724060057538144E-5,49921
64.235.43.131,1.7987776949356613E-5,59135
64.235.43.131,1.7987776949356613E-5,59136
nginx/0.7.67\r\n,1.7987776949356613E-5,59137
nginx/0.7.67\r\n,1.7987776949356613E-5,59138
mugspade.ru,1.9563328647260944E-5,63484
mugspade.ru,2.3968054934958632E-5,75323
mugspade.ru,2.5734256207316997E-5,80185
146.185.213.35,2.7648391253959542E-5,84954
firewall.happytohell.com,3.756304785620343E-4,638720
firewall.happytohell.com,5.73647279590191E-4,861215
firewall.happytohell.com,8.099487221822588E-4,1101944
www.redlinesys.net,1.3522384952696688E-4,301723
omegaartworld.com,1.3586558664682534E-4,302895
www.redlinesys.net,1.4025760520398997E-4,310646
omegaartworld.com,1.8106472101326056E-4,374344
www.redlinesys.net,1.0581786662191352E-4,250931
omegaartworld.com,1.0667082495390196E-4,252803
firewall.happytohell.com,1.1846141529138185E-4,274103
firewall.happytohell.com,1.2420505595748128E-4,284101
firewall.happytohell.com,2.1061959707801902E-4,417533
trapbath.ru,6.89101197012048E-7,551
trapbath.ru,6.891011970120551E-7,552
trapbath.ru,1.0330502569196775E-6,1662
trapbath.ru,1.0357407899336854E-6,1676
vcvcvcvc.dyndns.org ,1.0556081769404328E-6,1737
vcvcvcvc.dyndns.org ,1.0565973853109468E-6,1743
vcvcvcvc.dyndns.org ,1.0568304533352046E-6,1747
trapbath.ru,1.4011396996076052E-6,3276
trapbath.ru,1.4370315389109253E-6,3500
61.178.77.170,1.4388823884870452E-6,3510
61.178.77.169,2.3544600132378276E-6,7697
www.dnswatch.info,2.4746656096519874E-6,8207
146.185.213.35,3.3195930068985383E-6,11508
vcvcvcvc.dyndns.org ,3.3706669941905596E-6,11679
vcvcvcvc.dyndns.org ,3.370721347236003E-6,11680
61.178.77.169,4.436650563073545E-6,15999
nginx/0.7.67\r\n,4.489923107672278E-6,16234
nginx/0.7.67\r\n,4.493919000234799E-6,16253
rwyngtbvunfpk.org\r\n,4.495606567545649E-6,16257
rwyngtbvunfpk.org\r\n,4.495606567545649E-6,16258
rwyngtbvunfpk.org\r\n,4.495606567545649E-6,16259
takeinfo.ru\r\n,4.495606567545649E-6,16260
dgyqimolcqm.cm\r\n,4.495606567545649E-6,16261
dgyqimolcqm.cm\r\n,4.495606567545649E-6,16262
dgyqimolcqm.cm\r\n,4.495606567545649E-6,16263
dgyqimolcqm.cm\r\n,4.495606567545649E-6,16264
64.235.43.131,4.847346390929597E-6,17693
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.850709847267902E-6,17714
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.850709847267902E-6,17715
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.850709847267902E-6,17716
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.850709847267902E-6,17717
trapbath.ru,4.850709847267902E-6,17718
trapbath.ru,4.850709847267902E-6,17719
trapbath.ru,4.850709847267902E-6,17720
sgb-sy.com,4.850709847267902E-6,17721
sgb-sy.com,4.850709847267902E-6,17722
sgb-sy.com,4.850709847267902E-6,17723
sgb-sy.com,4.850709847267902E-6,17724
telecrop.com,4.850709847267902E-6,17725
telecrop.com,4.850709847267902E-6,17726
telecrop.com,4.850709847267902E-6,17727
telecrop.com,4.850709847267902E-6,17728
nginx,4.850709847267902E-6,17729
nginx,4.850709847267902E-6,17730
www.download.windowsupdate.com,4.850709847267902E-6,17731
www.download.windowsupdate.com,4.850709847267902E-6,17732
www.download.windowsupdate.com,4.850709847267902E-6,17733
www.download.windowsupdate.com,4.850709847267902E-6,17734
www.download.windowsupdate.com,4.850709847267902E-6,17735
64.235.43.131,4.853819036332617E-6,17749
vcvcvcvc.dyndns.org ,6.742425486702876E-6,24465
vcvcvcvc.dyndns.org ,6.742425486702879E-6,24466
vcvcvcvc.dyndns.org ,6.742540181852389E-6,24473
vcvcvcvc.dyndns.org ,6.742540181852392E-6,24474
