Nov 26, 2016 8:32:13 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 26, 2016 8:32:13 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 26, 2016 8:32:13 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 26, 2016 8:32:13 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 19 ms. row count = 105
firewall.happytohell.com,6.214830074806057E-5,209781
firewall.happytohell.com,6.629510388440905E-5,219945
firewall.happytohell.com,1.4330789898271608E-4,393069
trapbath.ru,3.998293101676554E-7,518
trapbath.ru,4.020287185686259E-7,522
trapbath.ru,5.024801283835906E-7,854
trapbath.ru,5.02480128383857E-7,855
trapbath.ru,8.010783322381937E-7,2468
trapbath.ru,8.039283144713893E-7,2485
www.dnswatch.info,9.102912806129972E-7,3108
vcvcvcvc.dyndns.org ,9.12690432040979E-7,3120
vcvcvcvc.dyndns.org ,9.12690432040979E-7,3121
vcvcvcvc.dyndns.org ,9.12690432040979E-7,3122
vcvcvcvc.dyndns.org ,9.470787396663248E-7,3340
nginx/0.7.67\r\n,1.0348933524551475E-6,3936
nginx/0.7.67\r\n,1.0358923629832483E-6,3939
61.178.77.169,1.0362051174696736E-6,3942
rwyngtbvunfpk.org\r\n,1.036405215874381E-6,3946
rwyngtbvunfpk.org\r\n,1.036405215874381E-6,3947
rwyngtbvunfpk.org\r\n,1.036405215874381E-6,3948
takeinfo.ru\r\n,1.036405215874381E-6,3949
dgyqimolcqm.cm\r\n,1.036405215874381E-6,3950
dgyqimolcqm.cm\r\n,1.036405215874381E-6,3951
dgyqimolcqm.cm\r\n,1.036405215874381E-6,3952
dgyqimolcqm.cm\r\n,1.036405215874381E-6,3953
vcvcvcvc.dyndns.org ,1.1354386303392576E-6,4649
64.235.43.131,1.20251221037062E-6,5086
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.203047922176592E-6,5097
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.203047922176592E-6,5098
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.203047922176592E-6,5099
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.203047922176592E-6,5100
trapbath.ru,1.203047922176592E-6,5101
trapbath.ru,1.203047922176592E-6,5102
trapbath.ru,1.203047922176592E-6,5103
sgb-sy.com,1.203047922176592E-6,5104
sgb-sy.com,1.203047922176592E-6,5105
sgb-sy.com,1.203047922176592E-6,5106
sgb-sy.com,1.203047922176592E-6,5107
telecrop.com,1.203047922176592E-6,5108
telecrop.com,1.203047922176592E-6,5109
telecrop.com,1.203047922176592E-6,5110
telecrop.com,1.203047922176592E-6,5111
nginx,1.203047922176592E-6,5112
nginx,1.203047922176592E-6,5113
www.download.windowsupdate.com,1.203047922176592E-6,5114
www.download.windowsupdate.com,1.203047922176592E-6,5115
www.download.windowsupdate.com,1.203047922176592E-6,5116
www.download.windowsupdate.com,1.203047922176592E-6,5117
www.download.windowsupdate.com,1.203047922176592E-6,5118
64.235.43.131,1.203994442494436E-6,5129
