Nov 10, 2016 5:03:26 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 5:03:27 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 5:03:27 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 5:03:27 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 17 ms. row count = 105
omegaartworld.com,1.0288615159252886E-4,262774
146.185.213.35,1.8473812644310319E-4,397740
www.redlinesys.net,1.9098328395899736E-4,406823
omegaartworld.com,1.9250367694757616E-4,408774
www.redlinesys.net,2.017781144722169E-4,423291
omegaartworld.com,2.0846938378910661E-4,433516
firewall.happytohell.com,2.586283165140584E-4,505807
mugspade.ru,4.04357171840505E-5,123342
firewall.happytohell.com,1.2118974514309987E-4,293939
www.redlinesys.net,1.258070820337371E-4,301628
mugspade.ru,4.890525293033202E-5,144902
firewall.happytohell.com,3.923279267167637E-4,678006
trapbath.ru,8.440056024084309E-7,1644
trapbath.ru,8.440056024084309E-7,1645
vcvcvcvc.dyndns.org ,1.2313834557411157E-6,3558
vcvcvcvc.dyndns.org ,1.2319855328570267E-6,3559
vcvcvcvc.dyndns.org ,1.2333119397040185E-6,3569
www.dnswatch.info,1.2527663353858983E-6,3642
trapbath.ru,1.2893285198293445E-6,3791
trapbath.ru,1.2893290286050618E-6,3792
trapbath.ru,1.6880112048844754E-6,5522
trapbath.ru,1.6880112048844754E-6,5523
146.185.213.35,2.164956019355658E-6,8123
61.178.77.169,2.2470087628986186E-6,8477
61.178.77.169,2.2470087628986186E-6,8478
61.178.77.170,2.2470087628986186E-6,8479
vcvcvcvc.dyndns.org ,2.3323664412480265E-6,8844
vcvcvcvc.dyndns.org ,2.332370541748124E-6,8845
rwyngtbvunfpk.org\r\n,3.4803979256685078E-6,13785
rwyngtbvunfpk.org\r\n,3.4803979256685078E-6,13786
rwyngtbvunfpk.org\r\n,3.4803979256685078E-6,13787
takeinfo.ru\r\n,3.4803979256685078E-6,13788
dgyqimolcqm.cm\r\n,3.4803979256685078E-6,13789
dgyqimolcqm.cm\r\n,3.4803979256685078E-6,13790
dgyqimolcqm.cm\r\n,3.4803979256685078E-6,13791
dgyqimolcqm.cm\r\n,3.4803979256685078E-6,13792
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.517918801127684E-6,13949
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.517918801127684E-6,13950
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.517918801127684E-6,13951
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.517918801127684E-6,13952
trapbath.ru,3.517918801127684E-6,13953
trapbath.ru,3.517918801127684E-6,13954
trapbath.ru,3.517918801127684E-6,13955
sgb-sy.com,3.517918801127684E-6,13956
sgb-sy.com,3.517918801127684E-6,13957
sgb-sy.com,3.517918801127684E-6,13958
sgb-sy.com,3.517918801127684E-6,13959
telecrop.com,3.517918801127684E-6,13960
telecrop.com,3.517918801127684E-6,13961
telecrop.com,3.517918801127684E-6,13962
telecrop.com,3.517918801127684E-6,13963
nginx,3.517918801127684E-6,13964
nginx,3.517918801127684E-6,13965
www.download.windowsupdate.com,3.517918801127684E-6,13966
www.download.windowsupdate.com,3.517918801127684E-6,13967
www.download.windowsupdate.com,3.517918801127684E-6,13968
www.download.windowsupdate.com,3.517918801127684E-6,13969
www.download.windowsupdate.com,3.517918801127684E-6,13970
vcvcvcvc.dyndns.org ,4.6647328826760425E-6,18700
