Nov 10, 2016 4:29:47 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 4:29:47 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 4:29:47 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 4:29:47 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 19 ms. row count = 105
firewall.happytohell.com,3.706220989103358E-4,661499
mugspade.ru,3.266036123864273E-5,106450
mugspade.ru,3.834502482287874E-5,121564
mugspade.ru,4.61277081458315E-5,141037
trapbath.ru,7.96594176555693E-7,1596
trapbath.ru,7.96594176555693E-7,1597
trapbath.ru,7.96594176555693E-7,1598
trapbath.ru,7.96594176555693E-7,1599
rwyngtbvunfpk.org\r\n,1.442522684513007E-6,4694
rwyngtbvunfpk.org\r\n,1.442522684513007E-6,4695
rwyngtbvunfpk.org\r\n,1.442522684513007E-6,4696
takeinfo.ru\r\n,1.442522684513007E-6,4697
dgyqimolcqm.cm\r\n,1.442522684513007E-6,4698
dgyqimolcqm.cm\r\n,1.442522684513007E-6,4699
dgyqimolcqm.cm\r\n,1.442522684513007E-6,4700
dgyqimolcqm.cm\r\n,1.442522684513007E-6,4701
nginx/0.7.67\r\n,1.4479127312304525E-6,4743
nginx/0.7.67\r\n,1.4533027779483298E-6,4771
trapbath.ru,1.5931883530158796E-6,5490
trapbath.ru,1.5931883530158796E-6,5491
61.178.77.169,1.6164885804826482E-6,5602
61.178.77.170,1.6164885804826482E-6,5603
146.185.213.35,1.618794561837031E-6,5616
61.178.77.169,1.9467785678495016E-6,7337
vcvcvcvc.dyndns.org ,2.276957509530013E-6,8675
vcvcvcvc.dyndns.org ,2.276957509530013E-6,8676
vcvcvcvc.dyndns.org ,2.276957509530013E-6,8677
www.dnswatch.info,2.2948684431271297E-6,8742
vcvcvcvc.dyndns.org ,2.675239360732906E-6,10626
vcvcvcvc.dyndns.org ,2.6752393607990725E-6,10627
www.dnswatch.info,2.791320008408235E-6,11143
rwyngtbvunfpk.org\r\n,2.885045369141575E-6,11577
rwyngtbvunfpk.org\r\n,2.885045369141575E-6,11578
64.235.43.131,2.885045369141575E-6,11579
64.235.43.131,2.885045369141575E-6,11580
64.235.43.131,2.885045369141575E-6,11581
takeinfo.ru\r\n,2.885045369141575E-6,11582
takeinfo.ru\r\n,2.885045369141575E-6,11583
takeinfo.ru\r\n,2.885045369141575E-6,11584
takeinfo.ru\r\n,2.885045369141575E-6,11585
nginx/0.7.67\r\n,2.885045369141575E-6,11586
www.dnswatch.info,2.947329491172014E-6,11881
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.0317911167943415E-6,12336
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.0317911167943415E-6,12337
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.0317911167943415E-6,12338
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.0317911167943415E-6,12339
trapbath.ru,3.0317911167943415E-6,12340
trapbath.ru,3.0317911167943415E-6,12341
trapbath.ru,3.0317911167943415E-6,12342
sgb-sy.com,3.0317911167943415E-6,12343
sgb-sy.com,3.0317911167943415E-6,12344
sgb-sy.com,3.0317911167943415E-6,12345
sgb-sy.com,3.0317911167943415E-6,12346
telecrop.com,3.0317911167943415E-6,12347
telecrop.com,3.0317911167943415E-6,12348
telecrop.com,3.0317911167943415E-6,12349
telecrop.com,3.0317911167943415E-6,12350
nginx,3.0317911167943415E-6,12351
nginx,3.0317911167943415E-6,12352
www.download.windowsupdate.com,3.0317911167943415E-6,12353
www.download.windowsupdate.com,3.0317911167943415E-6,12354
www.download.windowsupdate.com,3.0317911167943415E-6,12355
www.download.windowsupdate.com,3.0317911167943415E-6,12356
www.download.windowsupdate.com,3.0317911167943415E-6,12357
64.235.43.131,3.0332890249206806E-6,12368
64.235.43.131,3.037782749300178E-6,12385
146.185.213.35,3.6980357022877237E-6,15060
vcvcvcvc.dyndns.org ,5.350478721680128E-6,21781
vcvcvcvc.dyndns.org ,5.350478721680128E-6,21782
vcvcvcvc.dyndns.org ,5.35047872181246E-6,21783
vcvcvcvc.dyndns.org ,5.35047872181246E-6,21784
64.235.43.131,5.775480785231718E-6,23435
64.235.43.131,5.775480785231718E-6,23436
nginx/0.7.67\r\n,5.775480785231718E-6,23437
nginx/0.7.67\r\n,5.775480785231718E-6,23438
trapbath.ru,6.063582233831561E-6,24648
trapbath.ru,6.063582233831561E-6,24649
64.235.43.131,6.063582233831561E-6,24650
64.235.43.131,6.063582233831561E-6,24651
sgb-sy.com,6.063582233831561E-6,24652
sgb-sy.com,6.063582233831561E-6,24653
telecrop.com,6.063582233831561E-6,24654
telecrop.com,6.063582233831561E-6,24655
nginx,6.063582233831561E-6,24656
nginx,6.063582233831561E-6,24657
64.235.43.131,6.0650801419579E-6,24658
64.235.43.131,6.0650801419579E-6,24659
nginx,9.09537335067308E-6,35909
nginx,9.09537335067308E-6,35910
nginx,9.09537335067308E-6,35911
nginx,9.09537335067308E-6,35912
nginx,9.09537335067308E-6,35913
nginx,9.09537335067308E-6,35914
firewall.happytohell.com,1.199307938776683E-4,294112
firewall.happytohell.com,1.3591767952363503E-4,323707
firewall.happytohell.com,1.5059307915643575E-4,348530
firewall.happytohell.com,1.579245521648751E-4,360707
omegaartworld.com,1.6091198076510462E-4,365116
www.redlinesys.net,1.8071340913429333E-4,395570
omegaartworld.com,1.8240507390187498E-4,397601
146.185.213.35,1.8310678384689293E-4,399036
www.redlinesys.net,1.911867938071056E-4,411334
omegaartworld.com,1.9675876160375383E-4,419894
www.redlinesys.net,1.9675876160375383E-4,419895
firewall.happytohell.com,2.4306482908058075E-4,488854
