"host","score","rank","label","y","TP","FP"
"www.redlinesys.net","0.000138597340070761",152049,"bad",91,0.866666666666667,0.0167587395940277
"omegaartworld.com","0.000174691346872563",182485,"bad",92,0.876190476190476,0.0201153180742735
"omegaartworld.com","0.000175517177996196",183166,"bad",93,0.885714285714286,0.0201903130920677
"www.dnswatch.info","0.000194763201353409",198605,"bad",94,0.895238095238095,0.0218929205695783
"www.redlinesys.net","0.000245082826474998",235823,"bad",95,0.904761904761905,0.0259974640655306
"www.redlinesys.net","0.000257216438086161",244712,"bad",96,0.914285714285714,0.0269776930628175
"146.185.213.35","0.000267066811760753",251727,"bad",97,0.923809523809524,0.0277512446140067
"www.dnswatch.info","0.000279018815533486",259975,"bad",98,0.933333333333333,0.0286607797783434
"omegaartworld.com","0.000487959169862234",399121,"bad",99,0.942857142857143,0.0440066352944861
"firewall.happytohell.com","0.00063430505247584",486511,"bad",100,0.952380952380952,0.0536444876621616
"firewall.happytohell.com","0.0008786049563223",624450,"bad",101,0.961904761904762,0.0688572270217195
"firewall.happytohell.com","0.000957912018041592",666170,"bad",102,0.971428571428571,0.073458281650186
"firewall.happytohell.com","0.000969701818594615",672676,"bad",103,0.980952380952381,0.0741756972248204
"firewall.happytohell.com","0.00133091982700071",845263,"bad",104,0.990476190476191,0.0932096533145758
"firewall.happytohell.com","0.00151587505818346",930504,"bad",105,1,0.102610499368663
"1","1",0,"null",106,1,1
