"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"61.178.77.170","3.18866268424801e-06",1701,"bad",1,0.00952380952380952,0.000187266970903808
"61.178.77.169","5.03128543557059e-06",4535,"bad",2,0.019047619047619,0.000499709449449443
"trapbath.ru","6.35015382562654e-06",6636,"bad",3,0.0285714285714286,0.000731311710284541
"trapbath.ru","6.35015564648613e-06",6637,"bad",4,0.0380952380952381,0.000731311710284541
"trapbath.ru","6.35016102290158e-06",6638,"bad",5,0.0476190476190476,0.000731311710284541
"trapbath.ru","6.35016104385446e-06",6639,"bad",6,0.0571428571428571,0.000731311710284541
"61.178.77.169","7.07905345430111e-06",7839,"bad",7,0.0666666666666667,0.000863545572542295
"vcvcvcvc.dyndns.org ","7.13943908974783e-06",7968,"bad",8,0.0761904761904762,0.000877662281774148
"vcvcvcvc.dyndns.org ","7.13943908974783e-06",7969,"bad",9,0.0857142857142857,0.000877662281774148
"vcvcvcvc.dyndns.org ","7.13943908974783e-06",7970,"bad",10,0.0952380952380952,0.000877662281774148
"www.dnswatch.info","7.29218245276461e-06",8264,"bad",11,0.104761904761905,0.000909976311500188
"rwyngtbvunfpk.org\r\n","1.08131668523005e-05",14321,"bad",12,0.114285714285714,0.00157787311703226
"rwyngtbvunfpk.org\r\n","1.08131668523005e-05",14322,"bad",13,0.123809523809524,0.00157787311703226
"rwyngtbvunfpk.org\r\n","1.08131668523005e-05",14323,"bad",14,0.133333333333333,0.00157787311703226
"takeinfo.ru\r\n","1.08131668523005e-05",14324,"bad",15,0.142857142857143,0.00157787311703226
"dgyqimolcqm.cm\r\n","1.08131668523005e-05",14325,"bad",16,0.152380952380952,0.00157787311703226
"dgyqimolcqm.cm\r\n","1.08131668523005e-05",14326,"bad",17,0.161904761904762,0.00157787311703226
"dgyqimolcqm.cm\r\n","1.08131668523005e-05",14327,"bad",18,0.171428571428571,0.00157787311703226
"dgyqimolcqm.cm\r\n","1.08131668523005e-05",14328,"bad",19,0.180952380952381,0.00157787311703226
"nginx/0.7.67\r\n","1.09164989851814e-05",14465,"bad",20,0.19047619047619,0.00159287212059111
"nginx/0.7.67\r\n","1.10198311084215e-05",14633,"bad",21,0.2,0.00161129001466704
"trapbath.ru","1.27003220458087e-05",17140,"bad",22,0.20952380952381,0.00188766871259692
"trapbath.ru","1.27003220870119e-05",17141,"bad",23,0.219047619047619,0.00188766871259692
"vcvcvcvc.dyndns.org ","2.15795790072093e-05",30180,"bad",24,0.228571428571429,0.00332558789201026
"vcvcvcvc.dyndns.org ","2.15795790413947e-05",30181,"bad",25,0.238095238095238,0.00332558789201026
"rwyngtbvunfpk.org\r\n","2.16263337054672e-05",30264,"bad",26,0.247619047619048,0.00333463140886192
"rwyngtbvunfpk.org\r\n","2.16263337054672e-05",30265,"bad",27,0.257142857142857,0.00333463140886192
"64.235.43.131","2.16263337054672e-05",30266,"bad",28,0.266666666666667,0.00333463140886192
"64.235.43.131","2.16263337054672e-05",30267,"bad",29,0.276190476190476,0.00333463140886192
"64.235.43.131","2.16263337054672e-05",30268,"bad",30,0.285714285714286,0.00333463140886192
"takeinfo.ru\r\n","2.16263337054672e-05",30269,"bad",31,0.295238095238095,0.00333463140886192
"takeinfo.ru\r\n","2.16263337054672e-05",30270,"bad",32,0.304761904761905,0.00333463140886192
"takeinfo.ru\r\n","2.16263337054672e-05",30271,"bad",33,0.314285714285714,0.00333463140886192
"takeinfo.ru\r\n","2.16263337054672e-05",30272,"bad",34,0.323809523809524,0.00333463140886192
"nginx/0.7.67\r\n","2.16263337054672e-05",30273,"bad",35,0.333333333333333,0.00333463140886192
"146.185.213.35","2.60098213880195e-05",35895,"bad",36,0.342857142857143,0.00395455346036386
"146.185.213.35","3.53162437739823e-05",47633,"bad",37,0.352380952380952,0.00524898952485032
"mugspade.ru","3.62681156854873e-05",48784,"bad",38,0.361904761904762,0.00537581933435525
"mugspade.ru","3.84147426734549e-05",51320,"bad",39,0.371428571428571,0.00565539634922048
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.23249332455355e-05",55834,"bad",40,0.380952380952381,0.00615312063643419
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.23249332455355e-05",55835,"bad",41,0.39047619047619,0.00615312063643419
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.23249332455355e-05",55836,"bad",42,0.4,0.00615312063643419
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","4.23249332455355e-05",55837,"bad",43,0.40952380952381,0.00615312063643419
"trapbath.ru","4.23249332455355e-05",55838,"bad",44,0.419047619047619,0.00615312063643419
"trapbath.ru","4.23249332455355e-05",55839,"bad",45,0.428571428571429,0.00615312063643419
"trapbath.ru","4.23249332455355e-05",55840,"bad",46,0.438095238095238,0.00615312063643419
"sgb-sy.com","4.23249332455355e-05",55841,"bad",47,0.447619047619048,0.00615312063643419
"sgb-sy.com","4.23249332455355e-05",55842,"bad",48,0.457142857142857,0.00615312063643419
"sgb-sy.com","4.23249332455355e-05",55843,"bad",49,0.466666666666667,0.00615312063643419
"sgb-sy.com","4.23249332455355e-05",55844,"bad",50,0.476190476190476,0.00615312063643419
"telecrop.com","4.23249332455355e-05",55845,"bad",51,0.485714285714286,0.00615312063643419
"telecrop.com","4.23249332455355e-05",55846,"bad",52,0.495238095238095,0.00615312063643419
"telecrop.com","4.23249332455355e-05",55847,"bad",53,0.504761904761905,0.00615312063643419
"telecrop.com","4.23249332455355e-05",55848,"bad",54,0.514285714285714,0.00615312063643419
"nginx","4.23249332455355e-05",55849,"bad",55,0.523809523809524,0.00615312063643419
"nginx","4.23249332455355e-05",55850,"bad",56,0.533333333333333,0.00615312063643419
"www.download.windowsupdate.com","4.23249332455355e-05",55851,"bad",57,0.542857142857143,0.00615312063643419
"www.download.windowsupdate.com","4.23249332455355e-05",55852,"bad",58,0.552380952380952,0.00615312063643419
"www.download.windowsupdate.com","4.23249332455355e-05",55853,"bad",59,0.561904761904762,0.00615312063643419
"www.download.windowsupdate.com","4.23249332455355e-05",55854,"bad",60,0.571428571428571,0.00615312063643419
"www.download.windowsupdate.com","4.23249332455355e-05",55855,"bad",61,0.580952380952381,0.00615312063643419
"64.235.43.131","4.23431631494554e-05",55896,"bad",62,0.59047619047619,0.00615753210806914
"64.235.43.131","4.2397850618962e-05",55936,"bad",63,0.6,0.00616183329291322
"vcvcvcvc.dyndns.org ","4.31591580161473e-05",56859,"bad",64,0.60952380952381,0.00626351771409892
"vcvcvcvc.dyndns.org ","4.31591580161473e-05",56860,"bad",65,0.619047619047619,0.00626351771409892
"vcvcvcvc.dyndns.org ","4.31591580845182e-05",56861,"bad",66,0.628571428571429,0.00626351771409892
"vcvcvcvc.dyndns.org ","4.31591580845182e-05",56862,"bad",67,0.638095238095238,0.00626351771409892
"64.235.43.131","4.33559995680178e-05",57016,"bad",68,0.647619047619048,0.00628039159310262
"64.235.43.131","4.33559995680178e-05",57017,"bad",69,0.657142857142857,0.00628039159310262
"nginx/0.7.67\r\n","4.33559995680178e-05",57018,"bad",70,0.666666666666667,0.00628039159310262
"nginx/0.7.67\r\n","4.33559995680178e-05",57019,"bad",71,0.676190476190476,0.00628039159310262
"mugspade.ru","5.59827455084125e-05",71593,"bad",72,0.685714285714286,0.00788760099650733
"trapbath.ru","8.46498664859967e-05",101809,"bad",73,0.695238095238095,0.0112199163827609
"trapbath.ru","8.46498664859967e-05",101810,"bad",74,0.704761904761905,0.0112199163827609
"64.235.43.131","8.46498664859967e-05",101811,"bad",75,0.714285714285714,0.0112199163827609
"64.235.43.131","8.46498664859967e-05",101812,"bad",76,0.723809523809524,0.0112199163827609
"sgb-sy.com","8.46498664859967e-05",101813,"bad",77,0.733333333333333,0.0112199163827609
"sgb-sy.com","8.46498664859967e-05",101814,"bad",78,0.742857142857143,0.0112199163827609
"telecrop.com","8.46498664859967e-05",101815,"bad",79,0.752380952380952,0.0112199163827609
"telecrop.com","8.46498664859967e-05",101816,"bad",80,0.761904761904762,0.0112199163827609
"nginx","8.46498664859967e-05",101817,"bad",81,0.771428571428571,0.0112199163827609
"nginx","8.46498664859967e-05",101818,"bad",82,0.780952380952381,0.0112199163827609
"64.235.43.131","8.46680971472084e-05",101850,"bad",83,0.79047619047619,0.011223335273278
"64.235.43.131","8.46680971472084e-05",101851,"bad",84,0.8,0.011223335273278
"nginx","0.000126974799727958",141904,"bad",85,0.80952380952381,0.0156405418213577
"nginx","0.000126974799727958",141905,"bad",86,0.819047619047619,0.0156405418213577
"nginx","0.000126974799727958",141906,"bad",87,0.828571428571429,0.0156405418213577
"nginx","0.000126974799727958",141907,"bad",88,0.838095238095238,0.0156405418213577
"nginx","0.000126974799727958",141908,"bad",89,0.847619047619048,0.0156405418213577
"nginx","0.000126974799727958",141909,"bad",90,0.857142857142857,0.0156405418213577
