Nov 10, 2016 4:58:24 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 4:58:24 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 4:58:24 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 4:58:24 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 17 ms. row count = 105
61.178.77.169,8.89408299967681E-7,1638
61.178.77.170,8.89408299967681E-7,1639
trapbath.ru,1.2259394035695948E-6,3161
vcvcvcvc.dyndns.org ,1.3158320428758678E-6,3563
vcvcvcvc.dyndns.org ,1.3158320428758678E-6,3564
vcvcvcvc.dyndns.org ,1.3158320428758678E-6,3565
trapbath.ru,1.3301436275241607E-6,3634
www.dnswatch.info,1.3374002239282485E-6,3665
rwyngtbvunfpk.org\r\n,1.4043776018406224E-6,3992
rwyngtbvunfpk.org\r\n,1.4043776018406224E-6,3993
rwyngtbvunfpk.org\r\n,1.4043776018406224E-6,3994
takeinfo.ru\r\n,1.4043776018406224E-6,3995
dgyqimolcqm.cm\r\n,1.4043776018406224E-6,3996
dgyqimolcqm.cm\r\n,1.4043776018406224E-6,3997
dgyqimolcqm.cm\r\n,1.4043776018406224E-6,3998
dgyqimolcqm.cm\r\n,1.4043776018406224E-6,3999
nginx/0.7.67\r\n,1.412028172863705E-6,4037
nginx/0.7.67\r\n,1.4196787440278379E-6,4071
trapbath.ru,1.98996973658313E-6,6638
trapbath.ru,1.98996973658532E-6,6639
trapbath.ru,2.4518788072374005E-6,8752
61.178.77.169,2.5070588426599412E-6,9043
trapbath.ru,2.6602872551548904E-6,9764
146.185.213.35,2.697644838018602E-6,9934
rwyngtbvunfpk.org\r\n,2.808755203512869E-6,10440
rwyngtbvunfpk.org\r\n,2.808755203512869E-6,10441
64.235.43.131,2.808755203512869E-6,10442
64.235.43.131,2.808755203512869E-6,10443
64.235.43.131,2.808755203512869E-6,10444
takeinfo.ru\r\n,2.808755203512869E-6,10445
takeinfo.ru\r\n,2.808755203512869E-6,10446
takeinfo.ru\r\n,2.808755203512869E-6,10447
takeinfo.ru\r\n,2.808755203512869E-6,10448
nginx/0.7.67\r\n,2.808755203512869E-6,10449
vcvcvcvc.dyndns.org ,3.502590244565494E-6,13553
vcvcvcvc.dyndns.org ,3.502590244565494E-6,13554
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.00380524571649E-6,15687
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.00380524571649E-6,15688
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.00380524571649E-6,15689
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.00380524571649E-6,15690
trapbath.ru,4.00380524571649E-6,15691
trapbath.ru,4.00380524571649E-6,15692
trapbath.ru,4.00380524571649E-6,15693
sgb-sy.com,4.00380524571649E-6,15694
sgb-sy.com,4.00380524571649E-6,15695
sgb-sy.com,4.00380524571649E-6,15696
sgb-sy.com,4.00380524571649E-6,15697
telecrop.com,4.00380524571649E-6,15698
telecrop.com,4.00380524571649E-6,15699
telecrop.com,4.00380524571649E-6,15700
telecrop.com,4.00380524571649E-6,15701
nginx,4.00380524571649E-6,15702
nginx,4.00380524571649E-6,15703
www.download.windowsupdate.com,4.00380524571649E-6,15704
www.download.windowsupdate.com,4.00380524571649E-6,15705
www.download.windowsupdate.com,4.00380524571649E-6,15706
www.download.windowsupdate.com,4.00380524571649E-6,15707
www.download.windowsupdate.com,4.00380524571649E-6,15708
64.235.43.131,4.005375167516674E-6,15713
64.235.43.131,4.010084932917729E-6,15745
64.235.43.131,5.625160978414269E-6,22094
64.235.43.131,5.625160978414269E-6,22095
nginx/0.7.67\r\n,5.625160978414269E-6,22096
nginx/0.7.67\r\n,5.625160978414269E-6,22097
vcvcvcvc.dyndns.org ,7.005180488711051E-6,27618
vcvcvcvc.dyndns.org ,7.005180488711051E-6,27619
vcvcvcvc.dyndns.org ,7.005180488711051E-6,27620
vcvcvcvc.dyndns.org ,7.005180488711051E-6,27621
trapbath.ru,8.00761049095295E-6,31053
trapbath.ru,8.00761049095295E-6,31054
64.235.43.131,8.00761049095295E-6,31055
64.235.43.131,8.00761049095295E-6,31056
sgb-sy.com,8.00761049095295E-6,31057
sgb-sy.com,8.00761049095295E-6,31058
telecrop.com,8.00761049095295E-6,31059
telecrop.com,8.00761049095295E-6,31060
nginx,8.00761049095295E-6,31061
nginx,8.00761049095295E-6,31062
64.235.43.131,8.009180413553894E-6,31063
64.235.43.131,8.009180413553894E-6,31064
146.185.213.35,8.114593104350425E-6,31431
mugspade.ru,1.0253791908130074E-5,38776
nginx,1.2011415736331376E-5,44165
nginx,1.2011415736331376E-5,44166
nginx,1.2011415736331376E-5,44167
nginx,1.2011415736331376E-5,44168
nginx,1.2011415736331376E-5,44169
nginx,1.2011415736331376E-5,44170
146.185.213.35,1.5455808804207538E-5,54879
omegaartworld.com,1.5508211320620577E-4,346632
www.redlinesys.net,3.384084815427338E-4,606041
www.dnswatch.info,3.270513463596076E-5,101909
mugspade.ru,3.9043773784495204E-5,117224
www.dnswatch.info,4.961849709631893E-5,141884
www.redlinesys.net,1.8216382898931943E-4,387385
firewall.happytohell.com,1.92985020875998E-4,403687
www.redlinesys.net,3.0194260336750193E-4,559551
firewall.happytohell.com,1.2576020747879864E-4,298457
omegaartworld.com,7.641903641284541E-5,202433
firewall.happytohell.com,2.667981900296557E-4,512462
firewall.happytohell.com,2.761743480111983E-4,525262
firewall.happytohell.com,2.7856698238576654E-4,527935
firewall.happytohell.com,4.996185071102161E-4,799373
mugspade.ru,2.4746574013966757E-5,81415
omegaartworld.com,1.0324172526511687E-4,256938
