Nov 10, 2016 3:59:44 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 3:59:44 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 3:59:44 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 3:59:44 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 19 ms. row count = 105
mugspade.ru,2.8904078537086034E-5,110882
omegaartworld.com,1.0067223198710356E-4,296370
www.redlinesys.net,1.1278376540047552E-4,321563
omegaartworld.com,1.1404950968639103E-4,323993
trapbath.ru,6.757523418024292E-7,1888
trapbath.ru,6.757534938228008E-7,1889
trapbath.ru,6.757568453121546E-7,1890
trapbath.ru,6.764492172846125E-7,1897
61.178.77.169,6.880683275343806E-7,1972
61.178.77.170,6.880683275343806E-7,1973
vcvcvcvc.dyndns.org ,8.142556343224877E-7,2845
vcvcvcvc.dyndns.org ,8.142556343243862E-7,2846
rwyngtbvunfpk.org\r\n,8.79068714687254E-7,3300
rwyngtbvunfpk.org\r\n,8.79068714687254E-7,3301
rwyngtbvunfpk.org\r\n,8.79068714687254E-7,3302
takeinfo.ru\r\n,8.79068714687254E-7,3303
dgyqimolcqm.cm\r\n,8.79068714687254E-7,3304
dgyqimolcqm.cm\r\n,8.79068714687254E-7,3305
dgyqimolcqm.cm\r\n,8.79068714687254E-7,3306
dgyqimolcqm.cm\r\n,8.79068714687254E-7,3307
nginx/0.7.67\r\n,8.825252063637303E-7,3331
nginx/0.7.67\r\n,8.859816980397923E-7,3356
vcvcvcvc.dyndns.org ,9.451572958007812E-7,3939
vcvcvcvc.dyndns.org ,9.451572958007812E-7,3940
vcvcvcvc.dyndns.org ,9.451572958007812E-7,3941
www.dnswatch.info,9.523836803097037E-7,3991
trapbath.ru,1.3515136736246E-6,6137
trapbath.ru,1.3528984947677052E-6,6145
61.178.77.169,1.3904468722526312E-6,6322
vcvcvcvc.dyndns.org ,1.6285112687102057E-6,7723
vcvcvcvc.dyndns.org ,1.6285112687102057E-6,7724
vcvcvcvc.dyndns.org ,1.6285112687140026E-6,7725
vcvcvcvc.dyndns.org ,1.6285112687140026E-6,7726
146.185.213.35,1.7377705809657164E-6,8377
rwyngtbvunfpk.org\r\n,1.7581374294449306E-6,8504
rwyngtbvunfpk.org\r\n,1.7581374294449306E-6,8505
64.235.43.131,1.7581374294449306E-6,8506
64.235.43.131,1.7581374294449306E-6,8507
64.235.43.131,1.7581374294449306E-6,8508
takeinfo.ru\r\n,1.7581374294449306E-6,8509
