Nov 10, 2016 2:59:00 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 2:59:00 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 2:59:00 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 2:59:00 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 29 ms. row count = 105
firewall.happytohell.com,8.691370973622752E-5,327754
firewall.happytohell.com,9.297472420378077E-5,342143
firewall.happytohell.com,1.754443003950268E-4,525854
firewall.happytohell.com,2.2873369065563013E-4,641220
www.redlinesys.net,1.1394188096856498E-4,391920
omegaartworld.com,1.1677860829122381E-4,398981
www.redlinesys.net,1.1677860829122381E-4,398982
vcvcvcvc.dyndns.org ,3.090123565262446E-8,136
vcvcvcvc.dyndns.org ,3.090123565262446E-8,137
vcvcvcvc.dyndns.org ,3.090123565262446E-8,138
vcvcvcvc.dyndns.org ,2.6431266171497514E-7,649
vcvcvcvc.dyndns.org ,2.643126619050366E-7,650
www.dnswatch.info,3.454113856203068E-7,1019
rwyngtbvunfpk.org\r\n,3.676208708018296E-7,1257
rwyngtbvunfpk.org\r\n,3.676208708018296E-7,1258
rwyngtbvunfpk.org\r\n,3.676208708018296E-7,1259
takeinfo.ru\r\n,3.676208708018296E-7,1260
dgyqimolcqm.cm\r\n,3.676208708018296E-7,1261
dgyqimolcqm.cm\r\n,3.676208708018296E-7,1262
dgyqimolcqm.cm\r\n,3.676208708018296E-7,1263
dgyqimolcqm.cm\r\n,3.676208708018296E-7,1264
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.6916770653175014E-7,1301
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.6916770653175014E-7,1302
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.6916770653175014E-7,1303
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.6916770653175014E-7,1304
trapbath.ru,3.6916770653175014E-7,1305
trapbath.ru,3.6916770653175014E-7,1306
trapbath.ru,3.6916770653175014E-7,1307
sgb-sy.com,3.6916770653175014E-7,1308
sgb-sy.com,3.6916770653175014E-7,1309
sgb-sy.com,3.6916770653175014E-7,1310
sgb-sy.com,3.6916770653175014E-7,1311
telecrop.com,3.6916770653175014E-7,1312
telecrop.com,3.6916770653175014E-7,1313
telecrop.com,3.6916770653175014E-7,1314
telecrop.com,3.6916770653175014E-7,1315
nginx,3.6916770653175014E-7,1316
nginx,3.6916770653175014E-7,1317
www.download.windowsupdate.com,3.6916770653175014E-7,1318
www.download.windowsupdate.com,3.6916770653175014E-7,1319
www.download.windowsupdate.com,3.6916770653175014E-7,1320
www.download.windowsupdate.com,3.6916770653175014E-7,1321
www.download.windowsupdate.com,3.6916770653175014E-7,1322
trapbath.ru,4.727878878319469E-7,2088
trapbath.ru,4.727878878319469E-7,2089
trapbath.ru,4.727878878319469E-7,2090
trapbath.ru,4.727878878319469E-7,2091
vcvcvcvc.dyndns.org ,5.286253234511244E-7,2663
vcvcvcvc.dyndns.org ,5.286253234511244E-7,2664
vcvcvcvc.dyndns.org ,5.286253238312473E-7,2665
vcvcvcvc.dyndns.org ,5.286253238312473E-7,2666
61.178.77.169,5.68061611747947E-7,2916
61.178.77.169,6.762241069317559E-7,3741
61.178.77.170,6.762241069317559E-7,3742
rwyngtbvunfpk.org\r\n,7.352417416331094E-7,4433
rwyngtbvunfpk.org\r\n,7.352417416331094E-7,4434
64.235.43.131,7.352417416331094E-7,4435
64.235.43.131,7.352417416331094E-7,4436
64.235.43.131,7.352417416331094E-7,4437
takeinfo.ru\r\n,7.352417416331094E-7,4438
