Nov 10, 2016 7:05:15 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 7:05:15 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 7:05:15 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 7:05:15 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 25 ms. row count = 105
mugspade.ru,5.155160438354398E-5,117684
omegaartworld.com,6.644917653937214E-5,144046
www.redlinesys.net,2.1647581872094165E-4,358686
firewall.happytohell.com,5.46266317358383E-4,706696
64.235.43.131,2.2288702013213024E-5,57984
mugspade.ru,2.8419256388921304E-5,71125
146.185.213.35,3.040021266733035E-5,75334
mugspade.ru,4.2156220938935896E-5,99697
www.redlinesys.net,2.2343098497983017E-4,367352
omegaartworld.com,2.234312331121686E-4,367353
firewall.happytohell.com,2.4186923512467933E-4,388618
firewall.happytohell.com,3.7461386996704967E-4,536888
www.redlinesys.net,7.675754001889802E-5,161589
firewall.happytohell.com,6.456987284561282E-4,798660
firewall.happytohell.com,1.23079261179853E-4,234315
firewall.happytohell.com,1.3315690905924102E-4,247733
omegaartworld.com,1.4295856701247833E-4,261715
146.185.213.35,2.706227937755427E-4,424710
trapbath.ru,1.4834414932045819E-6,1597
trapbath.ru,1.4834416439122854E-6,1598
vcvcvcvc.dyndns.org ,3.131864855881438E-6,6999
vcvcvcvc.dyndns.org ,3.132254576497302E-6,7000
vcvcvcvc.dyndns.org ,3.134048205059887E-6,7007
trapbath.ru,3.4008659075972544E-6,7969
trapbath.ru,3.4008659084316013E-6,7970
www.dnswatch.info,3.493119853535346E-6,8259
rwyngtbvunfpk.org\r\n,4.360775349951196E-6,11313
rwyngtbvunfpk.org\r\n,4.360775349951196E-6,11314
rwyngtbvunfpk.org\r\n,4.360775349951196E-6,11315
takeinfo.ru\r\n,4.360775349951196E-6,11316
dgyqimolcqm.cm\r\n,4.360775349951196E-6,11317
dgyqimolcqm.cm\r\n,4.360775349951196E-6,11318
dgyqimolcqm.cm\r\n,4.360775349951196E-6,11319
dgyqimolcqm.cm\r\n,4.360775349951196E-6,11320
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.457740402794612E-6,11635
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.457740402794612E-6,11636
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.457740402794612E-6,11637
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.457740402794612E-6,11638
trapbath.ru,4.457740402794612E-6,11639
trapbath.ru,4.457740402794612E-6,11640
trapbath.ru,4.457740402794612E-6,11641
sgb-sy.com,4.457740402794612E-6,11642
sgb-sy.com,4.457740402794612E-6,11643
sgb-sy.com,4.457740402794612E-6,11644
sgb-sy.com,4.457740402794612E-6,11645
telecrop.com,4.457740402794612E-6,11646
telecrop.com,4.457740402794612E-6,11647
telecrop.com,4.457740402794612E-6,11648
