"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"61.178.77.169","3.19382624227002e-06",1673,"bad",1,0.00952380952380952,0.00018417894075934
"61.178.77.170","3.62865270964757e-06",2300,"bad",2,0.019047619047619,0.000253218471846374
"61.178.77.169","4.72575171736391e-06",4140,"bad",3,0.0285714285714286,0.000456035880263396
"vcvcvcvc.dyndns.org ","7.44801443604681e-06",8760,"bad",4,0.0380952380952381,0.000965450567309738
"vcvcvcvc.dyndns.org ","9.8784080381068e-06",12838,"bad",5,0.0476190476190476,0.00141508981370245
"vcvcvcvc.dyndns.org ","1.08748944887962e-05",14520,"bad",6,0.0571428571428571,0.0016004819091614
"vcvcvcvc.dyndns.org ","1.08748944887962e-05",14521,"bad",7,0.0666666666666667,0.0016004819091614
"vcvcvcvc.dyndns.org ","1.08748944887962e-05",14522,"bad",8,0.0761904761904762,0.0016004819091614
"www.dnswatch.info","1.095962393745e-05",14652,"bad",9,0.0857142857142857,0.00161470890518413
"rwyngtbvunfpk.org\r\n","1.39086535966199e-05",19449,"bad",10,0.0952380952380952,0.00214364435421514
"rwyngtbvunfpk.org\r\n","1.39086535966199e-05",19450,"bad",11,0.104761904761905,0.00214364435421514
"rwyngtbvunfpk.org\r\n","1.39086535966199e-05",19451,"bad",12,0.114285714285714,0.00214364435421514
"takeinfo.ru\r\n","1.39086535966199e-05",19452,"bad",13,0.123809523809524,0.00214364435421514
"dgyqimolcqm.cm\r\n","1.39086535966199e-05",19453,"bad",14,0.133333333333333,0.00214364435421514
"dgyqimolcqm.cm\r\n","1.39086535966199e-05",19454,"bad",15,0.142857142857143,0.00214364435421514
"dgyqimolcqm.cm\r\n","1.39086535966199e-05",19455,"bad",16,0.152380952380952,0.00214364435421514
"dgyqimolcqm.cm\r\n","1.39086535966199e-05",19456,"bad",17,0.161904761904762,0.00214364435421514
"vcvcvcvc.dyndns.org ","1.48960288737875e-05",20850,"bad",18,0.171428571428571,0.00229727385390243
"vcvcvcvc.dyndns.org ","1.48960288737905e-05",20851,"bad",19,0.180952380952381,0.00229727385390243
