Nov 10, 2016 3:29:30 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 3:29:30 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 3:29:30 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 3:29:30 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 28 ms. row count = 105
mugspade.ru,2.7616236663951892E-5,146342
firewall.happytohell.com,8.57236893157428E-5,348340
61.178.77.169,4.3479051258566065E-7,1796
www.dnswatch.info,4.536656156293664E-7,1975
rwyngtbvunfpk.org\r\n,4.601160022253049E-7,2058
rwyngtbvunfpk.org\r\n,4.601160022253049E-7,2059
rwyngtbvunfpk.org\r\n,4.601160022253049E-7,2060
takeinfo.ru\r\n,4.601160022253049E-7,2061
dgyqimolcqm.cm\r\n,4.601160022253049E-7,2062
dgyqimolcqm.cm\r\n,4.601160022253049E-7,2063
dgyqimolcqm.cm\r\n,4.601160022253049E-7,2064
dgyqimolcqm.cm\r\n,4.601160022253049E-7,2065
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.622162501461466E-7,2133
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.622162501461466E-7,2134
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.622162501461466E-7,2135
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,4.622162501461466E-7,2136
trapbath.ru,4.622162501461466E-7,2137
trapbath.ru,4.622162501461466E-7,2138
trapbath.ru,4.622162501461466E-7,2139
sgb-sy.com,4.622162501461466E-7,2140
sgb-sy.com,4.622162501461466E-7,2141
sgb-sy.com,4.622162501461466E-7,2142
sgb-sy.com,4.622162501461466E-7,2143
telecrop.com,4.622162501461466E-7,2144
telecrop.com,4.622162501461466E-7,2145
telecrop.com,4.622162501461466E-7,2146
telecrop.com,4.622162501461466E-7,2147
nginx,4.622162501461466E-7,2148
nginx,4.622162501461466E-7,2149
www.download.windowsupdate.com,4.622162501461466E-7,2150
www.download.windowsupdate.com,4.622162501461466E-7,2151
www.download.windowsupdate.com,4.622162501461466E-7,2152
www.download.windowsupdate.com,4.622162501461466E-7,2153
www.download.windowsupdate.com,4.622162501461466E-7,2154
61.178.77.169,4.706527386451238E-7,2405
61.178.77.170,4.706527386451238E-7,2406
trapbath.ru,4.76142011355668E-7,2461
trapbath.ru,4.761420114219342E-7,2462
trapbath.ru,4.761420114398247E-7,2465
trapbath.ru,4.761420114398247E-7,2466
vcvcvcvc.dyndns.org ,5.079956008694348E-7,3001
vcvcvcvc.dyndns.org ,5.079956282403683E-7,3002
vcvcvcvc.dyndns.org ,5.10659135118168E-7,3019
vcvcvcvc.dyndns.org ,5.140745584513025E-7,3041
vcvcvcvc.dyndns.org ,5.14807838155183E-7,3045
www.dnswatch.info,6.316183166827313E-7,4005
146.185.213.35,7.978725185376397E-7,5159
rwyngtbvunfpk.org\r\n,9.202320043954467E-7,6085
rwyngtbvunfpk.org\r\n,9.202320043954467E-7,6086
64.235.43.131,9.202320043954467E-7,6087
64.235.43.131,9.202320043954467E-7,6088
64.235.43.131,9.202320043954467E-7,6089
takeinfo.ru\r\n,9.202320043954467E-7,6090
takeinfo.ru\r\n,9.202320043954467E-7,6091
