Nov 10, 2016 3:10:36 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 3:10:36 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 3:10:36 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 3:10:37 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 18 ms. row count = 105
vcvcvcvc.dyndns.org ,4.2638392491491774E-7,1337
trapbath.ru,4.3114853924786194E-7,1379
trapbath.ru,4.3114853925599595E-7,1380
trapbath.ru,4.3114853925599595E-7,1381
trapbath.ru,4.3114853925599595E-7,1382
vcvcvcvc.dyndns.org ,4.331956325333389E-7,1404
vcvcvcvc.dyndns.org ,4.331956325333389E-7,1405
vcvcvcvc.dyndns.org ,4.6000592933796604E-7,1912
vcvcvcvc.dyndns.org ,4.663197678343988E-7,1986
vcvcvcvc.dyndns.org ,4.663197678343988E-7,1987
61.178.77.169,4.701107978492816E-7,2024
61.178.77.170,4.701107978492816E-7,2025
rwyngtbvunfpk.org\r\n,4.824307369442912E-7,2155
rwyngtbvunfpk.org\r\n,4.824307369442912E-7,2156
rwyngtbvunfpk.org\r\n,4.824307369442912E-7,2157
takeinfo.ru\r\n,4.824307369442912E-7,2158
dgyqimolcqm.cm\r\n,4.824307369442912E-7,2159
dgyqimolcqm.cm\r\n,4.824307369442912E-7,2160
dgyqimolcqm.cm\r\n,4.824307369442912E-7,2161
dgyqimolcqm.cm\r\n,4.824307369442912E-7,2162
nginx/0.7.67\r\n,4.839072093358507E-7,2204
nginx/0.7.67\r\n,4.853836813907129E-7,2243
61.178.77.169,4.864298739434895E-7,2282
vcvcvcvc.dyndns.org ,5.261798734610484E-7,2652
vcvcvcvc.dyndns.org ,5.261798734610484E-7,2653
vcvcvcvc.dyndns.org ,5.261798734610484E-7,2654
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.933829284059709E-7,3236
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.933829284059709E-7,3237
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.933829284059709E-7,3238
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,5.933829284059709E-7,3239
trapbath.ru,5.933829284059709E-7,3240
trapbath.ru,5.933829284059709E-7,3241
trapbath.ru,5.933829284059709E-7,3242
sgb-sy.com,5.933829284059709E-7,3243
sgb-sy.com,5.933829284059709E-7,3244
sgb-sy.com,5.933829284059709E-7,3245
sgb-sy.com,5.933829284059709E-7,3246
telecrop.com,5.933829284059709E-7,3247
telecrop.com,5.933829284059709E-7,3248
telecrop.com,5.933829284059709E-7,3249
telecrop.com,5.933829284059709E-7,3250
nginx,5.933829284059709E-7,3251
nginx,5.933829284059709E-7,3252
www.download.windowsupdate.com,5.933829284059709E-7,3253
www.download.windowsupdate.com,5.933829284059709E-7,3254
www.download.windowsupdate.com,5.933829284059709E-7,3255
www.download.windowsupdate.com,5.933829284059709E-7,3256
www.download.windowsupdate.com,5.933829284059709E-7,3257
64.235.43.131,5.940754600460892E-7,3275
64.235.43.131,5.961530515289228E-7,3336
trapbath.ru,8.622970785302635E-7,5069
trapbath.ru,8.622970785465314E-7,5070
rwyngtbvunfpk.org\r\n,9.6486147392723E-7,6108
rwyngtbvunfpk.org\r\n,9.6486147392723E-7,6109
64.235.43.131,9.6486147392723E-7,6110
64.235.43.131,9.6486147392723E-7,6111
64.235.43.131,9.6486147392723E-7,6112
takeinfo.ru\r\n,9.6486147392723E-7,6113
takeinfo.ru\r\n,9.6486147392723E-7,6114
takeinfo.ru\r\n,9.6486147392723E-7,6115
takeinfo.ru\r\n,9.6486147392723E-7,6116
nginx/0.7.67\r\n,9.6486147392723E-7,6117
146.185.213.35,1.0083787720866422E-6,6534
trapbath.ru,1.1867658567408013E-6,7774
trapbath.ru,1.1867658567408013E-6,7775
64.235.43.131,1.1867658567408013E-6,7776
64.235.43.131,1.1867658567408013E-6,7777
sgb-sy.com,1.1867658567408013E-6,7778
sgb-sy.com,1.1867658567408013E-6,7779
telecrop.com,1.1867658567408013E-6,7780
telecrop.com,1.1867658567408013E-6,7781
nginx,1.1867658567408013E-6,7782
nginx,1.1867658567408013E-6,7783
64.235.43.131,1.1874583895663696E-6,7789
64.235.43.131,1.1874583895663696E-6,7790
nginx,1.7801487850966674E-6,11821
nginx,1.7801487850966674E-6,11822
nginx,1.7801487850966674E-6,11823
nginx,1.7801487850966674E-6,11824
