"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"61.178.77.169","3.17660633805152e-06",1604,"bad",1,0.00952380952380952,0.000176569152189044
"trapbath.ru","3.9662151077085e-06",2721,"bad",2,0.019047619047619,0.000299649210804268
"trapbath.ru","3.9677044791036e-06",2727,"bad",3,0.0285714285714286,0.000300200644758637
"61.178.77.170","6.30126490647482e-06",6530,"bad",4,0.0380952380952381,0.000719511023661038
"vcvcvcvc.dyndns.org ","6.52805377576404e-06",6884,"bad",5,0.0476190476190476,0.00075844226083951
"vcvcvcvc.dyndns.org ","7.73848871230181e-06",8900,"bad",6,0.0571428571428571,0.00098067014445033
"vcvcvcvc.dyndns.org ","7.73848871230181e-06",8901,"bad",7,0.0666666666666667,0.00098067014445033
"vcvcvcvc.dyndns.org ","7.73848871230181e-06",8902,"bad",8,0.0761904761904762,0.00098067014445033
"www.dnswatch.info","7.82745543595898e-06",9056,"bad",9,0.0857142857142857,0.00099754402345403
"vcvcvcvc.dyndns.org ","8.65796953561599e-06",10464,"bad",10,0.0952380952380952,0.00115271753821355
"61.178.77.169","1.23654649322574e-05",16590,"bad",11,0.104761904761905,0.00182822413231592
"vcvcvcvc.dyndns.org ","1.30561075507443e-05",17571,"bad",12,0.114285714285714,0.00193630518737229
"vcvcvcvc.dyndns.org ","1.30561075507443e-05",17572,"bad",13,0.123809523809524,0.00193630518737229
"www.dnswatch.info","1.31421358872868e-05",17686,"bad",14,0.133333333333333,0.00194876759474104
"trapbath.ru","1.47419778787467e-05",20017,"bad",15,0.142857142857143,0.00220573581747713
"trapbath.ru","1.52507307382254e-05",20729,"bad",16,0.152380952380952,0.00228414972578844
"www.dnswatch.info","1.55528723384394e-05",21183,"bad",17,0.161904761904762,0.00233410964205429
"trapbath.ru","1.65116961053469e-05",22600,"bad",18,0.171428571428571,0.00249027573793168
"vcvcvcvc.dyndns.org ","1.7315939070194e-05",23739,"bad",19,0.180952380952381,0.00261578210594612
"vcvcvcvc.dyndns.org ","1.7315939070194e-05",23740,"bad",20,0.19047619047619,0.00261578210594612
"mugspade.ru","1.75735366588215e-05",24128,"bad",21,0.2,0.00265846309401431
"rwyngtbvunfpk.org\r\n","1.76351312082804e-05",24241,"bad",22,0.20952380952381,0.00267081521459218
"rwyngtbvunfpk.org\r\n","1.76351312082804e-05",24242,"bad",23,0.219047619047619,0.00267081521459218
"rwyngtbvunfpk.org\r\n","1.76351312082804e-05",24243,"bad",24,0.228571428571429,0.00267081521459218
"takeinfo.ru\r\n","1.76351312082804e-05",24244,"bad",25,0.238095238095238,0.00267081521459218
"dgyqimolcqm.cm\r\n","1.76351312082804e-05",24245,"bad",26,0.247619047619048,0.00267081521459218
"dgyqimolcqm.cm\r\n","1.76351312082804e-05",24246,"bad",27,0.257142857142857,0.00267081521459218
"dgyqimolcqm.cm\r\n","1.76351312082804e-05",24247,"bad",28,0.266666666666667,0.00267081521459218
"dgyqimolcqm.cm\r\n","1.76351312082804e-05",24248,"bad",29,0.276190476190476,0.00267081521459218
"nginx/0.7.67\r\n","1.76870019294361e-05",24319,"bad",30,0.285714285714286,0.00267853528995335
"nginx/0.7.67\r\n","1.77388726031262e-05",24377,"bad",31,0.295238095238095,0.00268482163703316
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","2.11387251336615e-05",29123,"bad",32,0.304761904761905,0.00320813245972961
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","2.11387251336615e-05",29124,"bad",33,0.314285714285714,0.00320813245972961
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","2.11387251336615e-05",29125,"bad",34,0.323809523809524,0.00320813245972961
"http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1","2.11387251336615e-05",29126,"bad",35,0.333333333333333,0.00320813245972961
"trapbath.ru","2.11387251336615e-05",29127,"bad",36,0.342857142857143,0.00320813245972961
"trapbath.ru","2.11387251336615e-05",29128,"bad",37,0.352380952380952,0.00320813245972961
"trapbath.ru","2.11387251336615e-05",29129,"bad",38,0.361904761904762,0.00320813245972961
"sgb-sy.com","2.11387251336615e-05",29130,"bad",39,0.371428571428571,0.00320813245972961
"sgb-sy.com","2.11387251336615e-05",29131,"bad",40,0.380952380952381,0.00320813245972961
"sgb-sy.com","2.11387251336615e-05",29132,"bad",41,0.39047619047619,0.00320813245972961
"sgb-sy.com","2.11387251336615e-05",29133,"bad",42,0.4,0.00320813245972961
"telecrop.com","2.11387251336615e-05",29134,"bad",43,0.40952380952381,0.00320813245972961
"telecrop.com","2.11387251336615e-05",29135,"bad",44,0.419047619047619,0.00320813245972961
"telecrop.com","2.11387251336615e-05",29136,"bad",45,0.428571428571429,0.00320813245972961
"telecrop.com","2.11387251336615e-05",29137,"bad",46,0.438095238095238,0.00320813245972961
"nginx","2.11387251336615e-05",29138,"bad",47,0.447619047619048,0.00320813245972961
"nginx","2.11387251336615e-05",29139,"bad",48,0.457142857142857,0.00320813245972961
"www.download.windowsupdate.com","2.11387251336615e-05",29140,"bad",49,0.466666666666667,0.00320813245972961
"www.download.windowsupdate.com","2.11387251336615e-05",29141,"bad",50,0.476190476190476,0.00320813245972961
"www.download.windowsupdate.com","2.11387251336615e-05",29142,"bad",51,0.485714285714286,0.00320813245972961
"www.download.windowsupdate.com","2.11387251336615e-05",29143,"bad",52,0.495238095238095,0.00320813245972961
"www.download.windowsupdate.com","2.11387251336615e-05",29144,"bad",53,0.504761904761905,0.00320813245972961
"64.235.43.131","2.11686322080664e-05",29179,"bad",54,0.514285714285714,0.00321188221061932
"64.235.43.131","2.1258353063991e-05",29313,"bad",55,0.523809523809524,0.00322655035380554
"146.185.213.35","2.29023127799794e-05",31600,"bad",56,0.533333333333333,0.00347866595774317
"trapbath.ru","2.94797756693746e-05",40249,"bad",57,0.542857142857143,0.00443242612522028
"rwyngtbvunfpk.org\r\n","3.52702624144465e-05",47437,"bad",58,0.552380952380952,0.00522505729123069
"rwyngtbvunfpk.org\r\n","3.52702624144465e-05",47438,"bad",59,0.561904761904762,0.00522505729123069
"64.235.43.131","3.52702624144465e-05",47439,"bad",60,0.571428571428571,0.00522505729123069
"64.235.43.131","3.52702624144465e-05",47440,"bad",61,0.580952380952381,0.00522505729123069
"64.235.43.131","3.52702624144465e-05",47441,"bad",62,0.59047619047619,0.00522505729123069
"takeinfo.ru\r\n","3.52702624144465e-05",47442,"bad",63,0.6,0.00522505729123069
"takeinfo.ru\r\n","3.52702624144465e-05",47443,"bad",64,0.60952380952381,0.00522505729123069
