Nov 10, 2016 3:46:48 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 3:46:49 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 3:46:49 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 3:46:49 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 16 ms. row count = 105
trapbath.ru,7.499826647474978E-7,2012
trapbath.ru,7.499826649914238E-7,2013
trapbath.ru,7.499826661448682E-7,2014
trapbath.ru,7.535855029456063E-7,2035
rwyngtbvunfpk.org\r\n,7.591281231860533E-7,2093
rwyngtbvunfpk.org\r\n,7.591281231860533E-7,2094
rwyngtbvunfpk.org\r\n,7.591281231860533E-7,2095
takeinfo.ru\r\n,7.591281231860533E-7,2096
dgyqimolcqm.cm\r\n,7.591281231860533E-7,2097
dgyqimolcqm.cm\r\n,7.591281231860533E-7,2098
dgyqimolcqm.cm\r\n,7.591281231860533E-7,2099
dgyqimolcqm.cm\r\n,7.591281231860533E-7,2100
nginx/0.7.67\r\n,7.629831710005527E-7,2126
nginx/0.7.67\r\n,7.66838218739448E-7,2169
61.178.77.170,8.680032187453678E-7,2828
61.178.77.169,1.0659143173610878E-6,4005
vcvcvcvc.dyndns.org ,1.1251494263027293E-6,4402
vcvcvcvc.dyndns.org ,1.1251494263835E-6,4403
www.dnswatch.info,1.2848989825937424E-6,5468
146.185.213.35,1.3125913249585446E-6,5613
61.178.77.169,1.354737526104347E-6,5866
vcvcvcvc.dyndns.org ,1.3682985101883782E-6,5937
vcvcvcvc.dyndns.org ,1.3682985101883782E-6,5938
vcvcvcvc.dyndns.org ,1.3682985101883782E-6,5939
www.dnswatch.info,1.3747858667260956E-6,5983
trapbath.ru,1.4999653321066983E-6,6682
trapbath.ru,1.5071710062007496E-6,6714
rwyngtbvunfpk.org\r\n,1.5182562462810924E-6,6777
rwyngtbvunfpk.org\r\n,1.5182562462810924E-6,6778
64.235.43.131,1.5182562462810924E-6,6779
64.235.43.131,1.5182562462810924E-6,6780
64.235.43.131,1.5182562462810924E-6,6781
takeinfo.ru\r\n,1.5182562462810924E-6,6782
takeinfo.ru\r\n,1.5182562462810924E-6,6783
takeinfo.ru\r\n,1.5182562462810924E-6,6784
takeinfo.ru\r\n,1.5182562462810924E-6,6785
nginx/0.7.67\r\n,1.5182562462810924E-6,6786
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.9842950637957237E-6,9408
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.9842950637957237E-6,9409
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.9842950637957237E-6,9410
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.9842950637957237E-6,9411
trapbath.ru,1.9842950637957237E-6,9412
trapbath.ru,1.9842950637957237E-6,9413
trapbath.ru,1.9842950637957237E-6,9414
sgb-sy.com,1.9842950637957237E-6,9415
sgb-sy.com,1.9842950637957237E-6,9416
sgb-sy.com,1.9842950637957237E-6,9417
sgb-sy.com,1.9842950637957237E-6,9418
telecrop.com,1.9842950637957237E-6,9419
telecrop.com,1.9842950637957237E-6,9420
telecrop.com,1.9842950637957237E-6,9421
telecrop.com,1.9842950637957237E-6,9422
nginx,1.9842950637957237E-6,9423
nginx,1.9842950637957237E-6,9424
www.download.windowsupdate.com,1.9842950637957237E-6,9425
www.download.windowsupdate.com,1.9842950637957237E-6,9426
www.download.windowsupdate.com,1.9842950637957237E-6,9427
www.download.windowsupdate.com,1.9842950637957237E-6,9428
www.download.windowsupdate.com,1.9842950637957237E-6,9429
64.235.43.131,1.9851511661238275E-6,9432
64.235.43.131,1.9877194731080707E-6,9453
vcvcvcvc.dyndns.org ,2.250298852695595E-6,10821
vcvcvcvc.dyndns.org ,2.250298852695595E-6,10822
vcvcvcvc.dyndns.org ,2.250298852857136E-6,10823
vcvcvcvc.dyndns.org ,2.250298852857136E-6,10824
64.235.43.131,3.0403675404983117E-6,15070
64.235.43.131,3.0403675404983117E-6,15071
nginx/0.7.67\r\n,3.0403675404983117E-6,15072
nginx/0.7.67\r\n,3.0403675404983117E-6,15073
www.dnswatch.info,3.0513024838457545E-6,15130
trapbath.ru,3.968590127353545E-6,19679
trapbath.ru,3.968590127353545E-6,19680
64.235.43.131,3.968590127353545E-6,19681
64.235.43.131,3.968590127353545E-6,19682
sgb-sy.com,3.968590127353545E-6,19683
sgb-sy.com,3.968590127353545E-6,19684
telecrop.com,3.968590127353545E-6,19685
telecrop.com,3.968590127353545E-6,19686
nginx,3.968590127353545E-6,19687
nginx,3.968590127353545E-6,19688
64.235.43.131,3.969446230078421E-6,19691
64.235.43.131,3.969446230078421E-6,19692
nginx,5.95288519157701E-6,28643
nginx,5.95288519157701E-6,28644
nginx,5.95288519157701E-6,28645
nginx,5.95288519157701E-6,28646
nginx,5.95288519157701E-6,28647
nginx,5.95288519157701E-6,28648
mugspade.ru,2.90283061607971E-5,110826
firewall.happytohell.com,2.6392484742874075E-4,595215
firewall.happytohell.com,2.7757653597771065E-4,616008
146.185.213.35,1.3009608543038386E-5,56735
mugspade.ru,2.051440940924346E-5,82957
mugspade.ru,2.373465515862885E-5,94018
firewall.happytohell.com,1.4746920841829665E-4,394878
firewall.happytohell.com,1.6784221540770962E-4,431690
firewall.happytohell.com,1.7123484384149015E-4,437979
146.185.213.35,7.856230184466417E-5,246778
www.redlinesys.net,1.2058469908922597E-4,340317
omegaartworld.com,1.2358680778797566E-4,346803
www.redlinesys.net,1.2358680790154164E-4,346804
firewall.happytohell.com,1.3615002747800392E-4,372337
omegaartworld.com,1.0107099204206692E-4,298704
www.redlinesys.net,1.1293566132716483E-4,325158
omegaartworld.com,1.1421052704766898E-4,327511
