Nov 10, 2016 3:51:20 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 3:51:21 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 3:51:21 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 3:51:21 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 25 ms. row count = 105
trapbath.ru,6.949891810340816E-7,1564
trapbath.ru,6.949891810379703E-7,1565
trapbath.ru,6.968651739083844E-7,1579
trapbath.ru,7.197124603319779E-7,1692
61.178.77.169,7.425985506613238E-7,1821
61.178.77.170,7.425985506613238E-7,1822
rwyngtbvunfpk.org\r\n,7.824669460226961E-7,2055
rwyngtbvunfpk.org\r\n,7.824669460226961E-7,2056
rwyngtbvunfpk.org\r\n,7.824669460226961E-7,2057
takeinfo.ru\r\n,7.824669460226961E-7,2058
dgyqimolcqm.cm\r\n,7.824669460226961E-7,2059
dgyqimolcqm.cm\r\n,7.824669460226961E-7,2060
dgyqimolcqm.cm\r\n,7.824669460226961E-7,2061
dgyqimolcqm.cm\r\n,7.824669460226961E-7,2062
nginx/0.7.67\r\n,7.861263789140017E-7,2097
nginx/0.7.67\r\n,7.897858117273536E-7,2136
vcvcvcvc.dyndns.org ,9.39237209031701E-7,3372
vcvcvcvc.dyndns.org ,9.39237209031701E-7,3373
vcvcvcvc.dyndns.org ,9.39237209031701E-7,3374
www.dnswatch.info,9.467493849562119E-7,3416
61.178.77.169,1.1122282695731697E-6,4684
146.185.213.35,1.215734250369326E-6,5265
vcvcvcvc.dyndns.org ,1.2690334678122246E-6,5519
vcvcvcvc.dyndns.org ,1.269033467874921E-6,5520
trapbath.ru,1.393730347872595E-6,6176
trapbath.ru,1.4394249207216123E-6,6411
rwyngtbvunfpk.org\r\n,1.5649338921080729E-6,7018
rwyngtbvunfpk.org\r\n,1.5649338921080729E-6,7019
64.235.43.131,1.5649338921080729E-6,7020
64.235.43.131,1.5649338921080729E-6,7021
64.235.43.131,1.5649338921080729E-6,7022
takeinfo.ru\r\n,1.5649338921080729E-6,7023
takeinfo.ru\r\n,1.5649338921080729E-6,7024
takeinfo.ru\r\n,1.5649338921080729E-6,7025
takeinfo.ru\r\n,1.5649338921080729E-6,7026
nginx/0.7.67\r\n,1.5649338921080729E-6,7027
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.841068720986627E-6,8745
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.841068720986627E-6,8746
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.841068720986627E-6,8747
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,1.841068720986627E-6,8748
trapbath.ru,1.841068720986627E-6,8749
trapbath.ru,1.841068720986627E-6,8750
trapbath.ru,1.841068720986627E-6,8751
sgb-sy.com,1.841068720986627E-6,8752
sgb-sy.com,1.841068720986627E-6,8753
sgb-sy.com,1.841068720986627E-6,8754
sgb-sy.com,1.841068720986627E-6,8755
telecrop.com,1.841068720986627E-6,8756
telecrop.com,1.841068720986627E-6,8757
telecrop.com,1.841068720986627E-6,8758
telecrop.com,1.841068720986627E-6,8759
nginx,1.841068720986627E-6,8760
nginx,1.841068720986627E-6,8761
www.download.windowsupdate.com,1.841068720986627E-6,8762
www.download.windowsupdate.com,1.841068720986627E-6,8763
www.download.windowsupdate.com,1.841068720986627E-6,8764
www.download.windowsupdate.com,1.841068720986627E-6,8765
www.download.windowsupdate.com,1.841068720986627E-6,8766
64.235.43.131,1.8419718576746628E-6,8771
64.235.43.131,1.8446812677386983E-6,8802
vcvcvcvc.dyndns.org ,2.5380669357261117E-6,12581
vcvcvcvc.dyndns.org ,2.5380669357261117E-6,12582
vcvcvcvc.dyndns.org ,2.538066935851505E-6,12583
vcvcvcvc.dyndns.org ,2.538066935851505E-6,12584
64.235.43.131,3.1335272169198322E-6,15561
64.235.43.131,3.1335272169198322E-6,15562
nginx/0.7.67\r\n,3.1335272169198322E-6,15563
nginx/0.7.67\r\n,3.1335272169198322E-6,15564
trapbath.ru,3.682137442120743E-6,18447
trapbath.ru,3.682137442120743E-6,18448
64.235.43.131,3.682137442120743E-6,18449
64.235.43.131,3.682137442120743E-6,18450
sgb-sy.com,3.682137442120743E-6,18451
sgb-sy.com,3.682137442120743E-6,18452
telecrop.com,3.682137442120743E-6,18453
telecrop.com,3.682137442120743E-6,18454
nginx,3.682137442120743E-6,18455
nginx,3.682137442120743E-6,18456
64.235.43.131,3.6830405788086884E-6,18458
64.235.43.131,3.6830405788086884E-6,18459
www.dnswatch.info,4.018761315311651E-6,20098
nginx,5.523206163136018E-6,26978
nginx,5.523206163136018E-6,26979
nginx,5.523206163136018E-6,26980
nginx,5.523206163136018E-6,26981
nginx,5.523206163136018E-6,26982
nginx,5.523206163136018E-6,26983
www.dnswatch.info,5.709131129872038E-6,27825
146.185.213.35,6.346016798636029E-6,30658
omegaartworld.com,1.0312459658006598E-4,300111
firewall.happytohell.com,1.1128550823812674E-4,317073
www.redlinesys.net,1.1524525783280773E-4,325165
mugspade.ru,2.4444147581222642E-5,96979
mugspade.ru,2.9604532786838204E-5,113225
omegaartworld.com,1.1622561629336341E-4,327121
www.redlinesys.net,1.2009387629699234E-4,334941
omegaartworld.com,1.23083765328821E-4,340977
www.redlinesys.net,1.260978977950068E-4,347786
firewall.happytohell.com,1.264554694897092E-4,348369
firewall.happytohell.com,1.354178787142663E-4,367936
firewall.happytohell.com,1.4808470725504984E-4,391310
146.185.213.35,1.499278215592009E-4,394501
firewall.happytohell.com,2.47996365788365E-4,561412
firewall.happytohell.com,2.522337217767557E-4,567772
mugspade.ru,2.0931229998867702E-5,84938
