Nov 10, 2016 4:20:25 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 4:20:25 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 4:20:25 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 4:20:25 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 15 ms. row count = 105
mugspade.ru,3.2532450531339144E-5,101872
www.dnswatch.info,3.4111942704035255E-5,106039
www.dnswatch.info,5.661279303228127E-5,158213
mugspade.ru,6.281850152522636E-5,171912
www.redlinesys.net,1.2654267111482045E-4,291631
omegaartworld.com,1.279460637414408E-4,293917
firewall.happytohell.com,1.303114588445157E-4,297718
www.redlinesys.net,1.3854380399067574E-4,312377
firewall.happytohell.com,1.6568016773865885E-4,357735
firewall.happytohell.com,1.6596727498206426E-4,358158
firewall.happytohell.com,1.7087667689835462E-4,366273
146.185.213.35,1.9801345454079162E-4,406287
firewall.happytohell.com,2.829689619462647E-4,525187
www.redlinesys.net,9.454556705603498E-5,235122
omegaartworld.com,9.7330955262985E-5,240382
omegaartworld.com,1.1330302998726073E-4,268877
firewall.happytohell.com,4.3176991413935675E-4,709863
mugspade.ru,2.2997149658094115E-5,76497
trapbath.ru,1.1875507240638161E-6,3006
trapbath.ru,1.1875522338034551E-6,3007
trapbath.ru,1.187555040434586E-6,3008
61.178.77.169,1.2974375969079239E-6,3483
vcvcvcvc.dyndns.org ,1.3818531023866786E-6,3820
vcvcvcvc.dyndns.org ,1.381853102386679E-6,3821
vcvcvcvc.dyndns.org ,1.3818531023866811E-6,3822
www.dnswatch.info,1.4285853759838956E-6,4013
trapbath.ru,1.7136202824590447E-6,5271
rwyngtbvunfpk.org\r\n,1.7738281870007413E-6,5593
rwyngtbvunfpk.org\r\n,1.7738281870007413E-6,5594
rwyngtbvunfpk.org\r\n,1.7738281870007413E-6,5595
takeinfo.ru\r\n,1.7738281870007413E-6,5596
dgyqimolcqm.cm\r\n,1.7738281870007413E-6,5597
dgyqimolcqm.cm\r\n,1.7738281870007413E-6,5598
dgyqimolcqm.cm\r\n,1.7738281870007413E-6,5599
dgyqimolcqm.cm\r\n,1.7738281870007413E-6,5600
nginx/0.7.67\r\n,1.7797414186910436E-6,5630
nginx/0.7.67\r\n,1.7856546502032537E-6,5654
trapbath.ru,2.3751105130872485E-6,8732
61.178.77.169,2.4222572499206256E-6,8896
61.178.77.170,2.4222572499206256E-6,8897
146.185.213.35,2.8479520572853867E-6,10597
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.242860150591414E-6,12251
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.242860150591414E-6,12252
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.242860150591414E-6,12253
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.242860150591414E-6,12254
trapbath.ru,3.242860150591414E-6,12255
trapbath.ru,3.242860150591414E-6,12256
trapbath.ru,3.242860150591414E-6,12257
sgb-sy.com,3.242860150591414E-6,12258
sgb-sy.com,3.242860150591414E-6,12259
sgb-sy.com,3.242860150591414E-6,12260
sgb-sy.com,3.242860150591414E-6,12261
telecrop.com,3.242860150591414E-6,12262
telecrop.com,3.242860150591414E-6,12263
telecrop.com,3.242860150591414E-6,12264
telecrop.com,3.242860150591414E-6,12265
