"host","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"61.178.77.169","6.06975937110787e-06",6429,"bad",1,0.00952380952380952,0.000708702918155401
"61.178.77.170","6.06975937110787e-06",6430,"bad",2,0.019047619047619,0.000708702918155401
"61.178.77.169","6.37971633863755e-06",6991,"bad",3,0.0285714285714286,0.00077046352104476
"vcvcvcvc.dyndns.org ","7.07738851142765e-06",8234,"bad",4,0.0380952380952381,0.000907439715310089
"vcvcvcvc.dyndns.org ","7.35094644892421e-06",8664,"bad",5,0.0476190476190476,0.000954752748594974
"vcvcvcvc.dyndns.org ","7.35094649245209e-06",8665,"bad",6,0.0571428571428571,0.000954752748594974
"rwyngtbvunfpk.org\r\n","7.6540508430652e-06",9145,"bad",7,0.0666666666666667,0.00100758012142355
"rwyngtbvunfpk.org\r\n","7.6540508430652e-06",9146,"bad",8,0.0761904761904762,0.00100758012142355
"rwyngtbvunfpk.org\r\n","7.6540508430652e-06",9147,"bad",9,0.0857142857142857,0.00100758012142355
"takeinfo.ru\r\n","7.6540508430652e-06",9148,"bad",10,0.0952380952380952,0.00100758012142355
"dgyqimolcqm.cm\r\n","7.6540508430652e-06",9149,"bad",11,0.104761904761905,0.00100758012142355
"dgyqimolcqm.cm\r\n","7.6540508430652e-06",9150,"bad",12,0.114285714285714,0.00100758012142355
"dgyqimolcqm.cm\r\n","7.6540508430652e-06",9151,"bad",13,0.123809523809524,0.00100758012142355
"dgyqimolcqm.cm\r\n","7.6540508430652e-06",9152,"bad",14,0.133333333333333,0.00100758012142355
"nginx/0.7.67\r\n","7.70473446648476e-06",9237,"bad",15,0.142857142857143,0.00101684421185695
"nginx/0.7.67\r\n","7.75541808306026e-06",9324,"bad",16,0.152380952380952,0.00102632887587211
"trapbath.ru","8.03680304008354e-06",9884,"bad",17,0.161904761904762,0.00108797919197059
"trapbath.ru","8.04356803422591e-06",9897,"bad",18,0.171428571428571,0.00108930263346108
"vcvcvcvc.dyndns.org ","1.09304118971831e-05",14618,"bad",19,0.180952380952381,0.00160985628638568
"vcvcvcvc.dyndns.org ","1.09304118971831e-05",14619,"bad",20,0.19047619047619,0.00160985628638568
"vcvcvcvc.dyndns.org ","1.09304118971831e-05",14620,"bad",21,0.2,0.00160985628638568
"www.dnswatch.info","1.10509753296954e-05",14819,"bad",22,0.20952380952381,0.0016316930709787
"trapbath.ru","1.12781118092546e-05",15166,"bad",23,0.219047619047619,0.00166985230062106
"trapbath.ru","1.12781118092546e-05",15167,"bad",24,0.228571428571429,0.00166985230062106
"vcvcvcvc.dyndns.org ","1.30765676201299e-05",17925,"bad",25,0.238095238095238,0.00197391298306028
"vcvcvcvc.dyndns.org ","1.32246262360554e-05",18128,"bad",26,0.247619047619048,0.0019961909148168
"vcvcvcvc.dyndns.org ","1.32246262815335e-05",18129,"bad",27,0.257142857142857,0.0019961909148168
"rwyngtbvunfpk.org\r\n","1.53081016867436e-05",21178,"bad",28,0.266666666666667,0.00233234505340031
