Nov 10, 2016 7:13:30 PM WARNING: parquet.hadoop.ParquetRecordReader: Can not initialize counter due to context is not a instance of TaskInputOutputContext, but is org.apache.hadoop.mapreduce.task.TaskAttemptContextImpl
Nov 10, 2016 7:13:30 PM INFO: parquet.hadoop.InternalParquetRecordReader: RecordReader initialized will read a total of 105 records.
Nov 10, 2016 7:13:30 PM INFO: parquet.hadoop.InternalParquetRecordReader: at row 0. reading next block
Nov 10, 2016 7:13:30 PM INFO: parquet.hadoop.InternalParquetRecordReader: block read in memory in 16 ms. row count = 105
64.235.43.131,7.322752788352966E-5,123177
64.235.43.131,7.322752788352966E-5,123178
nginx/0.7.67\r\n,7.322752788352966E-5,123179
nginx/0.7.67\r\n,7.322752788352966E-5,123180
omegaartworld.com,8.689676163936744E-5,140823
mugspade.ru,9.140139159188144E-5,146562
www.redlinesys.net,3.86946476510326E-4,428678
www.redlinesys.net,3.958711378297405E-4,436829
omegaartworld.com,3.958792251678536E-4,436832
vcvcvcvc.dyndns.org ,9.410848750297622E-7,295
vcvcvcvc.dyndns.org ,9.410848750324757E-7,296
vcvcvcvc.dyndns.org ,9.410848750325934E-7,297
trapbath.ru,1.4279892130335885E-6,834
trapbath.ru,1.4280097947426288E-6,835
61.178.77.170,1.5733592693047167E-6,1028
vcvcvcvc.dyndns.org ,2.4530313627570066E-6,2787
vcvcvcvc.dyndns.org ,2.4530394950881006E-6,2788
trapbath.ru,2.8559708243484735E-6,3703
trapbath.ru,2.8560267624219255E-6,3704
61.178.77.169,3.399321896801567E-6,5073
www.dnswatch.info,3.799045917935018E-6,6078
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.8491141441161864E-6,6222
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.8491141441161864E-6,6223
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.8491141441161864E-6,6224
http://65.49.23.146/55fcc3c269a4de6b730bda9b1163cbd5:s95k9uzazy:1,3.8491141441161864E-6,6225
trapbath.ru,3.8491141441161864E-6,6226
trapbath.ru,3.8491141441161864E-6,6227
trapbath.ru,3.8491141441161864E-6,6228
sgb-sy.com,3.8491141441161864E-6,6229
sgb-sy.com,3.8491141441161864E-6,6230
sgb-sy.com,3.8491141441161864E-6,6231
sgb-sy.com,3.8491141441161864E-6,6232
telecrop.com,3.8491141441161864E-6,6233
telecrop.com,3.8491141441161864E-6,6234
telecrop.com,3.8491141441161864E-6,6235
telecrop.com,3.8491141441161864E-6,6236
nginx,3.8491141441161864E-6,6237
nginx,3.8491141441161864E-6,6238
www.download.windowsupdate.com,3.8491141441161864E-6,6239
www.download.windowsupdate.com,3.8491141441161864E-6,6240
www.download.windowsupdate.com,3.8491141441161864E-6,6241
www.download.windowsupdate.com,3.8491141441161864E-6,6242
www.download.windowsupdate.com,3.8491141441161864E-6,6243
