"original","protocol","sip","sport","dip","dport"
"TCP 122.52.222.58:20185->25.0.15.223:25","TCP","122.52.222.58","20185","25.0.15.223","25"
"TCP 122.52.203.193:53135->25.0.16.249:25","TCP","122.52.203.193","53135","25.0.16.249","25"
"TCP 122.52.226.254:12533->25.0.16.193:25","TCP","122.52.226.254","12533","25.0.16.193","25"
"TCP 122.52.227.105:52621->25.0.16.235:25","TCP","122.52.227.105","52621","25.0.16.235","25"
"TCP 12.166.6.138:40250->25.0.16.242:25","TCP","12.166.6.138","40250","25.0.16.242","25"
"TCP 213.184.16.174:22097->25.0.15.148:25","TCP","213.184.16.174","22097","25.0.15.148","25"
"TCP 80.66.11.223:7918->25.0.15.159:25","TCP","80.66.11.223","7918","25.0.15.159","25"
"TCP 213.184.17.241:44227->25.0.15.98:25","TCP","213.184.17.241","44227","25.0.15.98","25"
"TCP 122.52.221.162:62131->25.0.15.185:25","TCP","122.52.221.162","62131","25.0.15.185","25"
"TCP 122.52.215.74:40120->25.0.15.198:25","TCP","122.52.215.74","40120","25.0.15.198","25"
"TCP 12.166.6.84:38810->25.0.15.175:25","TCP","12.166.6.84","38810","25.0.15.175","25"
"TCP 122.52.203.73:10943->25.0.16.41:25","TCP","122.52.203.73","10943","25.0.16.41","25"
"TCP 80.66.13.20:17912->25.0.16.51:25","TCP","80.66.13.20","17912","25.0.16.51","25"
"TCP 122.52.203.19:34799->25.0.16.44:25","TCP","122.52.203.19","34799","25.0.16.44","25"
"TCP 122.52.224.203:42284->25.0.16.254:25","TCP","122.52.224.203","42284","25.0.16.254","25"
"TCP 213.184.15.106:28524->25.0.16.93:25","TCP","213.184.15.106","28524","25.0.16.93","25"
"TCP 122.52.222.11:56192->25.0.16.61:25","TCP","122.52.222.11","56192","25.0.16.61","25"
"TCP 12.166.5.133:15515->25.0.16.136:25","TCP","12.166.5.133","15515","25.0.16.136","25"
"TCP 80.66.11.111:17281->25.0.15.172:25","TCP","80.66.11.111","17281","25.0.15.172","25"
"TCP 80.66.13.75:54033->25.0.16.52:25","TCP","80.66.13.75","54033","25.0.16.52","25"
"TCP 12.166.5.251:35335->25.0.16.118:25","TCP","12.166.5.251","35335","25.0.16.118","25"
"TCP 80.66.11.244:61991->25.0.16.98:25","TCP","80.66.11.244","61991","25.0.16.98","25"
"TCP 213.184.15.161:21144->25.0.17.78:25","TCP","213.184.15.161","21144","25.0.17.78","25"
"TCP 213.184.15.4:48835->25.0.16.14:25","TCP","213.184.15.4","48835","25.0.16.14","25"
"TCP 213.184.18.20:35548->25.0.15.90:25","TCP","213.184.18.20","35548","25.0.15.90","25"
"TCP 12.166.5.197:42753->25.0.16.25:25","TCP","12.166.5.197","42753","25.0.16.25","25"
"TCP 122.52.201.226:8142->25.0.16.203:25","TCP","122.52.201.226","8142","25.0.16.203","25"
"TCP 80.66.13.167:15127->25.0.16.249:25","TCP","80.66.13.167","15127","25.0.16.249","25"
"TCP 12.166.6.112:64652->25.0.16.74:25","TCP","12.166.6.112","64652","25.0.16.74","25"
"TCP 213.184.15.110:15901->25.0.16.144:25","TCP","213.184.15.110","15901","25.0.16.144","25"
"TCP 213.184.14.230:59299->25.0.16.160:25","TCP","213.184.14.230","59299","25.0.16.160","25"
"TCP 12.166.5.168:37365->25.0.15.122:25","TCP","12.166.5.168","37365","25.0.15.122","25"
"TCP 12.166.6.107:6274->25.0.15.54:25","TCP","12.166.6.107","6274","25.0.15.54","25"
"TCP 80.66.11.45:12571->25.0.16.139:25","TCP","80.66.11.45","12571","25.0.16.139","25"
"TCP 122.52.203.247:64902->25.0.15.80:25","TCP","122.52.203.247","64902","25.0.15.80","25"
"TCP 80.66.10.205:11509->25.0.16.19:25","TCP","80.66.10.205","11509","25.0.16.19","25"
"TCP 12.166.6.44:38581->25.0.15.71:25","TCP","12.166.6.44","38581","25.0.15.71","25"
"TCP 213.184.17.136:48577->25.0.15.171:25","TCP","213.184.17.136","48577","25.0.15.171","25"
"TCP 80.66.11.77:40851->25.0.16.58:25","TCP","80.66.11.77","40851","25.0.16.58","25"
"TCP 213.184.14.177:37516->25.0.17.57:25","TCP","213.184.14.177","37516","25.0.17.57","25"
"TCP 12.166.6.101:17088->25.0.16.14:25","TCP","12.166.6.101","17088","25.0.16.14","25"
"TCP 80.66.11.224:55724->25.0.17.4:25","TCP","80.66.11.224","55724","25.0.17.4","25"
"TCP 213.184.17.242:15544->25.0.15.215:25","TCP","213.184.17.242","15544","25.0.15.215","25"
"TCP 122.52.203.22:8808->25.0.16.126:25","TCP","122.52.203.22","8808","25.0.16.126","25"
"TCP 12.166.6.129:4781->25.0.15.172:25","TCP","12.166.6.129","4781","25.0.15.172","25"
"TCP 80.66.11.56:52582->25.0.17.38:25","TCP","80.66.11.56","52582","25.0.17.38","25"
"TCP 12.166.6.121:35465->25.0.15.206:25","TCP","12.166.6.121","35465","25.0.15.206","25"
"TCP 213.184.18.101:43605->25.0.17.78:25","TCP","213.184.18.101","43605","25.0.17.78","25"
"TCP 213.184.16.107:5087->25.0.15.239:25","TCP","213.184.16.107","5087","25.0.15.239","25"
"TCP 80.66.12.10:45266->25.0.16.16:25","TCP","80.66.12.10","45266","25.0.16.16","25"
"TCP 12.166.5.49:24826->25.0.17.79:25","TCP","12.166.5.49","24826","25.0.17.79","25"
"TCP 12.166.6.2:54519->25.0.17.8:25","TCP","12.166.6.2","54519","25.0.17.8","25"
"TCP 80.66.13.154:28578->25.0.16.240:25","TCP","80.66.13.154","28578","25.0.16.240","25"
"TCP 213.184.16.220:43767->25.0.17.16:25","TCP","213.184.16.220","43767","25.0.17.16","25"
"TCP 12.166.6.146:53490->25.0.16.30:25","TCP","12.166.6.146","53490","25.0.16.30","25"
"TCP 80.66.10.27:50000->25.0.15.252:25","TCP","80.66.10.27","50000","25.0.15.252","25"
"TCP 213.184.17.38:53021->25.0.17.85:25","TCP","213.184.17.38","53021","25.0.17.85","25"
"TCP 213.184.16.101:5292->25.0.15.126:25","TCP","213.184.16.101","5292","25.0.15.126","25"
"TCP 80.66.12.36:54279->25.0.17.78:25","TCP","80.66.12.36","54279","25.0.17.78","25"
"TCP 122.52.220.156:46973->25.0.17.64:25","TCP","122.52.220.156","46973","25.0.17.64","25"
"TCP 122.52.206.159:14841->25.0.16.93:25","TCP","122.52.206.159","14841","25.0.16.93","25"
"TCP 122.52.223.207:62503->25.0.16.158:25","TCP","122.52.223.207","62503","25.0.16.158","25"
"TCP 122.52.212.165:63029->25.0.16.137:25","TCP","122.52.212.165","63029","25.0.16.137","25"
"TCP 122.52.222.246:1403->25.0.17.10:25","TCP","122.52.222.246","1403","25.0.17.10","25"
"TCP 122.52.209.227:63135->25.0.16.196:25","TCP","122.52.209.227","63135","25.0.16.196","25"
"TCP 122.52.225.11:10337->25.0.15.65:25","TCP","122.52.225.11","10337","25.0.15.65","25"
"TCP 122.52.203.101:12731->25.0.15.53:25","TCP","122.52.203.101","12731","25.0.15.53","25"
"TCP 122.52.212.87:43694->25.0.15.244:25","TCP","122.52.212.87","43694","25.0.15.244","25"
"TCP 122.52.213.176:64675->25.0.15.177:25","TCP","122.52.213.176","64675","25.0.15.177","25"
"TCP 213.184.14.197:62880->25.0.16.242:25","TCP","213.184.14.197","62880","25.0.16.242","25"
"TCP 12.166.5.138:54988->25.0.15.234:25","TCP","12.166.5.138","54988","25.0.15.234","25"
"TCP 80.66.14.125:10651->25.0.16.251:25","TCP","80.66.14.125","10651","25.0.16.251","25"
"TCP 213.184.15.164:10456->25.0.15.94:25","TCP","213.184.15.164","10456","25.0.15.94","25"
"TCP 80.66.13.89:47663->25.0.17.16:25","TCP","80.66.13.89","47663","25.0.17.16","25"
"TCP 213.184.16.128:20795->25.0.15.209:25","TCP","213.184.16.128","20795","25.0.15.209","25"
"TCP 213.184.17.75:29304->25.0.17.4:25","TCP","213.184.17.75","29304","25.0.17.4","25"
"TCP 12.166.6.160:23407->25.0.15.51:25","TCP","12.166.6.160","23407","25.0.15.51","25"
"TCP 12.166.5.79:64799->25.0.16.177:25","TCP","12.166.5.79","64799","25.0.16.177","25"
"TCP 80.66.12.65:29075->25.0.16.176:25","TCP","80.66.12.65","29075","25.0.16.176","25"
"TCP 12.166.5.190:48499->25.0.16.185:25","TCP","12.166.5.190","48499","25.0.16.185","25"
"TCP 12.166.5.47:39357->25.0.16.98:25","TCP","12.166.5.47","39357","25.0.16.98","25"
"TCP 213.184.16.183:29217->25.0.15.107:25","TCP","213.184.16.183","29217","25.0.15.107","25"
"TCP 213.184.17.53:48300->25.0.16.75:25","TCP","213.184.17.53","48300","25.0.16.75","25"
"TCP 12.166.5.154:6835->25.0.16.217:25","TCP","12.166.5.154","6835","25.0.16.217","25"
"TCP 80.66.11.236:14873->25.0.16.88:25","TCP","80.66.11.236","14873","25.0.16.88","25"
"TCP 12.166.5.85:31066->25.0.16.124:25","TCP","12.166.5.85","31066","25.0.16.124","25"
"TCP 80.66.13.26:54250->25.0.15.162:25","TCP","80.66.13.26","54250","25.0.15.162","25"
"TCP 213.184.14.243:29757->25.0.15.132:25","TCP","213.184.14.243","29757","25.0.15.132","25"
"TCP 12.166.5.215:61004->25.0.16.90:25","TCP","12.166.5.215","61004","25.0.16.90","25"
"TCP 80.66.12.108:38052->25.0.15.132:25","TCP","80.66.12.108","38052","25.0.15.132","25"
"TCP 122.52.199.126:27275->25.0.17.66:25","TCP","122.52.199.126","27275","25.0.17.66","25"
"TCP 122.52.226.247:5709->25.0.16.100:25","TCP","122.52.226.247","5709","25.0.16.100","25"
"TCP 80.66.14.130:4036->25.0.16.248:25","TCP","80.66.14.130","4036","25.0.16.248","25"
"TCP 80.66.10.14:20941->25.0.15.127:25","TCP","80.66.10.14","20941","25.0.15.127","25"
"TCP 122.52.223.112:35979->25.0.15.251:25","TCP","122.52.223.112","35979","25.0.15.251","25"
"TCP 213.184.16.71:24871->25.0.16.69:25","TCP","213.184.16.71","24871","25.0.16.69","25"
"TCP 12.166.5.247:14047->25.0.15.59:25","TCP","12.166.5.247","14047","25.0.15.59","25"
"TCP 80.66.10.0:2797->25.0.16.136:25","TCP","80.66.10.0","2797","25.0.16.136","25"
"TCP 122.52.215.235:41533->25.0.15.69:25","TCP","122.52.215.235","41533","25.0.15.69","25"
"TCP 12.166.5.196:64756->25.0.17.71:25","TCP","12.166.5.196","64756","25.0.17.71","25"
"TCP 122.52.201.146:55630->25.0.15.118:25","TCP","122.52.201.146","55630","25.0.15.118","25"
"TCP 213.184.17.98:1627->25.0.15.243:25","TCP","213.184.17.98","1627","25.0.15.243","25"
"TCP 122.52.214.81:8848->25.0.16.113:25","TCP","122.52.214.81","8848","25.0.16.113","25"
"TCP 122.52.218.165:15780->25.0.16.199:25","TCP","122.52.218.165","15780","25.0.16.199","25"
"TCP 122.52.204.221:38598->25.0.15.212:25","TCP","122.52.204.221","38598","25.0.15.212","25"
"TCP 80.66.13.56:29470->25.0.16.120:25","TCP","80.66.13.56","29470","25.0.16.120","25"
"TCP 213.184.17.134:15525->25.0.15.61:25","TCP","213.184.17.134","15525","25.0.15.61","25"
"TCP 122.52.213.211:16367->25.0.15.158:25","TCP","122.52.213.211","16367","25.0.15.158","25"
"TCP 122.52.226.202:60911->25.0.15.66:25","TCP","122.52.226.202","60911","25.0.15.66","25"
"TCP 213.184.18.11:45152->25.0.16.172:25","TCP","213.184.18.11","45152","25.0.16.172","25"
"TCP 12.166.6.81:11509->25.0.16.106:25","TCP","12.166.6.81","11509","25.0.16.106","25"
"TCP 12.166.5.192:27361->25.0.16.192:25","TCP","12.166.5.192","27361","25.0.16.192","25"
"TCP 12.166.5.168:6865->25.0.16.162:25","TCP","12.166.5.168","6865","25.0.16.162","25"
"TCP 80.66.12.9:3582->25.0.15.197:25","TCP","80.66.12.9","3582","25.0.15.197","25"
"TCP 80.66.14.112:9673->25.0.16.134:25","TCP","80.66.14.112","9673","25.0.16.134","25"
"TCP 80.66.11.27:9730->25.0.16.242:25","TCP","80.66.11.27","9730","25.0.16.242","25"
"TCP 213.184.15.8:10637->25.0.17.36:25","TCP","213.184.15.8","10637","25.0.17.36","25"
"TCP 213.184.16.10:59000->25.0.16.28:25","TCP","213.184.16.10","59000","25.0.16.28","25"
"TCP 213.184.16.96:30171->25.0.16.32:25","TCP","213.184.16.96","30171","25.0.16.32","25"
"TCP 213.184.17.68:39012->25.0.15.114:25","TCP","213.184.17.68","39012","25.0.15.114","25"
"TCP 12.166.5.197:62767->25.0.15.152:25","TCP","12.166.5.197","62767","25.0.15.152","25"
"TCP 12.166.6.133:8393->25.0.17.29:25","TCP","12.166.6.133","8393","25.0.17.29","25"
"TCP 80.66.14.148:26108->25.0.16.49:25","TCP","80.66.14.148","26108","25.0.16.49","25"
"TCP 122.52.224.53:61685->25.0.16.149:25","TCP","122.52.224.53","61685","25.0.16.149","25"
"TCP 80.66.10.161:62012->25.0.17.27:25","TCP","80.66.10.161","62012","25.0.17.27","25"
"TCP 213.184.14.191:35339->25.0.17.47:25","TCP","213.184.14.191","35339","25.0.17.47","25"
"TCP 122.52.210.244:45733->25.0.16.73:25","TCP","122.52.210.244","45733","25.0.16.73","25"
"TCP 12.166.5.173:25412->25.0.17.76:25","TCP","12.166.5.173","25412","25.0.17.76","25"
"TCP 80.66.11.216:23714->25.0.15.113:25","TCP","80.66.11.216","23714","25.0.15.113","25"
"TCP 122.52.202.254:9434->25.0.16.20:25","TCP","122.52.202.254","9434","25.0.16.20","25"
"TCP 122.52.226.8:54449->25.0.16.217:25","TCP","122.52.226.8","54449","25.0.16.217","25"
"TCP 122.52.214.149:13092->25.0.17.68:25","TCP","122.52.214.149","13092","25.0.17.68","25"
"TCP 80.66.14.48:48927->25.0.15.73:25","TCP","80.66.14.48","48927","25.0.15.73","25"
"TCP 80.66.11.146:33518->25.0.16.12:25","TCP","80.66.11.146","33518","25.0.16.12","25"
"TCP 12.166.5.152:60527->25.0.16.166:25","TCP","12.166.5.152","60527","25.0.16.166","25"
"TCP 213.184.18.190:53160->25.0.15.99:25","TCP","213.184.18.190","53160","25.0.15.99","25"
"TCP 12.166.5.196:61174->25.0.16.77:25","TCP","12.166.5.196","61174","25.0.16.77","25"
"TCP 213.184.14.233:53068->25.0.15.164:25","TCP","213.184.14.233","53068","25.0.15.164","25"
"TCP 12.166.5.229:21977->25.0.17.86:25","TCP","12.166.5.229","21977","25.0.17.86","25"
"TCP 80.66.13.156:42053->25.0.16.122:25","TCP","80.66.13.156","42053","25.0.16.122","25"
"TCP 213.184.17.164:40456->25.0.16.169:25","TCP","213.184.17.164","40456","25.0.16.169","25"
"TCP 12.166.6.146:15481->25.0.15.237:25","TCP","12.166.6.146","15481","25.0.15.237","25"
"TCP 80.66.13.200:54295->25.0.16.210:25","TCP","80.66.13.200","54295","25.0.16.210","25"
"TCP 213.184.18.137:20558->25.0.15.227:25","TCP","213.184.18.137","20558","25.0.15.227","25"
"TCP 80.66.13.49:38405->25.0.17.10:25","TCP","80.66.13.49","38405","25.0.17.10","25"
"TCP 213.184.15.190:5522->25.0.17.60:25","TCP","213.184.15.190","5522","25.0.17.60","25"
"TCP 12.166.6.86:34448->25.0.16.5:25","TCP","12.166.6.86","34448","25.0.16.5","25"
"TCP 12.166.5.239:40628->25.0.17.37:25","TCP","12.166.5.239","40628","25.0.17.37","25"
"TCP 80.66.13.34:2951->25.0.16.96:25","TCP","80.66.13.34","2951","25.0.16.96","25"
"TCP 12.166.5.141:62046->25.0.17.29:25","TCP","12.166.5.141","62046","25.0.17.29","25"
"TCP 80.66.12.128:4011->25.0.16.122:25","TCP","80.66.12.128","4011","25.0.16.122","25"
"TCP 213.184.17.88:40872->25.0.15.124:25","TCP","213.184.17.88","40872","25.0.15.124","25"
"TCP 80.66.11.13:51298->25.0.15.210:25","TCP","80.66.11.13","51298","25.0.15.210","25"
"TCP 213.184.16.190:33484->25.0.16.252:25","TCP","213.184.16.190","33484","25.0.16.252","25"
"TCP 80.66.12.103:27749->25.0.16.170:25","TCP","80.66.12.103","27749","25.0.16.170","25"
"TCP 213.184.14.28:59115->25.0.15.81:25","TCP","213.184.14.28","59115","25.0.15.81","25"
"TCP 213.184.16.167:11507->25.0.15.238:25","TCP","213.184.16.167","11507","25.0.15.238","25"
"TCP 12.166.5.193:18572->25.0.15.247:25","TCP","12.166.5.193","18572","25.0.15.247","25"
"TCP 12.166.5.178:64388->25.0.15.86:25","TCP","12.166.5.178","64388","25.0.15.86","25"
"TCP 12.166.6.41:6019->25.0.16.100:25","TCP","12.166.6.41","6019","25.0.16.100","25"
"TCP 122.52.214.236:37779->25.0.15.150:25","TCP","122.52.214.236","37779","25.0.15.150","25"
"TCP 122.52.211.56:54977->25.0.15.117:25","TCP","122.52.211.56","54977","25.0.15.117","25"
"TCP 122.52.221.117:43906->25.0.15.238:25","TCP","122.52.221.117","43906","25.0.15.238","25"
"TCP 122.52.212.6:2053->25.0.16.46:25","TCP","122.52.212.6","2053","25.0.16.46","25"
"TCP 122.52.200.237:2509->25.0.16.162:25","TCP","122.52.200.237","2509","25.0.16.162","25"
"TCP 122.52.207.52:34674->25.0.16.151:25","TCP","122.52.207.52","34674","25.0.16.151","25"
"TCP 122.52.224.15:51855->25.0.16.9:25","TCP","122.52.224.15","51855","25.0.16.9","25"
"TCP 122.52.227.73:42234->25.0.16.84:25","TCP","122.52.227.73","42234","25.0.16.84","25"
"TCP 122.52.219.90:6115->25.0.16.244:25","TCP","122.52.219.90","6115","25.0.16.244","25"
"TCP 80.66.10.99:20276->25.0.16.208:25","TCP","80.66.10.99","20276","25.0.16.208","25"
"TCP 213.184.14.75:40477->25.0.16.111:25","TCP","213.184.14.75","40477","25.0.16.111","25"
"TCP 213.184.16.172:24686->25.0.15.96:25","TCP","213.184.16.172","24686","25.0.15.96","25"
"TCP 80.66.9.221:42643->25.0.16.87:25","TCP","80.66.9.221","42643","25.0.16.87","25"
"TCP 12.166.5.236:58038->25.0.16.126:25","TCP","12.166.5.236","58038","25.0.16.126","25"
"TCP 12.166.5.76:46989->25.0.15.222:25","TCP","12.166.5.76","46989","25.0.15.222","25"
"TCP 80.66.13.119:32819->25.0.17.2:25","TCP","80.66.13.119","32819","25.0.17.2","25"
"TCP 12.166.6.134:18322->25.0.15.90:25","TCP","12.166.6.134","18322","25.0.15.90","25"
"TCP 213.184.16.117:33793->25.0.15.88:25","TCP","213.184.16.117","33793","25.0.15.88","25"
"TCP 12.166.5.231:55231->25.0.16.228:25","TCP","12.166.5.231","55231","25.0.16.228","25"
"TCP 80.66.10.100:58480->25.0.17.79:25","TCP","80.66.10.100","58480","25.0.17.79","25"
"TCP 213.184.16.67:47850->25.0.15.189:25","TCP","213.184.16.67","47850","25.0.15.189","25"
"TCP 12.166.6.25:21369->25.0.16.122:25","TCP","12.166.6.25","21369","25.0.16.122","25"
"TCP 80.66.12.186:34097->25.0.17.37:25","TCP","80.66.12.186","34097","25.0.17.37","25"
"TCP 12.166.5.116:5366->25.0.16.52:25","TCP","12.166.5.116","5366","25.0.16.52","25"
"TCP 80.66.13.162:46309->25.0.16.194:25","TCP","80.66.13.162","46309","25.0.16.194","25"
"TCP 12.166.6.78:6627->25.0.17.26:25","TCP","12.166.6.78","6627","25.0.17.26","25"
"TCP 213.184.14.148:44461->25.0.16.200:25","TCP","213.184.14.148","44461","25.0.16.200","25"
"TCP 213.184.17.242:49388->25.0.16.20:25","TCP","213.184.17.242","49388","25.0.16.20","25"
"TCP 213.184.17.18:21287->25.0.16.89:25","TCP","213.184.17.18","21287","25.0.16.89","25"
"TCP 122.52.225.223:62394->25.0.15.235:25","TCP","122.52.225.223","62394","25.0.15.235","25"
"TCP 12.166.5.66:44946->25.0.17.24:25","TCP","12.166.5.66","44946","25.0.17.24","25"
"TCP 80.66.9.239:51959->25.0.15.99:25","TCP","80.66.9.239","51959","25.0.15.99","25"
"TCP 122.52.225.2:57981->25.0.17.90:25","TCP","122.52.225.2","57981","25.0.17.90","25"
"TCP 122.52.203.47:58497->25.0.15.150:25","TCP","122.52.203.47","58497","25.0.15.150","25"
"TCP 213.184.16.160:16412->25.0.16.38:25","TCP","213.184.16.160","16412","25.0.16.38","25"
"TCP 80.66.13.226:53685->25.0.16.8:25","TCP","80.66.13.226","53685","25.0.16.8","25"
"TCP 80.66.10.213:15648->25.0.15.207:25","TCP","80.66.10.213","15648","25.0.15.207","25"
"TCP 122.52.214.163:30170->25.0.16.204:25","TCP","122.52.214.163","30170","25.0.16.204","25"
"TCP 122.52.200.194:18459->25.0.16.156:25","TCP","122.52.200.194","18459","25.0.16.156","25"
"TCP 12.166.6.102:21960->25.0.15.54:25","TCP","12.166.6.102","21960","25.0.15.54","25"
"TCP 213.184.16.201:47523->25.0.15.253:25","TCP","213.184.16.201","47523","25.0.15.253","25"
"TCP 122.52.202.73:33230->25.0.15.185:25","TCP","122.52.202.73","33230","25.0.15.185","25"
"TCP 12.166.6.36:50427->25.0.15.83:25","TCP","12.166.6.36","50427","25.0.15.83","25"
"TCP 122.52.220.203:24070->25.0.16.191:25","TCP","122.52.220.203","24070","25.0.16.191","25"
"TCP 122.52.203.0:61940->25.0.16.121:25","TCP","122.52.203.0","61940","25.0.16.121","25"
"TCP 122.52.209.253:47129->25.0.17.9:25","TCP","122.52.209.253","47129","25.0.17.9","25"
"TCP 80.66.13.30:55612->25.0.16.158:25","TCP","80.66.13.30","55612","25.0.16.158","25"
"TCP 213.184.15.9:27726->25.0.16.133:25","TCP","213.184.15.9","27726","25.0.16.133","25"
"TCP 213.184.17.35:25021->25.0.15.129:25","TCP","213.184.17.35","25021","25.0.15.129","25"
"TCP 122.52.202.151:29274->25.0.16.82:25","TCP","122.52.202.151","29274","25.0.16.82","25"
"TCP 80.66.12.133:56528->25.0.15.223:25","TCP","80.66.12.133","56528","25.0.15.223","25"
"TCP 12.166.6.150:21314->25.0.16.72:25","TCP","12.166.6.150","21314","25.0.16.72","25"
"TCP 12.166.5.113:4589->25.0.17.30:25","TCP","12.166.5.113","4589","25.0.17.30","25"
"TCP 213.184.17.205:3601->25.0.15.176:25","TCP","213.184.17.205","3601","25.0.15.176","25"
"TCP 80.66.14.58:2452->25.0.17.61:25","TCP","80.66.14.58","2452","25.0.17.61","25"
"TCP 12.166.5.30:23319->25.0.15.205:25","TCP","12.166.5.30","23319","25.0.15.205","25"
"TCP 213.184.17.186:63938->25.0.16.47:25","TCP","213.184.17.186","63938","25.0.16.47","25"
"TCP 213.184.14.246:23121->25.0.15.151:25","TCP","213.184.14.246","23121","25.0.15.151","25"
"TCP 80.66.11.15:11902->25.0.16.100:25","TCP","80.66.11.15","11902","25.0.16.100","25"
"TCP 12.166.5.146:60784->25.0.15.85:25","TCP","12.166.5.146","60784","25.0.15.85","25"
"TCP 80.66.12.57:11446->25.0.16.142:25","TCP","80.66.12.57","11446","25.0.16.142","25"
"TCP 12.166.6.49:25646->25.0.17.72:25","TCP","12.166.6.49","25646","25.0.17.72","25"
"TCP 122.52.205.162:21386->25.0.16.15:25","TCP","122.52.205.162","21386","25.0.16.15","25"
"TCP 80.66.11.119:65175->25.0.17.86:25","TCP","80.66.11.119","65175","25.0.17.86","25"
"TCP 12.166.5.122:28048->25.0.16.250:25","TCP","12.166.5.122","28048","25.0.16.250","25"
"TCP 80.66.11.160:2273->25.0.17.76:25","TCP","80.66.11.160","2273","25.0.17.76","25"
"TCP 213.184.14.241:44144->25.0.16.220:25","TCP","213.184.14.241","44144","25.0.16.220","25"
"TCP 122.52.217.197:54248->25.0.16.104:25","TCP","122.52.217.197","54248","25.0.16.104","25"
"TCP 213.184.14.250:47357->25.0.16.91:25","TCP","213.184.14.250","47357","25.0.16.91","25"
"TCP 122.52.204.99:57304->25.0.16.64:25","TCP","122.52.204.99","57304","25.0.16.64","25"
"TCP 12.166.5.147:28156->25.0.15.181:25","TCP","12.166.5.147","28156","25.0.15.181","25"
"TCP 80.66.12.84:11268->25.0.16.230:25","TCP","80.66.12.84","11268","25.0.16.230","25"
"TCP 80.66.10.138:48865->25.0.15.86:25","TCP","80.66.10.138","48865","25.0.15.86","25"
"TCP 12.166.6.81:20286->25.0.17.12:25","TCP","12.166.6.81","20286","25.0.17.12","25"
"TCP 213.184.16.14:32086->25.0.16.133:25","TCP","213.184.16.14","32086","25.0.16.133","25"
"TCP 12.166.5.173:20011->25.0.16.222:25","TCP","12.166.5.173","20011","25.0.16.222","25"
"TCP 213.184.17.212:25689->25.0.16.164:25","TCP","213.184.17.212","25689","25.0.16.164","25"
"TCP 80.66.10.131:8480->25.0.17.63:25","TCP","80.66.10.131","8480","25.0.17.63","25"
"TCP 213.184.18.135:60488->25.0.16.88:25","TCP","213.184.18.135","60488","25.0.16.88","25"
"TCP 12.166.6.131:1397->25.0.16.164:25","TCP","12.166.6.131","1397","25.0.16.164","25"
"TCP 80.66.13.189:9151->25.0.16.11:25","TCP","80.66.13.189","9151","25.0.16.11","25"
"TCP 213.184.14.208:13185->25.0.15.59:25","TCP","213.184.14.208","13185","25.0.15.59","25"
"TCP 80.66.9.209:27472->25.0.15.146:25","TCP","80.66.9.209","27472","25.0.15.146","25"
"TCP 213.184.16.147:32728->25.0.16.193:25","TCP","213.184.16.147","32728","25.0.16.193","25"
"TCP 12.166.6.158:11512->25.0.16.23:25","TCP","12.166.6.158","11512","25.0.16.23","25"
"TCP 122.52.207.163:56612->25.0.17.86:25","TCP","122.52.207.163","56612","25.0.17.86","25"
"TCP 122.52.219.184:51402->25.0.16.231:25","TCP","122.52.219.184","51402","25.0.16.231","25"
"TCP 122.52.213.79:50651->25.0.17.90:25","TCP","122.52.213.79","50651","25.0.17.90","25"
"TCP 122.52.224.28:33709->25.0.16.154:25","TCP","122.52.224.28","33709","25.0.16.154","25"
"TCP 122.52.203.149:6668->25.0.15.67:25","TCP","122.52.203.149","6668","25.0.15.67","25"
"TCP 122.52.223.234:40772->25.0.16.4:25","TCP","122.52.223.234","40772","25.0.16.4","25"
"TCP 122.52.213.234:26185->25.0.16.56:25","TCP","122.52.213.234","26185","25.0.16.56","25"
"TCP 122.52.206.173:4133->25.0.17.53:25","TCP","122.52.206.173","4133","25.0.17.53","25"
"TCP 122.52.213.211:45386->25.0.15.125:25","TCP","122.52.213.211","45386","25.0.15.125","25"
"TCP 122.52.218.66:61216->25.0.15.58:25","TCP","122.52.218.66","61216","25.0.15.58","25"
"TCP 12.166.5.76:11934->25.0.17.91:25","TCP","12.166.5.76","11934","25.0.17.91","25"
"TCP 80.66.12.93:6815->25.0.16.198:25","TCP","80.66.12.93","6815","25.0.16.198","25"
"TCP 12.166.6.136:28347->25.0.16.152:25","TCP","12.166.6.136","28347","25.0.16.152","25"
"TCP 213.184.16.177:27119->25.0.17.16:25","TCP","213.184.16.177","27119","25.0.17.16","25"
"TCP 12.166.6.87:51971->25.0.16.138:25","TCP","12.166.6.87","51971","25.0.16.138","25"
"TCP 213.184.14.161:45537->25.0.16.29:25","TCP","213.184.14.161","45537","25.0.16.29","25"
"TCP 12.166.5.189:27482->25.0.16.115:25","TCP","12.166.5.189","27482","25.0.16.115","25"
"TCP 80.66.12.241:2412->25.0.15.212:25","TCP","80.66.12.241","2412","25.0.15.212","25"
"TCP 213.184.15.97:22948->25.0.15.51:25","TCP","213.184.15.97","22948","25.0.15.51","25"
"TCP 213.184.15.148:36531->25.0.16.14:25","TCP","213.184.15.148","36531","25.0.16.14","25"
"TCP 12.166.5.92:36167->25.0.16.107:25","TCP","12.166.5.92","36167","25.0.16.107","25"
"TCP 80.66.11.183:65085->25.0.15.140:25","TCP","80.66.11.183","65085","25.0.15.140","25"
"TCP 12.166.6.160:54392->25.0.16.150:25","TCP","12.166.6.160","54392","25.0.16.150","25"
