"original","protocol","sip","sport","dip","dport"
"TCP 122.52.43.203:58160->25.0.3.62:25","TCP","122.52.43.203","58160","25.0.3.62","25"
"TCP 12.166.1.215:3417->25.0.3.124:25","TCP","12.166.1.215","3417","25.0.3.124","25"
"TCP 80.66.4.118:46178->25.0.3.122:25","TCP","80.66.4.118","46178","25.0.3.122","25"
"TCP 80.66.13.99:62331->25.0.15.238:25","TCP","80.66.13.99","62331","25.0.15.238","25"
"TCP 80.66.4.20:12574->25.0.2.133:25","TCP","80.66.4.20","12574","25.0.2.133","25"
"TCP 12.166.0.152:6585->25.0.3.51:25","TCP","12.166.0.152","6585","25.0.3.51","25"
"TCP 122.52.204.119:31562->25.0.15.126:25","TCP","122.52.204.119","31562","25.0.15.126","25"
"TCP 213.184.17.105:51930->25.0.15.200:25","TCP","213.184.17.105","51930","25.0.15.200","25"
"TCP 80.66.2.233:19391->25.0.4.4:25","TCP","80.66.2.233","19391","25.0.4.4","25"
"TCP 12.166.1.21:61409->25.0.3.154:25","TCP","12.166.1.21","61409","25.0.3.154","25"
"TCP 80.66.1.116:40527->25.0.4.45:25","TCP","80.66.1.116","40527","25.0.4.45","25"
"TCP 12.166.5.117:46201->25.0.16.41:25","TCP","12.166.5.117","46201","25.0.16.41","25"
"TCP 80.66.11.81:6514->25.0.17.17:25","TCP","80.66.11.81","6514","25.0.17.17","25"
"TCP 12.166.0.176:55490->25.0.3.239:25","TCP","12.166.0.176","55490","25.0.3.239","25"
"TCP 80.66.3.212:27887->25.0.4.60:25","TCP","80.66.3.212","27887","25.0.4.60","25"
"TCP 213.184.3.192:34206->25.0.3.44:25","TCP","213.184.3.192","34206","25.0.3.44","25"
"TCP 213.184.18.20:1507->25.0.15.163:25","TCP","213.184.18.20","1507","25.0.15.163","25"
"TCP 80.66.0.65:38544->25.0.2.97:25","TCP","80.66.0.65","38544","25.0.2.97","25"
"TCP 12.166.1.88:33485->25.0.4.32:25","TCP","12.166.1.88","33485","25.0.4.32","25"
"TCP 12.166.5.172:17960->25.0.16.13:25","TCP","12.166.5.172","17960","25.0.16.13","25"
"TCP 122.52.34.111:28189->25.0.3.30:25","TCP","122.52.34.111","28189","25.0.3.30","25"
"TCP 122.52.30.91:6146->25.0.2.181:25","TCP","122.52.30.91","6146","25.0.2.181","25"
"TCP 80.66.13.90:17846->25.0.15.162:25","TCP","80.66.13.90","17846","25.0.15.162","25"
"TCP 12.166.5.45:65407->25.0.15.52:25","TCP","12.166.5.45","65407","25.0.15.52","25"
"TCP 80.66.13.186:30795->25.0.15.51:25","TCP","80.66.13.186","30795","25.0.15.51","25"
"TCP 213.184.16.238:46944->25.0.15.237:25","TCP","213.184.16.238","46944","25.0.15.237","25"
"TCP 213.184.1.150:9662->25.0.4.11:25","TCP","213.184.1.150","9662","25.0.4.11","25"
"TCP 80.66.12.66:62345->25.0.15.93:25","TCP","80.66.12.66","62345","25.0.15.93","25"
"TCP 213.184.16.220:1985->25.0.16.172:25","TCP","213.184.16.220","1985","25.0.16.172","25"
"TCP 213.184.14.18:27877->25.0.17.89:25","TCP","213.184.14.18","27877","25.0.17.89","25"
"TCP 12.166.5.163:56972->25.0.15.231:25","TCP","12.166.5.163","56972","25.0.15.231","25"
"TCP 12.166.1.221:59502->25.0.3.11:25","TCP","12.166.1.221","59502","25.0.3.11","25"
"TCP 213.184.3.208:23545->25.0.2.232:25","TCP","213.184.3.208","23545","25.0.2.232","25"
"TCP 80.66.11.7:49753->25.0.15.106:25","TCP","80.66.11.7","49753","25.0.15.106","25"
"TCP 12.166.5.107:64673->25.0.15.197:25","TCP","12.166.5.107","64673","25.0.15.197","25"
"TCP 122.52.48.186:46933->25.0.2.45:25","TCP","122.52.48.186","46933","25.0.2.45","25"
"TCP 213.184.17.65:19762->25.0.17.48:25","TCP","213.184.17.65","19762","25.0.17.48","25"
"TCP 80.66.13.71:45413->25.0.15.213:25","TCP","80.66.13.71","45413","25.0.15.213","25"
"TCP 213.184.2.190:64699->25.0.2.214:25","TCP","213.184.2.190","64699","25.0.2.214","25"
"TCP 12.166.0.219:16475->25.0.4.80:25","TCP","12.166.0.219","16475","25.0.4.80","25"
"TCP 12.166.5.102:36746->25.0.17.34:25","TCP","12.166.5.102","36746","25.0.17.34","25"
"TCP 80.66.10.237:46210->25.0.15.78:25","TCP","80.66.10.237","46210","25.0.15.78","25"
"TCP 213.184.18.10:21691->25.0.15.84:25","TCP","213.184.18.10","21691","25.0.15.84","25"
"TCP 12.166.6.4:18106->25.0.16.177:25","TCP","12.166.6.4","18106","25.0.16.177","25"
"TCP 122.52.48.202:40290->25.0.2.167:25","TCP","122.52.48.202","40290","25.0.2.167","25"
"TCP 213.184.14.246:9250->25.0.15.64:25","TCP","213.184.14.246","9250","25.0.15.64","25"
"TCP 80.66.1.25:57196->25.0.3.51:25","TCP","80.66.1.25","57196","25.0.3.51","25"
"TCP 12.166.0.142:31117->25.0.2.160:25","TCP","12.166.0.142","31117","25.0.2.160","25"
"TCP 80.66.0.164:29254->25.0.3.115:25","TCP","80.66.0.164","29254","25.0.3.115","25"
"TCP 12.166.1.79:9684->25.0.3.251:25","TCP","12.166.1.79","9684","25.0.3.251","25"
"TCP 12.166.1.101:17577->25.0.3.127:25","TCP","12.166.1.101","17577","25.0.3.127","25"
"TCP 12.166.5.199:21505->25.0.15.95:25","TCP","12.166.5.199","21505","25.0.15.95","25"
"TCP 80.66.1.153:49581->25.0.4.27:25","TCP","80.66.1.153","49581","25.0.4.27","25"
"TCP 122.52.44.60:44439->25.0.2.118:25","TCP","122.52.44.60","44439","25.0.2.118","25"
"TCP 12.166.1.195:37326->25.0.3.13:25","TCP","12.166.1.195","37326","25.0.3.13","25"
"TCP 213.184.0.149:15660->25.0.3.166:25","TCP","213.184.0.149","15660","25.0.3.166","25"
"TCP 122.52.46.7:15348->25.0.3.162:25","TCP","122.52.46.7","15348","25.0.3.162","25"
"TCP 122.52.44.70:60097->25.0.3.54:25","TCP","122.52.44.70","60097","25.0.3.54","25"
"TCP 12.166.1.66:42523->25.0.2.92:25","TCP","12.166.1.66","42523","25.0.2.92","25"
"TCP 12.166.0.236:29188->25.0.2.198:25","TCP","12.166.0.236","29188","25.0.2.198","25"
"TCP 80.66.1.122:48422->25.0.3.3:25","TCP","80.66.1.122","48422","25.0.3.3","25"
"TCP 12.166.1.155:15895->25.0.4.43:25","TCP","12.166.1.155","15895","25.0.4.43","25"
"TCP 213.184.0.67:33977->25.0.3.16:25","TCP","213.184.0.67","33977","25.0.3.16","25"
"TCP 80.66.1.46:10992->25.0.2.71:25","TCP","80.66.1.46","10992","25.0.2.71","25"
"TCP 12.166.1.59:9509->25.0.3.19:25","TCP","12.166.1.59","9509","25.0.3.19","25"
"TCP 213.184.2.31:29374->25.0.4.4:25","TCP","213.184.2.31","29374","25.0.4.4","25"
"TCP 80.66.1.160:41453->25.0.2.124:25","TCP","80.66.1.160","41453","25.0.2.124","25"
"TCP 122.52.47.159:12521->25.0.3.130:25","TCP","122.52.47.159","12521","25.0.3.130","25"
"TCP 12.166.0.191:45553->25.0.3.232:25","TCP","12.166.0.191","45553","25.0.3.232","25"
"TCP 122.52.33.232:29181->25.0.2.84:25","TCP","122.52.33.232","29181","25.0.2.84","25"
"TCP 80.66.1.119:5740->25.0.2.52:25","TCP","80.66.1.119","5740","25.0.2.52","25"
"TCP 213.184.2.189:6810->25.0.3.25:25","TCP","213.184.2.189","6810","25.0.3.25","25"
"TCP 12.166.1.14:12439->25.0.2.133:25","TCP","12.166.1.14","12439","25.0.2.133","25"
"TCP 213.184.1.160:49196->25.0.3.242:25","TCP","213.184.1.160","49196","25.0.3.242","25"
"TCP 12.166.0.128:52454->25.0.3.53:25","TCP","12.166.0.128","52454","25.0.3.53","25"
"TCP 122.52.41.21:22625->25.0.2.153:25","TCP","122.52.41.21","22625","25.0.2.153","25"
"TCP 80.66.4.107:36074->25.0.2.153:25","TCP","80.66.4.107","36074","25.0.2.153","25"
"TCP 213.184.1.145:9855->25.0.4.23:25","TCP","213.184.1.145","9855","25.0.4.23","25"
"TCP 122.52.42.23:4649->25.0.3.190:25","TCP","122.52.42.23","4649","25.0.3.190","25"
"TCP 12.166.1.152:34297->25.0.4.79:25","TCP","12.166.1.152","34297","25.0.4.79","25"
"TCP 213.184.0.7:59279->25.0.4.41:25","TCP","213.184.0.7","59279","25.0.4.41","25"
"TCP 12.166.1.90:36485->25.0.2.212:25","TCP","12.166.1.90","36485","25.0.2.212","25"
"TCP 80.66.3.210:55504->25.0.2.78:25","TCP","80.66.3.210","55504","25.0.2.78","25"
"TCP 213.184.4.37:16618->25.0.4.13:25","TCP","213.184.4.37","16618","25.0.4.13","25"
"TCP 80.66.0.105:64030->25.0.3.135:25","TCP","80.66.0.105","64030","25.0.3.135","25"
"TCP 213.184.3.74:37117->25.0.4.17:25","TCP","213.184.3.74","37117","25.0.4.17","25"
"TCP 12.166.1.100:22566->25.0.3.141:25","TCP","12.166.1.100","22566","25.0.3.141","25"
"TCP 213.184.1.66:48957->25.0.2.207:25","TCP","213.184.1.66","48957","25.0.2.207","25"
"TCP 12.166.1.120:34211->25.0.3.252:25","TCP","12.166.1.120","34211","25.0.3.252","25"
"TCP 80.66.0.49:9712->25.0.2.236:25","TCP","80.66.0.49","9712","25.0.2.236","25"
"TCP 80.66.2.13:28958->25.0.4.54:25","TCP","80.66.2.13","28958","25.0.4.54","25"
"TCP 12.166.1.186:63197->25.0.2.185:25","TCP","12.166.1.186","63197","25.0.2.185","25"
"TCP 12.166.1.220:54892->25.0.4.40:25","TCP","12.166.1.220","54892","25.0.4.40","25"
"TCP 213.184.3.124:11846->25.0.3.143:25","TCP","213.184.3.124","11846","25.0.3.143","25"
"TCP 122.52.39.13:11830->25.0.4.56:25","TCP","122.52.39.13","11830","25.0.4.56","25"
"TCP 122.52.44.115:14976->25.0.2.226:25","TCP","122.52.44.115","14976","25.0.2.226","25"
"TCP 122.52.32.32:61326->25.0.2.83:25","TCP","122.52.32.32","61326","25.0.2.83","25"
"TCP 80.66.0.191:28897->25.0.2.226:25","TCP","80.66.0.191","28897","25.0.2.226","25"
"TCP 122.52.46.167:3063->25.0.3.187:25","TCP","122.52.46.167","3063","25.0.3.187","25"
"TCP 213.184.3.19:17059->25.0.2.187:25","TCP","213.184.3.19","17059","25.0.2.187","25"
"TCP 213.184.0.244:18068->25.0.3.82:25","TCP","213.184.0.244","18068","25.0.3.82","25"
"TCP 12.166.1.159:50306->25.0.3.218:25","TCP","12.166.1.159","50306","25.0.3.218","25"
"TCP 80.66.0.33:8893->25.0.2.161:25","TCP","80.66.0.33","8893","25.0.2.161","25"
"TCP 80.66.0.138:58400->25.0.3.184:25","TCP","80.66.0.138","58400","25.0.3.184","25"
"TCP 12.166.1.24:51993->25.0.4.5:25","TCP","12.166.1.24","51993","25.0.4.5","25"
"TCP 213.184.4.97:60132->25.0.3.234:25","TCP","213.184.4.97","60132","25.0.3.234","25"
"TCP 12.166.1.7:2046->25.0.3.167:25","TCP","12.166.1.7","2046","25.0.3.167","25"
"TCP 12.166.1.113:39687->25.0.2.209:25","TCP","12.166.1.113","39687","25.0.2.209","25"
"TCP 122.52.31.110:15945->25.0.2.223:25","TCP","122.52.31.110","15945","25.0.2.223","25"
"TCP 122.52.48.40:42294->25.0.3.110:25","TCP","122.52.48.40","42294","25.0.3.110","25"
"TCP 213.184.2.149:4460->25.0.3.10:25","TCP","213.184.2.149","4460","25.0.3.10","25"
"TCP 80.66.3.161:10225->25.0.3.232:25","TCP","80.66.3.161","10225","25.0.3.232","25"
"TCP 12.166.0.176:36993->25.0.4.81:25","TCP","12.166.0.176","36993","25.0.4.81","25"
"TCP 80.66.0.244:10076->25.0.3.205:25","TCP","80.66.0.244","10076","25.0.3.205","25"
"TCP 12.166.1.239:40981->25.0.2.116:25","TCP","12.166.1.239","40981","25.0.2.116","25"
"TCP 80.66.0.22:25662->25.0.3.166:25","TCP","80.66.0.22","25662","25.0.3.166","25"
"TCP 213.184.2.53:11518->25.0.3.82:25","TCP","213.184.2.53","11518","25.0.3.82","25"
"TCP 12.166.1.115:31133->25.0.4.57:25","TCP","12.166.1.115","31133","25.0.4.57","25"
"TCP 213.184.3.22:30342->25.0.3.216:25","TCP","213.184.3.22","30342","25.0.3.216","25"
"TCP 12.166.0.209:3141->25.0.2.229:25","TCP","12.166.0.209","3141","25.0.2.229","25"
"TCP 122.52.35.52:44218->25.0.3.204:25","TCP","122.52.35.52","44218","25.0.3.204","25"
"TCP 12.166.1.114:64053->25.0.3.85:25","TCP","12.166.1.114","64053","25.0.3.85","25"
"TCP 80.66.2.61:3155->25.0.3.230:25","TCP","80.66.2.61","3155","25.0.3.230","25"
"TCP 12.166.0.220:17663->25.0.4.6:25","TCP","12.166.0.220","17663","25.0.4.6","25"
"TCP 80.66.1.229:35094->25.0.2.188:25","TCP","80.66.1.229","35094","25.0.2.188","25"
"TCP 12.166.0.104:31911->25.0.2.246:25","TCP","12.166.0.104","31911","25.0.2.246","25"
"TCP 80.66.1.55:60434->25.0.2.86:25","TCP","80.66.1.55","60434","25.0.2.86","25"
"TCP 80.66.4.52:45504->25.0.3.92:25","TCP","80.66.4.52","45504","25.0.3.92","25"
"TCP 12.166.0.175:1268->25.0.2.193:25","TCP","12.166.0.175","1268","25.0.2.193","25"
"TCP 12.166.1.173:64484->25.0.2.197:25","TCP","12.166.1.173","64484","25.0.2.197","25"
"TCP 80.66.4.190:50610->25.0.3.155:25","TCP","80.66.4.190","50610","25.0.3.155","25"
"TCP 213.184.0.121:56704->25.0.3.200:25","TCP","213.184.0.121","56704","25.0.3.200","25"
"TCP 12.166.0.136:60226->25.0.3.4:25","TCP","12.166.0.136","60226","25.0.3.4","25"
"TCP 80.66.3.29:27387->25.0.4.46:25","TCP","80.66.3.29","27387","25.0.4.46","25"
"TCP 122.52.42.158:51068->25.0.3.126:25","TCP","122.52.42.158","51068","25.0.3.126","25"
"TCP 122.52.40.215:41377->25.0.2.176:25","TCP","122.52.40.215","41377","25.0.2.176","25"
"TCP 122.52.30.96:44852->25.0.4.58:25","TCP","122.52.30.96","44852","25.0.4.58","25"
"TCP 213.184.1.67:12301->25.0.4.21:25","TCP","213.184.1.67","12301","25.0.4.21","25"
"TCP 12.166.0.160:44297->25.0.3.180:25","TCP","12.166.0.160","44297","25.0.3.180","25"
"TCP 213.184.1.182:37956->25.0.3.72:25","TCP","213.184.1.182","37956","25.0.3.72","25"
"TCP 122.52.33.251:34553->25.0.3.65:25","TCP","122.52.33.251","34553","25.0.3.65","25"
"TCP 213.184.3.200:12291->25.0.4.17:25","TCP","213.184.3.200","12291","25.0.4.17","25"
"TCP 12.166.0.103:61935->25.0.3.231:25","TCP","12.166.0.103","61935","25.0.3.231","25"
"TCP 122.52.54.91:53226->25.0.2.52:25","TCP","122.52.54.91","53226","25.0.2.52","25"
"TCP 80.66.0.229:26467->25.0.2.138:25","TCP","80.66.0.229","26467","25.0.2.138","25"
"TCP 12.166.0.250:33781->25.0.3.166:25","TCP","12.166.0.250","33781","25.0.3.166","25"
"TCP 80.66.0.70:42257->25.0.2.164:25","TCP","80.66.0.70","42257","25.0.2.164","25"
"TCP 12.166.1.9:25858->25.0.2.51:25","TCP","12.166.1.9","25858","25.0.2.51","25"
"TCP 12.166.1.208:59245->25.0.2.50:25","TCP","12.166.1.208","59245","25.0.2.50","25"
"TCP 80.66.4.199:59048->25.0.2.182:25","TCP","80.66.4.199","59048","25.0.2.182","25"
"TCP 122.52.34.164:51747->25.0.3.220:25","TCP","122.52.34.164","51747","25.0.3.220","25"
"TCP 12.166.0.144:37197->25.0.3.65:25","TCP","12.166.0.144","37197","25.0.3.65","25"
"TCP 122.52.54.32:16027->25.0.3.199:25","TCP","122.52.54.32","16027","25.0.3.199","25"
"TCP 122.52.30.245:53511->25.0.2.156:25","TCP","122.52.30.245","53511","25.0.2.156","25"
"TCP 122.52.56.210:58566->25.0.2.60:25","TCP","122.52.56.210","58566","25.0.2.60","25"
"TCP 12.166.1.107:19426->25.0.3.61:25","TCP","12.166.1.107","19426","25.0.3.61","25"
"TCP 12.166.1.138:47461->25.0.2.220:25","TCP","12.166.1.138","47461","25.0.2.220","25"
"TCP 80.66.4.203:62102->25.0.2.101:25","TCP","80.66.4.203","62102","25.0.2.101","25"
"TCP 213.184.0.77:30501->25.0.3.217:25","TCP","213.184.0.77","30501","25.0.3.217","25"
"TCP 80.66.3.141:22018->25.0.3.88:25","TCP","80.66.3.141","22018","25.0.3.88","25"
"TCP 12.166.0.187:39339->25.0.3.174:25","TCP","12.166.0.187","39339","25.0.3.174","25"
"TCP 213.184.3.227:57844->25.0.3.251:25","TCP","213.184.3.227","57844","25.0.3.251","25"
"TCP 12.166.1.167:48918->25.0.3.148:25","TCP","12.166.1.167","48918","25.0.3.148","25"
"TCP 80.66.3.212:45211->25.0.3.187:25","TCP","80.66.3.212","45211","25.0.3.187","25"
"TCP 122.52.33.232:11317->25.0.2.119:25","TCP","122.52.33.232","11317","25.0.2.119","25"
"TCP 122.52.37.210:40807->25.0.3.102:25","TCP","122.52.37.210","40807","25.0.3.102","25"
"TCP 12.166.0.217:63226->25.0.3.1:25","TCP","12.166.0.217","63226","25.0.3.1","25"
"TCP 80.66.4.214:36019->25.0.4.70:25","TCP","80.66.4.214","36019","25.0.4.70","25"
"TCP 12.166.1.23:64678->25.0.2.70:25","TCP","12.166.1.23","64678","25.0.2.70","25"
"TCP 213.184.0.115:1481->25.0.2.168:25","TCP","213.184.0.115","1481","25.0.2.168","25"
"TCP 12.166.1.115:23426->25.0.3.105:25","TCP","12.166.1.115","23426","25.0.3.105","25"
"TCP 80.66.3.138:23462->25.0.3.23:25","TCP","80.66.3.138","23462","25.0.3.23","25"
"TCP 122.52.33.111:35187->25.0.2.172:25","TCP","122.52.33.111","35187","25.0.2.172","25"
"TCP 122.52.53.85:35590->25.0.3.2:25","TCP","122.52.53.85","35590","25.0.3.2","25"
"TCP 12.166.1.33:2627->25.0.4.87:25","TCP","12.166.1.33","2627","25.0.4.87","25"
"TCP 213.184.0.98:60170->25.0.2.60:25","TCP","213.184.0.98","60170","25.0.2.60","25"
"TCP 213.184.0.99:28349->25.0.2.103:25","TCP","213.184.0.99","28349","25.0.2.103","25"
"TCP 12.166.0.214:56927->25.0.3.14:25","TCP","12.166.0.214","56927","25.0.3.14","25"
"TCP 213.184.0.59:62589->25.0.3.128:25","TCP","213.184.0.59","62589","25.0.3.128","25"
"TCP 80.66.4.216:2951->25.0.3.107:25","TCP","80.66.4.216","2951","25.0.3.107","25"
"TCP 80.66.3.29:20422->25.0.3.120:25","TCP","80.66.3.29","20422","25.0.3.120","25"
"TCP 12.166.1.164:1208->25.0.2.173:25","TCP","12.166.1.164","1208","25.0.2.173","25"
"TCP 213.184.3.188:15762->25.0.3.197:25","TCP","213.184.3.188","15762","25.0.3.197","25"
"TCP 213.184.1.254:54071->25.0.3.172:25","TCP","213.184.1.254","54071","25.0.3.172","25"
"TCP 12.166.0.201:13145->25.0.3.197:25","TCP","12.166.0.201","13145","25.0.3.197","25"
"TCP 80.66.1.228:4993->25.0.2.49:25","TCP","80.66.1.228","4993","25.0.2.49","25"
"TCP 80.66.1.252:50939->25.0.2.223:25","TCP","80.66.1.252","50939","25.0.2.223","25"
"TCP 12.166.1.9:22062->25.0.3.215:25","TCP","12.166.1.9","22062","25.0.3.215","25"
"TCP 12.166.0.159:56379->25.0.2.78:25","TCP","12.166.0.159","56379","25.0.2.78","25"
"TCP 213.184.4.155:62944->25.0.3.184:25","TCP","213.184.4.155","62944","25.0.3.184","25"
"TCP 122.52.199.210:65511->25.0.15.134:25","TCP","122.52.199.210","65511","25.0.15.134","25"
"TCP 122.52.226.219:3430->25.0.15.150:25","TCP","122.52.226.219","3430","25.0.15.150","25"
"TCP 122.52.225.10:43482->25.0.15.211:25","TCP","122.52.225.10","43482","25.0.15.211","25"
"TCP 122.52.225.96:58049->25.0.15.184:25","TCP","122.52.225.96","58049","25.0.15.184","25"
"TCP 122.52.214.97:7671->25.0.16.254:25","TCP","122.52.214.97","7671","25.0.16.254","25"
"TCP 122.52.217.129:20664->25.0.15.68:25","TCP","122.52.217.129","20664","25.0.15.68","25"
"TCP 122.52.205.172:17892->25.0.16.20:25","TCP","122.52.205.172","17892","25.0.16.20","25"
"TCP 80.66.12.49:49243->25.0.16.213:25","TCP","80.66.12.49","49243","25.0.16.213","25"
"TCP 122.52.223.82:25836->25.0.16.34:25","TCP","122.52.223.82","25836","25.0.16.34","25"
"TCP 213.184.16.65:29176->25.0.15.227:25","TCP","213.184.16.65","29176","25.0.15.227","25"
"TCP 80.66.13.144:61520->25.0.17.52:25","TCP","80.66.13.144","61520","25.0.17.52","25"
"TCP 80.66.11.205:34412->25.0.16.167:25","TCP","80.66.11.205","34412","25.0.16.167","25"
"TCP 12.166.5.219:43317->25.0.15.127:25","TCP","12.166.5.219","43317","25.0.15.127","25"
"TCP 122.52.213.233:1672->25.0.16.141:25","TCP","122.52.213.233","1672","25.0.16.141","25"
"TCP 12.166.6.5:1204->25.0.16.190:25","TCP","12.166.6.5","1204","25.0.16.190","25"
"TCP 213.184.18.58:7159->25.0.15.164:25","TCP","213.184.18.58","7159","25.0.15.164","25"
"TCP 213.184.17.107:41798->25.0.17.43:25","TCP","213.184.17.107","41798","25.0.17.43","25"
"TCP 12.166.6.49:35064->25.0.15.83:25","TCP","12.166.6.49","35064","25.0.15.83","25"
"TCP 80.66.10.15:50441->25.0.17.22:25","TCP","80.66.10.15","50441","25.0.17.22","25"
"TCP 122.52.224.28:18461->25.0.16.136:25","TCP","122.52.224.28","18461","25.0.16.136","25"
"TCP 213.184.17.109:45567->25.0.17.54:25","TCP","213.184.17.109","45567","25.0.17.54","25"
"TCP 12.166.5.50:23687->25.0.16.141:25","TCP","12.166.5.50","23687","25.0.16.141","25"
"TCP 80.66.12.20:11263->25.0.16.250:25","TCP","80.66.12.20","11263","25.0.16.250","25"
"TCP 213.184.18.155:8846->25.0.15.246:25","TCP","213.184.18.155","8846","25.0.15.246","25"
"TCP 80.66.12.106:2672->25.0.15.196:25","TCP","80.66.12.106","2672","25.0.15.196","25"
"TCP 12.166.6.0:14240->25.0.16.87:25","TCP","12.166.6.0","14240","25.0.16.87","25"
"TCP 213.184.17.171:53174->25.0.16.28:25","TCP","213.184.17.171","53174","25.0.16.28","25"
"TCP 213.184.15.236:36184->25.0.17.69:25","TCP","213.184.15.236","36184","25.0.17.69","25"
"TCP 12.166.5.62:6737->25.0.16.251:25","TCP","12.166.5.62","6737","25.0.16.251","25"
"TCP 80.66.9.229:7310->25.0.16.32:25","TCP","80.66.9.229","7310","25.0.16.32","25"
"TCP 12.166.6.22:6834->25.0.15.243:25","TCP","12.166.6.22","6834","25.0.15.243","25"
"TCP 80.66.14.145:52771->25.0.15.210:25","TCP","80.66.14.145","52771","25.0.15.210","25"
"TCP 122.52.203.241:35735->25.0.16.128:25","TCP","122.52.203.241","35735","25.0.16.128","25"
"TCP 12.166.5.201:18397->25.0.16.51:25","TCP","12.166.5.201","18397","25.0.16.51","25"
"TCP 213.184.16.104:59648->25.0.16.118:25","TCP","213.184.16.104","59648","25.0.16.118","25"
"TCP 213.184.16.113:34101->25.0.16.252:25","TCP","213.184.16.113","34101","25.0.16.252","25"
"TCP 213.184.14.178:33576->25.0.16.67:25","TCP","213.184.14.178","33576","25.0.16.67","25"
"TCP 12.166.6.68:57636->25.0.16.233:25","TCP","12.166.6.68","57636","25.0.16.233","25"
"TCP 80.66.10.230:45405->25.0.16.211:25","TCP","80.66.10.230","45405","25.0.16.211","25"
"TCP 12.166.5.210:5945->25.0.15.198:25","TCP","12.166.5.210","5945","25.0.15.198","25"
"TCP 80.66.13.191:41802->25.0.16.153:25","TCP","80.66.13.191","41802","25.0.16.153","25"
"TCP 213.184.14.104:55358->25.0.15.110:25","TCP","213.184.14.104","55358","25.0.15.110","25"
"TCP 122.52.204.40:39076->25.0.15.251:25","TCP","122.52.204.40","39076","25.0.15.251","25"
"TCP 122.52.226.183:48970->25.0.15.209:25","TCP","122.52.226.183","48970","25.0.15.209","25"
"TCP 122.52.215.14:51664->25.0.16.251:25","TCP","122.52.215.14","51664","25.0.16.251","25"
"TCP 122.52.220.26:52066->25.0.16.144:25","TCP","122.52.220.26","52066","25.0.16.144","25"
"TCP 122.52.218.243:28839->25.0.15.235:25","TCP","122.52.218.243","28839","25.0.15.235","25"
"TCP 122.52.225.252:45330->25.0.15.76:25","TCP","122.52.225.252","45330","25.0.15.76","25"
"TCP 122.52.218.41:11189->25.0.16.135:25","TCP","122.52.218.41","11189","25.0.16.135","25"
"TCP 122.52.227.93:7201->25.0.16.79:25","TCP","122.52.227.93","7201","25.0.16.79","25"
"TCP 122.52.210.161:16930->25.0.15.116:25","TCP","122.52.210.161","16930","25.0.15.116","25"
"TCP 80.66.10.29:27151->25.0.15.209:25","TCP","80.66.10.29","27151","25.0.15.209","25"
"TCP 213.184.17.12:57097->25.0.17.50:25","TCP","213.184.17.12","57097","25.0.17.50","25"
"TCP 12.166.5.35:56037->25.0.15.173:25","TCP","12.166.5.35","56037","25.0.15.173","25"
"TCP 80.66.10.210:54959->25.0.16.74:25","TCP","80.66.10.210","54959","25.0.16.74","25"
"TCP 213.184.17.163:51176->25.0.15.80:25","TCP","213.184.17.163","51176","25.0.15.80","25"
"TCP 12.166.5.34:44165->25.0.15.68:25","TCP","12.166.5.34","44165","25.0.15.68","25"
"TCP 213.184.17.105:57047->25.0.16.43:25","TCP","213.184.17.105","57047","25.0.16.43","25"
"TCP 80.66.14.79:46896->25.0.15.53:25","TCP","80.66.14.79","46896","25.0.15.53","25"
"TCP 213.184.17.208:26943->25.0.17.29:25","TCP","213.184.17.208","26943","25.0.17.29","25"
"TCP 12.166.5.28:59163->25.0.15.85:25","TCP","12.166.5.28","59163","25.0.15.85","25"
"TCP 80.66.11.1:24982->25.0.15.72:25","TCP","80.66.11.1","24982","25.0.15.72","25"
"TCP 213.184.17.214:21347->25.0.15.106:25","TCP","213.184.17.214","21347","25.0.15.106","25"
"TCP 12.166.5.39:8335->25.0.16.218:25","TCP","12.166.5.39","8335","25.0.16.218","25"
"TCP 213.184.17.140:37215->25.0.15.243:25","TCP","213.184.17.140","37215","25.0.15.243","25"
"TCP 12.166.6.70:1155->25.0.15.78:25","TCP","12.166.6.70","1155","25.0.15.78","25"
"TCP 80.66.14.158:2990->25.0.17.31:25","TCP","80.66.14.158","2990","25.0.17.31","25"
"TCP 12.166.5.147:35293->25.0.16.165:25","TCP","12.166.5.147","35293","25.0.16.165","25"
"TCP 80.66.9.255:7026->25.0.17.81:25","TCP","80.66.9.255","7026","25.0.17.81","25"
"TCP 12.166.5.210:51235->25.0.15.145:25","TCP","12.166.5.210","51235","25.0.15.145","25"
"TCP 80.66.12.250:8255->25.0.15.206:25","TCP","80.66.12.250","8255","25.0.15.206","25"
"TCP 213.184.18.188:17623->25.0.17.44:25","TCP","213.184.18.188","17623","25.0.17.44","25"
"TCP 12.166.5.222:3666->25.0.15.141:25","TCP","12.166.5.222","3666","25.0.15.141","25"
"TCP 213.184.16.19:61113->25.0.15.226:25","TCP","213.184.16.19","61113","25.0.15.226","25"
"TCP 80.66.14.20:20661->25.0.16.45:25","TCP","80.66.14.20","20661","25.0.16.45","25"
"TCP 80.66.12.0:29376->25.0.15.96:25","TCP","80.66.12.0","29376","25.0.15.96","25"
"TCP 122.52.209.218:29337->25.0.15.177:25","TCP","122.52.209.218","29337","25.0.15.177","25"
"TCP 122.52.223.218:23690->25.0.15.211:25","TCP","122.52.223.218","23690","25.0.15.211","25"
