"time","sip","dip","sport","dport","score","rank","original","type","label","y","TP","FP"
"1","1","1",1,1,1,1,"1","1","1",0,0,0
"2016-11-11 22:41:42","80.66.18.21","25.0.19.44",28530,126,4.6234754676581e-09,340,"TCP 80.66.18.21:28530->25.0.19.44:126","TCP","bad",1,0.000144571345959231,1.05799851306742e-09
"2016-11-11 22:41:42","80.66.18.21","25.0.19.44",28530,126,4.6234754676581e-09,340,"TCP 80.66.18.21:28530->25.0.19.44:126","TCP","bad",2,0.000289142691918462,1.05485905160431e-09
"2016-11-11 22:38:24","12.166.7.147","25.0.19.14",47932,69,4.6234754676581e-09,341,"UDP 12.166.7.147:47932->25.0.19.14:69","UDP","bad",3,0.000433714037877693,1.05485905160431e-09
"2016-11-11 22:38:24","12.166.7.147","25.0.19.14",47932,69,4.6234754676581e-09,341,"UDP 12.166.7.147:47932->25.0.19.14:69","UDP","bad",4,0.000578285383836924,1.05171959014121e-09
"2016-11-11 22:37:58","122.52.239.142","25.0.19.70",55320,443,7.99465024187797e-09,539,"TCP 122.52.239.142:55320->25.0.19.70:443","TCP","bad",5,0.000722856729796154,1.6701934983735e-09
"2016-11-11 22:37:58","122.52.239.142","25.0.19.70",55320,443,7.99465024187797e-09,539,"TCP 122.52.239.142:55320->25.0.19.70:443","TCP","bad",6,0.000867428075755385,1.66705403691039e-09
"2016-11-11 22:51:49","122.52.236.28","25.0.18.211",21242,69,7.99465024187797e-09,541,"UDP 122.52.236.28:21242->25.0.18.211:69","UDP","bad",7,0.00101199942171462,1.6701934983735e-09
"2016-11-11 22:51:49","122.52.236.28","25.0.18.211",21242,69,7.99465024187797e-09,541,"UDP 122.52.236.28:21242->25.0.18.211:69","UDP","bad",8,0.00115657076767385,1.66705403691039e-09
"2016-11-11 13:35:38","12.166.3.15","25.0.11.206",12879,443,9.2469509356866e-09,628,"TCP 12.166.3.15:12879->25.0.11.206:443","TCP","bad",9,0.00130114211363308,1.93704772273768e-09
"2016-11-11 13:35:38","12.166.3.15","25.0.11.206",12879,443,9.2469509356866e-09,628,"TCP 12.166.3.15:12879->25.0.11.206:443","TCP","bad",10,0.00144571345959231,1.93390826127458e-09
"2016-11-11 13:35:38","12.166.3.15","25.0.11.206",12879,443,9.2469509356866e-09,628,"TCP 12.166.3.15:12879->25.0.11.206:443","TCP","bad",11,0.00159028480555154,1.93076879981147e-09
"2016-11-11 13:35:38","12.166.3.15","25.0.11.206",12879,443,9.2469509356866e-09,628,"TCP 12.166.3.15:12879->25.0.11.206:443","TCP","bad",12,0.00173485615151077,1.92762933834836e-09
"2016-11-11 22:54:04","213.184.22.197","25.0.18.78",4388,135,9.2469509356866e-09,629,"TCP 213.184.22.197:4388->25.0.18.78:135","TCP","bad",13,0.00187942749747,1.92762933834836e-09
"2016-11-11 22:54:04","213.184.22.197","25.0.18.78",4388,135,9.2469509356866e-09,629,"TCP 213.184.22.197:4388->25.0.18.78:135","TCP","bad",14,0.00202399884342923,1.92448987688525e-09
"2016-11-11 22:54:27","213.184.19.40","25.0.17.152",4351,69,9.2469509356866e-09,630,"UDP 213.184.19.40:4351->25.0.17.152:69","UDP","bad",15,0.00216857018938846,1.92448987688525e-09
"2016-11-11 22:54:27","213.184.19.40","25.0.17.152",4351,69,9.2469509356866e-09,630,"UDP 213.184.19.40:4351->25.0.17.152:69","UDP","bad",16,0.00231314153534769,1.92135041542214e-09
"2016-11-11 13:37:58","12.166.3.17","25.0.12.57",53518,22,9.2469509356866e-09,631,"TCP 12.166.3.17:53518->25.0.12.57:22","TCP","bad",17,0.00245771288130692,1.92135041542214e-09
"2016-11-11 13:37:58","12.166.3.17","25.0.12.57",53518,22,9.2469509356866e-09,631,"TCP 12.166.3.17:53518->25.0.12.57:22","TCP","bad",18,0.00260228422726616,1.91821095395904e-09
"2016-11-11 13:37:58","12.166.3.17","25.0.12.57",53518,22,9.2469509356866e-09,631,"TCP 12.166.3.17:53518->25.0.12.57:22","TCP","bad",19,0.00274685557322539,1.91507149249593e-09
"2016-11-11 13:37:58","12.166.3.17","25.0.12.57",53518,22,9.2469509356866e-09,631,"TCP 12.166.3.17:53518->25.0.12.57:22","TCP","bad",20,0.00289142691918462,1.91193203103282e-09
"2016-11-11 22:52:20","213.184.22.109","25.0.18.92",63856,161,9.2469509356866e-09,632,"UDP 213.184.22.109:63856->25.0.18.92:161","UDP","bad",21,0.00303599826514385,1.91193203103282e-09
"2016-11-11 22:52:20","213.184.22.109","25.0.18.92",63856,161,9.2469509356866e-09,632,"UDP 213.184.22.109:63856->25.0.18.92:161","UDP","bad",22,0.00318056961110308,1.90879256956971e-09
"2016-11-11 22:38:56","80.66.17.246","25.0.18.230",7464,161,9.2469509356866e-09,633,"UDP 80.66.17.246:7464->25.0.18.230:161","UDP","bad",23,0.00332514095706231,1.90879256956971e-09
"2016-11-11 22:38:56","80.66.17.246","25.0.18.230",7464,161,9.2469509356866e-09,633,"UDP 80.66.17.246:7464->25.0.18.230:161","UDP","bad",24,0.00346971230302154,1.9056531081066e-09
"2016-11-11 22:38:44","213.184.20.92","25.0.19.2",61246,111,9.2469509356866e-09,634,"UDP 213.184.20.92:61246->25.0.19.2:111","UDP","bad",25,0.00361428364898077,1.9056531081066e-09
"2016-11-11 22:38:44","213.184.20.92","25.0.19.2",61246,111,9.2469509356866e-09,634,"UDP 213.184.20.92:61246->25.0.19.2:111","UDP","bad",26,0.00375885499494,1.90251364664349e-09
"2016-11-11 22:38:19","12.166.7.106","25.0.17.112",9835,138,9.2469509356866e-09,636,"UDP 12.166.7.106:9835->25.0.17.112:138","UDP","bad",27,0.00390342634089923,1.9056531081066e-09
"2016-11-11 22:38:19","12.166.7.106","25.0.17.112",9835,138,9.2469509356866e-09,636,"UDP 12.166.7.106:9835->25.0.17.112:138","UDP","bad",28,0.00404799768685846,1.90251364664349e-09
"2016-11-11 22:37:55","213.184.20.59","25.0.19.62",58642,123,9.2469509356866e-09,637,"UDP 213.184.20.59:58642->25.0.19.62:123","UDP","bad",29,0.0041925690328177,1.90251364664349e-09
"2016-11-11 22:37:55","213.184.20.59","25.0.19.62",58642,123,9.2469509356866e-09,637,"UDP 213.184.20.59:58642->25.0.19.62:123","UDP","bad",30,0.00433714037877693,1.89937418518039e-09
"2016-11-11 22:52:14","213.184.19.75","25.0.19.126",32893,111,9.2469509356866e-09,640,"UDP 213.184.19.75:32893->25.0.19.126:111","UDP","bad",31,0.00448171172473616,1.9056531081066e-09
