"time","sip","dip","sport","dport","score","rank","original","type","label","y","TP","FP"
"1","1","1",1,1,1,1,"1","1","1",0,0,0
"2016-11-11 22:40:09","122.52.239.168","25.0.18.68",12496,389,4.26297667791873e-09,335,"TCP 122.52.239.168:12496->25.0.18.68:389","TCP","bad",1,0.000144571345959231,1.04230120575188e-09
"2016-11-11 22:40:09","122.52.239.168","25.0.18.68",12496,389,4.26297667791873e-09,335,"TCP 122.52.239.168:12496->25.0.18.68:389","TCP","bad",2,0.000289142691918462,1.03916174428877e-09
"2016-11-11 22:50:38","122.52.247.114","25.0.17.247",45554,389,4.26297667824292e-09,336,"TCP 122.52.247.114:45554->25.0.17.247:389","TCP","bad",3,0.000433714037877693,1.03916174428877e-09
"2016-11-11 22:50:38","122.52.247.114","25.0.17.247",45554,389,4.26297667824292e-09,336,"TCP 122.52.247.114:45554->25.0.17.247:389","TCP","bad",4,0.000578285383836924,1.03602228282567e-09
"2016-11-11 22:41:42","80.66.18.21","25.0.19.44",28530,126,4.73996181851337e-09,365,"TCP 80.66.18.21:28530->25.0.19.44:126","TCP","bad",5,0.000722856729796154,1.12392720379269e-09
"2016-11-11 22:41:42","80.66.18.21","25.0.19.44",28530,126,4.73996181851337e-09,365,"TCP 80.66.18.21:28530->25.0.19.44:126","TCP","bad",6,0.000867428075755385,1.12078774232958e-09
"2016-11-11 22:38:24","12.166.7.147","25.0.19.14",47932,69,4.73996181851337e-09,366,"UDP 12.166.7.147:47932->25.0.19.14:69","UDP","bad",7,0.00101199942171462,1.12078774232958e-09
"2016-11-11 22:38:24","12.166.7.147","25.0.19.14",47932,69,4.73996181851337e-09,366,"UDP 12.166.7.147:47932->25.0.19.14:69","UDP","bad",8,0.00115657076767385,1.11764828086648e-09
"2016-11-11 22:41:58","80.66.16.195","25.0.18.162",18853,514,4.73996181851337e-09,367,"UDP 80.66.16.195:18853->25.0.18.162:514","UDP","bad",9,0.00130114211363308,1.11764828086648e-09
"2016-11-11 22:41:58","80.66.16.195","25.0.18.162",18853,514,4.73996181851337e-09,367,"UDP 80.66.16.195:18853->25.0.18.162:514","UDP","bad",10,0.00144571345959231,1.11450881940337e-09
"2016-11-11 22:55:17","80.66.17.62","25.0.19.72",63618,514,4.73996181851337e-09,368,"UDP 80.66.17.62:63618->25.0.19.72:514","UDP","bad",11,0.00159028480555154,1.11450881940337e-09
"2016-11-11 22:55:17","80.66.17.62","25.0.19.72",63618,514,4.73996181851337e-09,368,"UDP 80.66.17.62:63618->25.0.19.72:514","UDP","bad",12,0.00173485615151077,1.11136935794026e-09
"2016-11-11 22:54:57","80.66.19.134","25.0.18.140",48468,548,4.73996181851337e-09,369,"TCP 80.66.19.134:48468->25.0.18.140:548","TCP","bad",13,0.00187942749747,1.11136935794026e-09
"2016-11-11 22:54:57","80.66.19.134","25.0.18.140",48468,548,4.73996181851337e-09,369,"TCP 80.66.19.134:48468->25.0.18.140:548","TCP","bad",14,0.00202399884342923,1.10822989647715e-09
"2016-11-11 22:52:15","122.52.235.65","25.0.19.29",13721,631,7.26485708274583e-09,487,"TCP 122.52.235.65:13721->25.0.19.29:631","TCP","bad",15,0.00216857018938846,1.4755468876608e-09
