2016-11-11 22:48:56,122.52.232.163,25.0.17.126,37412,5900,0.002034529276264304,261947160,TCP 122.52.232.163:37412->25.0.17.126:5900,TCP
2016-11-11 22:48:56,122.52.232.163,25.0.17.126,37412,5900,0.002034529276264304,261947160,TCP 122.52.232.163:37412->25.0.17.126:5900,TCP
2016-11-11 22:49:11,122.52.254.48,25.0.17.126,44140,80,0.002048327783769031,263952954,TCP 122.52.254.48:44140->25.0.17.126:80,TCP
2016-11-11 22:49:11,122.52.254.48,25.0.17.126,44140,80,0.002048327783769031,263952954,TCP 122.52.254.48:44140->25.0.17.126:80,TCP
2016-11-11 22:35:53,122.52.253.92,25.0.19.31,25323,80,0.002048327783769031,263952956,TCP 122.52.253.92:25323->25.0.19.31:80,TCP
2016-11-11 22:35:53,122.52.253.92,25.0.19.31,25323,80,0.002048327783769031,263952956,TCP 122.52.253.92:25323->25.0.19.31:80,TCP
2016-11-11 05:36:02,122.52.64.9,25.0.6.13,12469,25,0.002066717639697998,266800023,TCP 122.52.64.9:12469->25.0.6.13:25,TCP
2016-11-11 05:36:02,122.52.64.9,25.0.6.13,12469,25,0.002066717639697998,266800023,TCP 122.52.64.9:12469->25.0.6.13:25,TCP
2016-11-11 05:34:55,122.52.78.161,25.0.6.13,44040,25,0.002066717639697998,266800024,TCP 122.52.78.161:44040->25.0.6.13:25,TCP
2016-11-11 05:34:55,122.52.78.161,25.0.6.13,44040,25,0.002066717639697998,266800024,TCP 122.52.78.161:44040->25.0.6.13:25,TCP
2016-11-11 05:35:01,122.52.84.1,25.0.4.110,46471,25,0.002066717639697998,266800026,TCP 122.52.84.1:46471->25.0.4.110:25,TCP
2016-11-11 05:35:01,122.52.84.1,25.0.4.110,46471,25,0.002066717639697998,266800026,TCP 122.52.84.1:46471->25.0.4.110:25,TCP
2016-11-11 05:34:42,122.52.80.218,25.0.4.110,21616,25,0.002066717639697998,266800027,TCP 122.52.80.218:21616->25.0.4.110:25,TCP
2016-11-11 05:34:42,122.52.80.218,25.0.4.110,21616,25,0.002066717639697998,266800027,TCP 122.52.80.218:21616->25.0.4.110:25,TCP
2016-11-11 05:36:53,122.52.71.82,25.0.4.240,33945,25,0.002066717639697998,266800029,TCP 122.52.71.82:33945->25.0.4.240:25,TCP
2016-11-11 05:36:53,122.52.71.82,25.0.4.240,33945,25,0.002066717639697998,266800029,TCP 122.52.71.82:33945->25.0.4.240:25,TCP
