"dnsRecordID","score","rank","label","y","TP","FP"
"1","1",0,"null",0,0,0
"6017","1.76878527642499e-06",1618497,"bad",1,6.90846286701209e-05,0.00928239781634794
"6017","1.76878527642499e-06",1618498,"bad",2,0.000138169257340242,0.00928239781634794
"6017","1.76878527642499e-06",1618499,"bad",3,0.000207253886010363,0.00928239781634794
"6017","1.76878527642499e-06",1618500,"bad",4,0.000276338514680484,0.00928239781634794
"6017","1.76878527642499e-06",1618501,"bad",5,0.000345423143350604,0.00928239781634794
"6017","1.76878527642499e-06",1618502,"bad",6,0.000414507772020725,0.00928239781634794
"6017","1.76878527642499e-06",1618503,"bad",7,0.000483592400690846,0.00928239781634794
"6017","1.78000194684128e-06",1618533,"bad",8,0.000552677029360967,0.00928256413714
"6017","1.78000194684128e-06",1618534,"bad",9,0.000621761658031088,0.00928256413714
"6017","1.78000194684128e-06",1618535,"bad",10,0.000690846286701209,0.00928256413714
"6017","1.78000194684128e-06",1618536,"bad",11,0.00075993091537133,0.00928256413714
"6017","1.78000194684128e-06",1618537,"bad",12,0.000829015544041451,0.00928256413714
"6017","1.78000194684128e-06",1618538,"bad",13,0.000898100172711572,0.00928256413714
"6017","1.78000194684128e-06",1618539,"bad",14,0.000967184801381693,0.00928256413714
"6017","1.78000194684128e-06",1618540,"bad",15,0.00103626943005181,0.00928256413714
"6017","1.78000194684128e-06",1618541,"bad",16,0.00110535405872193,0.00928256413714
"6017","1.78000194684128e-06",1618542,"bad",17,0.00117443868739206,0.00928256413714
"6017","1.78000194684128e-06",1618543,"bad",18,0.00124352331606218,0.00928256413714
"6011","2.99724258613924e-05",12666768,"bad",19,0.0013126079447323,0.0726463353989305
"6011","2.99724258613924e-05",12666769,"bad",20,0.00138169257340242,0.0726463353989305
"6011","2.99724258613924e-05",12666770,"bad",21,0.00145077720207254,0.0726463353989305
"6011","2.99724258613924e-05",12666771,"bad",22,0.00151986183074266,0.0726463353989305
"6011","2.99724258613924e-05",12666772,"bad",23,0.00158894645941278,0.0726463353989305
"6011","2.99724258613924e-05",12666773,"bad",24,0.0016580310880829,0.0726463353989305
"6011","2.99724258613924e-05",12666774,"bad",25,0.00172711571675302,0.0726463353989305
"6011","2.99724258613924e-05",12666775,"bad",26,0.00179620034542314,0.0726463353989305
"6011","2.99724258613924e-05",12666776,"bad",27,0.00186528497409326,0.0726463353989305
"6011","2.99724258613924e-05",12666777,"bad",28,0.00193436960276339,0.0726463353989305
"6011","2.99724258613924e-05",12666778,"bad",29,0.00200345423143351,0.0726463353989305
"6011","2.99724258613924e-05",12666779,"bad",30,0.00207253886010363,0.0726463353989305
"6011","2.99724258613924e-05",12666780,"bad",31,0.00214162348877375,0.0726463353989305
"6011","2.99724258613924e-05",12666781,"bad",32,0.00221070811744387,0.0726463353989305
"6011","2.99724258613924e-05",12666782,"bad",33,0.00227979274611399,0.0726463353989305
"6011","2.99724258613924e-05",12666783,"bad",34,0.00234887737478411,0.0726463353989305
"6011","2.99724258613924e-05",12666784,"bad",35,0.00241796200345423,0.0726463353989305
"6011","2.99724258613924e-05",12666785,"bad",36,0.00248704663212435,0.0726463353989305
"6011","2.99724258613924e-05",12666786,"bad",37,0.00255613126079447,0.0726463353989305
"6011","2.99724258613924e-05",12666787,"bad",38,0.00262521588946459,0.0726463353989305
"6011","2.99724258613924e-05",12666788,"bad",39,0.00269430051813471,0.0726463353989305
"6011","2.99724258613924e-05",12666789,"bad",40,0.00276338514680484,0.0726463353989305
"6011","2.99724258613924e-05",12666790,"bad",41,0.00283246977547496,0.0726463353989305
"6011","2.99724258613924e-05",12666791,"bad",42,0.00290155440414508,0.0726463353989305
"6011","2.99724258613924e-05",12666792,"bad",43,0.0029706390328152,0.0726463353989305
"6011","2.99724258613924e-05",12666793,"bad",44,0.00303972366148532,0.0726463353989305
"6011","2.99724258613924e-05",12666794,"bad",45,0.00310880829015544,0.0726463353989305
"6011","2.99724258613924e-05",12666795,"bad",46,0.00317789291882556,0.0726463353989305
"6011","2.99724258613924e-05",12666796,"bad",47,0.00324697754749568,0.0726463353989305
"6011","2.99724258613924e-05",12666797,"bad",48,0.0033160621761658,0.0726463353989305
"6011","2.99724258613924e-05",12666798,"bad",49,0.00338514680483592,0.0726463353989305
"6011","2.99724258613924e-05",12666799,"bad",50,0.00345423143350604,0.0726463353989305
"6011","2.99724258613924e-05",12666800,"bad",51,0.00352331606217617,0.0726463353989305
"6011","2.99724258613924e-05",12666801,"bad",52,0.00359240069084629,0.0726463353989305
"6011","2.99724258613924e-05",12666802,"bad",53,0.00366148531951641,0.0726463353989305
"6011","2.99724258613924e-05",12666803,"bad",54,0.00373056994818653,0.0726463353989305
"6011","2.99724258613924e-05",12666804,"bad",55,0.00379965457685665,0.0726463353989305
"6011","2.99724258613924e-05",12666805,"bad",56,0.00386873920552677,0.0726463353989305
"6011","2.99724258613924e-05",12666806,"bad",57,0.00393782383419689,0.0726463353989305
"6011","2.99724258613924e-05",12666807,"bad",58,0.00400690846286701,0.0726463353989305
"6011","2.99724258613924e-05",12666808,"bad",59,0.00407599309153713,0.0726463353989305
"6011","2.99724258613924e-05",12666809,"bad",60,0.00414507772020725,0.0726463353989305
"6011","2.99724258613924e-05",12666810,"bad",61,0.00421416234887737,0.0726463353989305
"6011","2.99724258613924e-05",12666811,"bad",62,0.0042832469775475,0.0726463353989305
"6011","2.99724258613924e-05",12666812,"bad",63,0.00435233160621762,0.0726463353989305
"6011","2.99724258613924e-05",12666813,"bad",64,0.00442141623488774,0.0726463353989305
"6011","2.99724258613924e-05",12666814,"bad",65,0.00449050086355786,0.0726463353989305
"6011","2.99724258613924e-05",12666815,"bad",66,0.00455958549222798,0.0726463353989305
"6011","2.99724258613924e-05",12666816,"bad",67,0.0046286701208981,0.0726463353989305
"6011","2.99724258613924e-05",12666817,"bad",68,0.00469775474956822,0.0726463353989305
"6011","2.99724258613924e-05",12666818,"bad",69,0.00476683937823834,0.0726463353989305
"6011","2.99724258613924e-05",12666819,"bad",70,0.00483592400690846,0.0726463353989305
"6011","2.99724258613924e-05",12666820,"bad",71,0.00490500863557858,0.0726463353989305
"6011","2.99724258613924e-05",12666821,"bad",72,0.0049740932642487,0.0726463353989305
"6011","2.99724258613924e-05",12666822,"bad",73,0.00504317789291883,0.0726463353989305
"6011","2.99724258613924e-05",12666823,"bad",74,0.00511226252158895,0.0726463353989305
"6011","2.99724258613924e-05",12666824,"bad",75,0.00518134715025907,0.0726463353989305
"6011","2.99724258613924e-05",12666825,"bad",76,0.00525043177892919,0.0726463353989305
"6011","2.99724258613924e-05",12666826,"bad",77,0.00531951640759931,0.0726463353989305
"6011","2.99724258613924e-05",12666827,"bad",78,0.00538860103626943,0.0726463353989305
"6011","2.99724258613924e-05",12666828,"bad",79,0.00545768566493955,0.0726463353989305
"6011","2.99724258613924e-05",12666829,"bad",80,0.00552677029360967,0.0726463353989305
"6011","2.99724258613924e-05",12666830,"bad",81,0.00559585492227979,0.0726463353989305
"6011","2.99724258613924e-05",12666831,"bad",82,0.00566493955094991,0.0726463353989305
"6011","2.99724258613924e-05",12666832,"bad",83,0.00573402417962003,0.0726463353989305
"6011","2.99724258613924e-05",12666833,"bad",84,0.00580310880829016,0.0726463353989305
"6011","2.99724258613924e-05",12666834,"bad",85,0.00587219343696028,0.0726463353989305
"6011","2.99724258613924e-05",12666835,"bad",86,0.0059412780656304,0.0726463353989305
"6011","2.99724258613924e-05",12666836,"bad",87,0.00601036269430052,0.0726463353989305
"6011","2.99724258613924e-05",12666837,"bad",88,0.00607944732297064,0.0726463353989305
"6011","2.99724258613924e-05",12666838,"bad",89,0.00614853195164076,0.0726463353989305
"6011","2.99724258613924e-05",12666839,"bad",90,0.00621761658031088,0.0726463353989305
"6011","2.99724258613924e-05",12666840,"bad",91,0.006286701208981,0.0726463353989305
"6011","2.99724258613924e-05",12666841,"bad",92,0.00635578583765112,0.0726463353989305
"6011","2.99724258613924e-05",12666842,"bad",93,0.00642487046632124,0.0726463353989305
"6011","2.99724258613924e-05",12666843,"bad",94,0.00649395509499136,0.0726463353989305
"6011","2.99724258613924e-05",12666844,"bad",95,0.00656303972366149,0.0726463353989305
"6011","2.99724258613924e-05",12666845,"bad",96,0.00663212435233161,0.0726463353989305
"6011","2.99724258613924e-05",12666846,"bad",97,0.00670120898100173,0.0726463353989305
"6011","2.99724258613924e-05",12666847,"bad",98,0.00677029360967185,0.0726463353989305
"6011","2.99724258613924e-05",12666848,"bad",99,0.00683937823834197,0.0726463353989305
"6011","2.99724258613924e-05",12666849,"bad",100,0.00690846286701209,0.0726463353989305
"6011","2.99724258613924e-05",12666850,"bad",101,0.00697754749568221,0.0726463353989305
"6011","2.99724258613924e-05",12666851,"bad",102,0.00704663212435233,0.0726463353989305
"6011","2.99724258613924e-05",12666852,"bad",103,0.00711571675302245,0.0726463353989305
"6011","2.99724258613924e-05",12666853,"bad",104,0.00718480138169257,0.0726463353989305
"6011","2.99724258613924e-05",12666854,"bad",105,0.00725388601036269,0.0726463353989305
"6011","2.99724258613924e-05",12666855,"bad",106,0.00732297063903282,0.0726463353989305
"6011","2.99724258613924e-05",12666856,"bad",107,0.00739205526770294,0.0726463353989305
"6011","2.99724258613924e-05",12666857,"bad",108,0.00746113989637306,0.0726463353989305
"6011","2.99724258613924e-05",12666858,"bad",109,0.00753022452504318,0.0726463353989305
"6011","2.99724258613924e-05",12666859,"bad",110,0.0075993091537133,0.0726463353989305
"6011","2.99724258613924e-05",12666860,"bad",111,0.00766839378238342,0.0726463353989305
"6011","2.99724258613924e-05",12666861,"bad",112,0.00773747841105354,0.0726463353989305
"6011","2.99724258613924e-05",12666862,"bad",113,0.00780656303972366,0.0726463353989305
"6011","2.99724258613924e-05",12666863,"bad",114,0.00787564766839378,0.0726463353989305
"6011","2.99724258613924e-05",12666864,"bad",115,0.0079447322970639,0.0726463353989305
"6011","2.99724258613924e-05",12666865,"bad",116,0.00801381692573402,0.0726463353989305
"6011","2.99724258613924e-05",12666866,"bad",117,0.00808290155440415,0.0726463353989305
"6011","2.99724258613924e-05",12666867,"bad",118,0.00815198618307427,0.0726463353989305
"6011","2.99724258613924e-05",12666868,"bad",119,0.00822107081174439,0.0726463353989305
"6011","2.99724258613924e-05",12666869,"bad",120,0.00829015544041451,0.0726463353989305
"6011","2.99724258613924e-05",12666870,"bad",121,0.00835924006908463,0.0726463353989305
"6011","2.99724258613924e-05",12666871,"bad",122,0.00842832469775475,0.0726463353989305
"6011","2.99724258613924e-05",12666872,"bad",123,0.00849740932642487,0.0726463353989305
"6011","2.99724258613924e-05",12666873,"bad",124,0.00856649395509499,0.0726463353989305
"6011","2.99724258613924e-05",12666874,"bad",125,0.00863557858376511,0.0726463353989305
"6011","2.99724258613924e-05",12666875,"bad",126,0.00870466321243523,0.0726463353989305
"6011","2.99724258613924e-05",12666876,"bad",127,0.00877374784110535,0.0726463353989305
"6011","2.99724258613924e-05",12666877,"bad",128,0.00884283246977548,0.0726463353989305
"6011","2.99724258613924e-05",12666878,"bad",129,0.0089119170984456,0.0726463353989305
"6011","2.99724258613924e-05",12666879,"bad",130,0.00898100172711572,0.0726463353989305
"6011","2.99724258613924e-05",12666880,"bad",131,0.00905008635578584,0.0726463353989305
"6011","2.99724258613924e-05",12666881,"bad",132,0.00911917098445596,0.0726463353989305
"6011","2.99724258613924e-05",12666882,"bad",133,0.00918825561312608,0.0726463353989305
"6011","2.99724258613924e-05",12666883,"bad",134,0.0092573402417962,0.0726463353989305
"6011","2.99724258613924e-05",12666884,"bad",135,0.00932642487046632,0.0726463353989305
"6011","2.99724258613924e-05",12666885,"bad",136,0.00939550949913644,0.0726463353989305
"6011","2.99724258613924e-05",12666886,"bad",137,0.00946459412780656,0.0726463353989305
"6011","2.99724258613924e-05",12666887,"bad",138,0.00953367875647668,0.0726463353989305
"6011","2.99724258613924e-05",12666888,"bad",139,0.00960276338514681,0.0726463353989305
"6011","2.99724258613924e-05",12666889,"bad",140,0.00967184801381693,0.0726463353989305
"6011","2.99724258613924e-05",12666890,"bad",141,0.00974093264248705,0.0726463353989305
"6011","2.99724258613924e-05",12666891,"bad",142,0.00981001727115717,0.0726463353989305
"6011","2.99724258613924e-05",12666892,"bad",143,0.00987910189982729,0.0726463353989305
"6011","2.99724258613924e-05",12666893,"bad",144,0.00994818652849741,0.0726463353989305
"6011","2.99724258613924e-05",12666894,"bad",145,0.0100172711571675,0.0726463353989305
"6011","2.99724258613924e-05",12666895,"bad",146,0.0100863557858377,0.0726463353989305
"6011","2.99724258613924e-05",12666896,"bad",147,0.0101554404145078,0.0726463353989305
"6011","2.99724258613924e-05",12666897,"bad",148,0.0102245250431779,0.0726463353989305
"6011","2.99724258613924e-05",12666898,"bad",149,0.010293609671848,0.0726463353989305
"6011","2.99724258613924e-05",12666899,"bad",150,0.0103626943005181,0.0726463353989305
"6011","2.99724258613924e-05",12666900,"bad",151,0.0104317789291883,0.0726463353989305
"6011","2.99724258613924e-05",12666901,"bad",152,0.0105008635578584,0.0726463353989305
"6011","2.99724258613924e-05",12666902,"bad",153,0.0105699481865285,0.0726463353989305
"6011","2.99724258613924e-05",12666903,"bad",154,0.0106390328151986,0.0726463353989305
"6011","2.99724258613924e-05",12666904,"bad",155,0.0107081174438687,0.0726463353989305
"6011","2.99724258613924e-05",12666905,"bad",156,0.0107772020725389,0.0726463353989305
"6011","2.99724258613924e-05",12666906,"bad",157,0.010846286701209,0.0726463353989305
"6011","2.99724258613924e-05",12666907,"bad",158,0.0109153713298791,0.0726463353989305
"6011","2.99724258613924e-05",12666908,"bad",159,0.0109844559585492,0.0726463353989305
"6011","2.99724258613924e-05",12666909,"bad",160,0.0110535405872193,0.0726463353989305
"6011","2.99724258613924e-05",12666910,"bad",161,0.0111226252158895,0.0726463353989305
"6011","2.99724258613924e-05",12666911,"bad",162,0.0111917098445596,0.0726463353989305
"6011","2.99724258613924e-05",12666912,"bad",163,0.0112607944732297,0.0726463353989305
"6011","2.99724258613924e-05",12666913,"bad",164,0.0113298791018998,0.0726463353989305
"6011","2.99724258613924e-05",12666914,"bad",165,0.0113989637305699,0.0726463353989305
"6011","2.99724258613924e-05",12666915,"bad",166,0.0114680483592401,0.0726463353989305
"6011","2.99724258613924e-05",12666916,"bad",167,0.0115371329879102,0.0726463353989305
"6011","2.99724258613924e-05",12666917,"bad",168,0.0116062176165803,0.0726463353989305
"6011","2.99724258613924e-05",12666918,"bad",169,0.0116753022452504,0.0726463353989305
"6011","2.99724258613924e-05",12666919,"bad",170,0.0117443868739206,0.0726463353989305
"6011","2.99724258613924e-05",12666920,"bad",171,0.0118134715025907,0.0726463353989305
"6011","2.99724258613924e-05",12666921,"bad",172,0.0118825561312608,0.0726463353989305
"6011","2.99724258613924e-05",12666922,"bad",173,0.0119516407599309,0.0726463353989305
"6011","2.99724258613924e-05",12666923,"bad",174,0.012020725388601,0.0726463353989305
"6011","2.99724258613924e-05",12666924,"bad",175,0.0120898100172712,0.0726463353989305
"6011","2.99724258613924e-05",12666925,"bad",176,0.0121588946459413,0.0726463353989305
"6011","2.99724258613924e-05",12666926,"bad",177,0.0122279792746114,0.0726463353989305
"6011","2.99724258613924e-05",12666927,"bad",178,0.0122970639032815,0.0726463353989305
"6011","2.99724258613924e-05",12666928,"bad",179,0.0123661485319516,0.0726463353989305
"6011","2.99724258613924e-05",12666929,"bad",180,0.0124352331606218,0.0726463353989305
"6011","2.99724258613924e-05",12666930,"bad",181,0.0125043177892919,0.0726463353989305
"6011","2.99724258613924e-05",12666931,"bad",182,0.012573402417962,0.0726463353989305
"6011","2.99724258613924e-05",12666932,"bad",183,0.0126424870466321,0.0726463353989305
"6011","2.99724258613924e-05",12666933,"bad",184,0.0127115716753022,0.0726463353989305
"6011","2.99724258613924e-05",12666934,"bad",185,0.0127806563039724,0.0726463353989305
"6011","2.99724258613924e-05",12666935,"bad",186,0.0128497409326425,0.0726463353989305
"6011","2.99724258613924e-05",12666936,"bad",187,0.0129188255613126,0.0726463353989305
"6011","2.99724258613924e-05",12666937,"bad",188,0.0129879101899827,0.0726463353989305
"6011","2.99724258613924e-05",12666938,"bad",189,0.0130569948186528,0.0726463353989305
"6011","2.99724258613924e-05",12666939,"bad",190,0.013126079447323,0.0726463353989305
"6011","2.99724258613924e-05",12666940,"bad",191,0.0131951640759931,0.0726463353989305
"6011","2.99724258613924e-05",12666941,"bad",192,0.0132642487046632,0.0726463353989305
"6011","2.99724258613924e-05",12666942,"bad",193,0.0133333333333333,0.0726463353989305
"6011","2.99724258613924e-05",12666943,"bad",194,0.0134024179620035,0.0726463353989305
"6011","2.99724258613924e-05",12666944,"bad",195,0.0134715025906736,0.0726463353989305
"6011","2.99724258613924e-05",12666945,"bad",196,0.0135405872193437,0.0726463353989305
"6011","2.99724258613924e-05",12666946,"bad",197,0.0136096718480138,0.0726463353989305
"6011","2.99724258613924e-05",12666947,"bad",198,0.0136787564766839,0.0726463353989305
"6011","2.99724258613924e-05",12666948,"bad",199,0.0137478411053541,0.0726463353989305
"6011","2.99724258613924e-05",12666949,"bad",200,0.0138169257340242,0.0726463353989305
"6011","2.99724258613924e-05",12666950,"bad",201,0.0138860103626943,0.0726463353989305
"6011","2.99724258613924e-05",12666951,"bad",202,0.0139550949913644,0.0726463353989305
"6011","2.99724258613924e-05",12666952,"bad",203,0.0140241796200345,0.0726463353989305
"6011","2.99724258613924e-05",12666953,"bad",204,0.0140932642487047,0.0726463353989305
"6011","2.99724258613924e-05",12666954,"bad",205,0.0141623488773748,0.0726463353989305
"6011","2.99724258613924e-05",12666955,"bad",206,0.0142314335060449,0.0726463353989305
"6011","2.99724258613924e-05",12666956,"bad",207,0.014300518134715,0.0726463353989305
"6011","2.99724258613924e-05",12666957,"bad",208,0.0143696027633851,0.0726463353989305
"6011","2.99724258613924e-05",12666958,"bad",209,0.0144386873920553,0.0726463353989305
"6011","2.99724258613924e-05",12666959,"bad",210,0.0145077720207254,0.0726463353989305
"6011","2.99724258613924e-05",12666960,"bad",211,0.0145768566493955,0.0726463353989305
"6011","2.99724258613924e-05",12666961,"bad",212,0.0146459412780656,0.0726463353989305
"6011","2.99724258613924e-05",12666962,"bad",213,0.0147150259067358,0.0726463353989305
"6011","2.99724258613924e-05",12666963,"bad",214,0.0147841105354059,0.0726463353989305
"6011","2.99724258613924e-05",12666964,"bad",215,0.014853195164076,0.0726463353989305
"6011","2.99724258613924e-05",12666965,"bad",216,0.0149222797927461,0.0726463353989305
"6011","2.99724258613924e-05",12666966,"bad",217,0.0149913644214162,0.0726463353989305
"6011","2.99724258613924e-05",12666967,"bad",218,0.0150604490500864,0.0726463353989305
"6011","2.99724258613924e-05",12666968,"bad",219,0.0151295336787565,0.0726463353989305
"6011","2.99724258613924e-05",12666969,"bad",220,0.0151986183074266,0.0726463353989305
"6011","2.99724258613924e-05",12666970,"bad",221,0.0152677029360967,0.0726463353989305
"6011","2.99724258613924e-05",12666971,"bad",222,0.0153367875647668,0.0726463353989305
"6011","2.99724258613924e-05",12666972,"bad",223,0.015405872193437,0.0726463353989305
"6011","2.99724258613924e-05",12666973,"bad",224,0.0154749568221071,0.0726463353989305
"6011","2.99724258613924e-05",12666974,"bad",225,0.0155440414507772,0.0726463353989305
"6011","2.99724258613924e-05",12666975,"bad",226,0.0156131260794473,0.0726463353989305
"6011","2.99724258613924e-05",12666976,"bad",227,0.0156822107081174,0.0726463353989305
"6011","2.99724258613924e-05",12666977,"bad",228,0.0157512953367876,0.0726463353989305
"6011","2.99724258613924e-05",12666978,"bad",229,0.0158203799654577,0.0726463353989305
"6011","2.99724258613924e-05",12666979,"bad",230,0.0158894645941278,0.0726463353989305
"6011","2.99724258613924e-05",12666980,"bad",231,0.0159585492227979,0.0726463353989305
"6011","2.99724258613924e-05",12666981,"bad",232,0.016027633851468,0.0726463353989305
"6011","2.99724258613924e-05",12666982,"bad",233,0.0160967184801382,0.0726463353989305
"6011","2.99724258613924e-05",12666983,"bad",234,0.0161658031088083,0.0726463353989305
"6011","2.99724258613924e-05",12666984,"bad",235,0.0162348877374784,0.0726463353989305
"6011","2.99724258613924e-05",12666985,"bad",236,0.0163039723661485,0.0726463353989305
"6011","2.99724258613924e-05",12666986,"bad",237,0.0163730569948187,0.0726463353989305
"6011","2.99724258613924e-05",12666987,"bad",238,0.0164421416234888,0.0726463353989305
"6011","2.99724258613924e-05",12666988,"bad",239,0.0165112262521589,0.0726463353989305
"6011","2.99724258613924e-05",12666989,"bad",240,0.016580310880829,0.0726463353989305
"6011","2.99724258613924e-05",12666990,"bad",241,0.0166493955094991,0.0726463353989305
"6011","2.99724258613924e-05",12666991,"bad",242,0.0167184801381693,0.0726463353989305
"6011","2.99724258613924e-05",12666992,"bad",243,0.0167875647668394,0.0726463353989305
"6011","2.99724258613924e-05",12666993,"bad",244,0.0168566493955095,0.0726463353989305
"6011","2.99724258613924e-05",12666994,"bad",245,0.0169257340241796,0.0726463353989305
"6011","2.99724258613924e-05",12666995,"bad",246,0.0169948186528497,0.0726463353989305
"6011","2.99724258613924e-05",12666996,"bad",247,0.0170639032815199,0.0726463353989305
"6011","2.99724258613924e-05",12666997,"bad",248,0.01713298791019,0.0726463353989305
"6011","2.99724258613924e-05",12666998,"bad",249,0.0172020725388601,0.0726463353989305
"6011","2.99724258613924e-05",12666999,"bad",250,0.0172711571675302,0.0726463353989305
"6011","2.99724258613924e-05",12667000,"bad",251,0.0173402417962003,0.0726463353989305
"6011","2.99724258613924e-05",12667001,"bad",252,0.0174093264248705,0.0726463353989305
"6011","2.99724258613924e-05",12667002,"bad",253,0.0174784110535406,0.0726463353989305
"6011","2.99724258613924e-05",12667003,"bad",254,0.0175474956822107,0.0726463353989305
"6011","2.99724258613924e-05",12667004,"bad",255,0.0176165803108808,0.0726463353989305
"6011","2.99724258613924e-05",12667005,"bad",256,0.017685664939551,0.0726463353989305
"6011","2.99724258613924e-05",12667006,"bad",257,0.0177547495682211,0.0726463353989305
"6011","2.99724258613924e-05",12667007,"bad",258,0.0178238341968912,0.0726463353989305
"6011","2.99724258613924e-05",12667008,"bad",259,0.0178929188255613,0.0726463353989305
"6011","2.99724258613924e-05",12667009,"bad",260,0.0179620034542314,0.0726463353989305
"6011","2.99724258613924e-05",12667010,"bad",261,0.0180310880829016,0.0726463353989305
"6011","2.99724258613924e-05",12667011,"bad",262,0.0181001727115717,0.0726463353989305
"6011","2.99724258613924e-05",12667012,"bad",263,0.0181692573402418,0.0726463353989305
"6011","2.99724258613924e-05",12667013,"bad",264,0.0182383419689119,0.0726463353989305
"6011","2.99724258613924e-05",12667014,"bad",265,0.018307426597582,0.0726463353989305
"6011","2.99724258613924e-05",12667015,"bad",266,0.0183765112262522,0.0726463353989305
"6011","2.99724258613924e-05",12667016,"bad",267,0.0184455958549223,0.0726463353989305
"6011","2.99724258613924e-05",12667017,"bad",268,0.0185146804835924,0.0726463353989305
"6011","2.99724258613924e-05",12667018,"bad",269,0.0185837651122625,0.0726463353989305
"6011","2.99724258613924e-05",12667019,"bad",270,0.0186528497409326,0.0726463353989305
"6011","2.99724258613924e-05",12667020,"bad",271,0.0187219343696028,0.0726463353989305
"6011","2.99724258613924e-05",12667021,"bad",272,0.0187910189982729,0.0726463353989305
"6011","2.99724258613924e-05",12667022,"bad",273,0.018860103626943,0.0726463353989305
"6011","2.99724258613924e-05",12667023,"bad",274,0.0189291882556131,0.0726463353989305
"6011","2.99724258613924e-05",12667024,"bad",275,0.0189982728842832,0.0726463353989305
